cuda available with GPU: Tesla V100-PCIE-16GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Not pretrained weights used============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 63.86, lr: 0.000100, Train: (LOSS: 0.2048, MAE: 0.2048, RMSE: 0.2534, R2: 0.0487), Valid: (LOSS: 0.1776, MAE: 0.1776, RMSE: 0.2405, R2: 0.2086), PNorm: 187.0335, GNorm: 0.5000
[11/299] timecost: 61.12, lr: 0.000100, Train: (LOSS: 0.0938, MAE: 0.0938, RMSE: 0.1374, R2: 0.7119), Valid: (LOSS: 0.0936, MAE: 0.0936, RMSE: 0.1374, R2: 0.7262), PNorm: 187.3511, GNorm: 0.5000
[12/299] timecost: 62.72, lr: 0.000100, Train: (LOSS: 0.0878, MAE: 0.0878, RMSE: 0.1294, R2: 0.7421), Valid: (LOSS: 0.0904, MAE: 0.0904, RMSE: 0.1284, R2: 0.7654), PNorm: 187.3720, GNorm: 0.5000
[13/299] timecost: 62.09, lr: 0.000100, Train: (LOSS: 0.0830, MAE: 0.0830, RMSE: 0.1241, R2: 0.7633), Valid: (LOSS: 0.0874, MAE: 0.0874, RMSE: 0.1213, R2: 0.7869), PNorm: 187.3956, GNorm: 0.5000
[14/299] timecost: 58.83, lr: 0.000100, Train: (LOSS: 0.0792, MAE: 0.0792, RMSE: 0.1184, R2: 0.7857), Valid: (LOSS: 0.0828, MAE: 0.0828, RMSE: 0.1187, R2: 0.7977), PNorm: 187.4234, GNorm: 0.5000
[15/299] timecost: 59.92, lr: 0.000100, Train: (LOSS: 0.0729, MAE: 0.0729, RMSE: 0.1111, R2: 0.8088), Valid: (LOSS: 0.0674, MAE: 0.0674, RMSE: 0.0974, R2: 0.8631), PNorm: 187.4507, GNorm: 0.5000
[16/299] timecost: 60.36, lr: 0.000100, Train: (LOSS: 0.0665, MAE: 0.0665, RMSE: 0.0991, R2: 0.8468), Valid: (LOSS: 0.0679, MAE: 0.0679, RMSE: 0.0980, R2: 0.8596), PNorm: 187.4739, GNorm: 0.5000
[17/299] timecost: 60.79, lr: 0.000100, Train: (LOSS: 0.0664, MAE: 0.0664, RMSE: 0.1007, R2: 0.8366), Valid: (LOSS: 0.0610, MAE: 0.0610, RMSE: 0.0877, R2: 0.8829), PNorm: 187.4991, GNorm: 0.5000
[18/299] timecost: 59.79, lr: 0.000100, Train: (LOSS: 0.0633, MAE: 0.0633, RMSE: 0.0957, R2: 0.8536), Valid: (LOSS: 0.0715, MAE: 0.0715, RMSE: 0.1038, R2: 0.8328), PNorm: 187.5179, GNorm: 0.5000
[19/299] timecost: 60.44, lr: 0.000100, Train: (LOSS: 0.0579, MAE: 0.0579, RMSE: 0.0879, R2: 0.8760), Valid: (LOSS: 0.0598, MAE: 0.0598, RMSE: 0.0884, R2: 0.8803), PNorm: 187.5373, GNorm: 0.5000
[20/299] timecost: 61.01, lr: 0.000100, Train: (LOSS: 0.0555, MAE: 0.0555, RMSE: 0.0854, R2: 0.8821), Valid: (LOSS: 0.0555, MAE: 0.0555, RMSE: 0.0842, R2: 0.8924), PNorm: 187.5549, GNorm: 0.4260
[21/299] timecost: 61.06, lr: 0.000100, Train: (LOSS: 0.0533, MAE: 0.0533, RMSE: 0.0841, R2: 0.8897), Valid: (LOSS: 0.0614, MAE: 0.0614, RMSE: 0.0897, R2: 0.8828), PNorm: 187.5713, GNorm: 0.5000
[22/299] timecost: 61.23, lr: 0.000100, Train: (LOSS: 0.0522, MAE: 0.0522, RMSE: 0.0805, R2: 0.8961), Valid: (LOSS: 0.0558, MAE: 0.0558, RMSE: 0.0828, R2: 0.8963), PNorm: 187.5882, GNorm: 0.5000
[23/299] timecost: 62.74, lr: 0.000100, Train: (LOSS: 0.0512, MAE: 0.0512, RMSE: 0.0798, R2: 0.8963), Valid: (LOSS: 0.0518, MAE: 0.0518, RMSE: 0.0797, R2: 0.9063), PNorm: 187.6040, GNorm: 0.5000
[24/299] timecost: 62.95, lr: 0.000100, Train: (LOSS: 0.0493, MAE: 0.0493, RMSE: 0.0767, R2: 0.9042), Valid: (LOSS: 0.0588, MAE: 0.0588, RMSE: 0.0878, R2: 0.8849), PNorm: 187.6191, GNorm: 0.5000
[25/299] timecost: 63.35, lr: 0.000100, Train: (LOSS: 0.0470, MAE: 0.0470, RMSE: 0.0740, R2: 0.9117), Valid: (LOSS: 0.0555, MAE: 0.0555, RMSE: 0.0829, R2: 0.8982), PNorm: 187.6324, GNorm: 0.5000
[26/299] timecost: 63.31, lr: 0.000100, Train: (LOSS: 0.0464, MAE: 0.0464, RMSE: 0.0722, R2: 0.9143), Valid: (LOSS: 0.0560, MAE: 0.0560, RMSE: 0.0847, R2: 0.8904), PNorm: 187.6486, GNorm: 0.3843
[27/299] timecost: 63.53, lr: 0.000100, Train: (LOSS: 0.0441, MAE: 0.0441, RMSE: 0.0690, R2: 0.9222), Valid: (LOSS: 0.0564, MAE: 0.0564, RMSE: 0.0877, R2: 0.8770), PNorm: 187.6628, GNorm: 0.5000
[28/299] timecost: 63.61, lr: 0.000100, Train: (LOSS: 0.0455, MAE: 0.0455, RMSE: 0.0712, R2: 0.9178), Valid: (LOSS: 0.0508, MAE: 0.0508, RMSE: 0.0740, R2: 0.9167), PNorm: 187.6759, GNorm: 0.5000
[29/299] timecost: 63.54, lr: 0.000100, Train: (LOSS: 0.0440, MAE: 0.0440, RMSE: 0.0682, R2: 0.9212), Valid: (LOSS: 0.0511, MAE: 0.0511, RMSE: 0.0765, R2: 0.9111), PNorm: 187.6909, GNorm: 0.5000
[30/299] timecost: 63.14, lr: 0.000100, Train: (LOSS: 0.0437, MAE: 0.0437, RMSE: 0.0672, R2: 0.9267), Valid: (LOSS: 0.0506, MAE: 0.0506, RMSE: 0.0736, R2: 0.9153), PNorm: 187.7072, GNorm: 0.5000
[31/299] timecost: 62.92, lr: 0.000100, Train: (LOSS: 0.0404, MAE: 0.0404, RMSE: 0.0647, R2: 0.9306), Valid: (LOSS: 0.0500, MAE: 0.0500, RMSE: 0.0732, R2: 0.9186), PNorm: 187.7219, GNorm: 0.5000
[32/299] timecost: 62.23, lr: 0.000100, Train: (LOSS: 0.0405, MAE: 0.0405, RMSE: 0.0637, R2: 0.9338), Valid: (LOSS: 0.0485, MAE: 0.0485, RMSE: 0.0736, R2: 0.9192), PNorm: 187.7351, GNorm: 0.5000
[33/299] timecost: 60.21, lr: 0.000100, Train: (LOSS: 0.0388, MAE: 0.0388, RMSE: 0.0620, R2: 0.9349), Valid: (LOSS: 0.0522, MAE: 0.0522, RMSE: 0.0797, R2: 0.9034), PNorm: 187.7480, GNorm: 0.5000
[34/299] timecost: 60.13, lr: 0.000100, Train: (LOSS: 0.0380, MAE: 0.0380, RMSE: 0.0594, R2: 0.9415), Valid: (LOSS: 0.0423, MAE: 0.0423, RMSE: 0.0648, R2: 0.9349), PNorm: 187.7596, GNorm: 0.5000
[35/299] timecost: 60.27, lr: 0.000100, Train: (LOSS: 0.0384, MAE: 0.0384, RMSE: 0.0614, R2: 0.9402), Valid: (LOSS: 0.0483, MAE: 0.0483, RMSE: 0.0691, R2: 0.9294), PNorm: 187.7745, GNorm: 0.5000
[36/299] timecost: 60.11, lr: 0.000100, Train: (LOSS: 0.0379, MAE: 0.0379, RMSE: 0.0593, R2: 0.9400), Valid: (LOSS: 0.0449, MAE: 0.0449, RMSE: 0.0681, R2: 0.9294), PNorm: 187.7885, GNorm: 0.4300
[37/299] timecost: 59.03, lr: 0.000100, Train: (LOSS: 0.0371, MAE: 0.0371, RMSE: 0.0589, R2: 0.9418), Valid: (LOSS: 0.0489, MAE: 0.0489, RMSE: 0.0731, R2: 0.9217), PNorm: 187.8028, GNorm: 0.4621
[38/299] timecost: 59.39, lr: 0.000100, Train: (LOSS: 0.0362, MAE: 0.0362, RMSE: 0.0575, R2: 0.9437), Valid: (LOSS: 0.0459, MAE: 0.0459, RMSE: 0.0682, R2: 0.9296), PNorm: 187.8151, GNorm: 0.5000
[39/299] timecost: 61.04, lr: 0.000100, Train: (LOSS: 0.0338, MAE: 0.0338, RMSE: 0.0547, R2: 0.9487), Valid: (LOSS: 0.0470, MAE: 0.0470, RMSE: 0.0716, R2: 0.9222), PNorm: 187.8269, GNorm: 0.5000
[40/299] timecost: 60.43, lr: 0.000100, Train: (LOSS: 0.0344, MAE: 0.0344, RMSE: 0.0547, R2: 0.9502), Valid: (LOSS: 0.0421, MAE: 0.0421, RMSE: 0.0641, R2: 0.9371), PNorm: 187.8381, GNorm: 0.5000
[41/299] timecost: 59.53, lr: 0.000100, Train: (LOSS: 0.0333, MAE: 0.0333, RMSE: 0.0529, R2: 0.9530), Valid: (LOSS: 0.0402, MAE: 0.0402, RMSE: 0.0613, R2: 0.9428), PNorm: 187.8497, GNorm: 0.5000
[42/299] timecost: 58.82, lr: 0.000100, Train: (LOSS: 0.0329, MAE: 0.0329, RMSE: 0.0522, R2: 0.9538), Valid: (LOSS: 0.0433, MAE: 0.0433, RMSE: 0.0658, R2: 0.9323), PNorm: 187.8633, GNorm: 0.5000
[43/299] timecost: 58.52, lr: 0.000100, Train: (LOSS: 0.0342, MAE: 0.0342, RMSE: 0.0548, R2: 0.9484), Valid: (LOSS: 0.0421, MAE: 0.0421, RMSE: 0.0670, R2: 0.9298), PNorm: 187.8790, GNorm: 0.4039
[44/299] timecost: 58.63, lr: 0.000100, Train: (LOSS: 0.0323, MAE: 0.0323, RMSE: 0.0516, R2: 0.9557), Valid: (LOSS: 0.0426, MAE: 0.0426, RMSE: 0.0667, R2: 0.9323), PNorm: 187.8887, GNorm: 0.5000
[45/299] timecost: 59.08, lr: 0.000100, Train: (LOSS: 0.0312, MAE: 0.0312, RMSE: 0.0502, R2: 0.9568), Valid: (LOSS: 0.0405, MAE: 0.0405, RMSE: 0.0617, R2: 0.9411), PNorm: 187.9003, GNorm: 0.5000
[46/299] timecost: 60.14, lr: 0.000100, Train: (LOSS: 0.0324, MAE: 0.0324, RMSE: 0.0518, R2: 0.9553), Valid: (LOSS: 0.0433, MAE: 0.0433, RMSE: 0.0669, R2: 0.9305), PNorm: 187.9132, GNorm: 0.5000
[47/299] timecost: 58.89, lr: 0.000100, Train: (LOSS: 0.0310, MAE: 0.0310, RMSE: 0.0498, R2: 0.9584), Valid: (LOSS: 0.0398, MAE: 0.0398, RMSE: 0.0618, R2: 0.9416), PNorm: 187.9256, GNorm: 0.5000
[48/299] timecost: 58.75, lr: 0.000100, Train: (LOSS: 0.0305, MAE: 0.0305, RMSE: 0.0493, R2: 0.9591), Valid: (LOSS: 0.0406, MAE: 0.0406, RMSE: 0.0616, R2: 0.9397), PNorm: 187.9375, GNorm: 0.3422
[49/299] timecost: 59.13, lr: 0.000100, Train: (LOSS: 0.0299, MAE: 0.0299, RMSE: 0.0476, R2: 0.9577), Valid: (LOSS: 0.0428, MAE: 0.0428, RMSE: 0.0649, R2: 0.9347), PNorm: 187.9493, GNorm: 0.4393
[50/299] timecost: 58.51, lr: 0.000100, Train: (LOSS: 0.0301, MAE: 0.0301, RMSE: 0.0483, R2: 0.9576), Valid: (LOSS: 0.0407, MAE: 0.0407, RMSE: 0.0605, R2: 0.9417), PNorm: 187.9602, GNorm: 0.5000
[51/299] timecost: 59.73, lr: 0.000100, Train: (LOSS: 0.0305, MAE: 0.0305, RMSE: 0.0493, R2: 0.9578), Valid: (LOSS: 0.0409, MAE: 0.0409, RMSE: 0.0612, R2: 0.9430), PNorm: 187.9753, GNorm: 0.5000
[52/299] timecost: 60.77, lr: 0.000100, Train: (LOSS: 0.0287, MAE: 0.0287, RMSE: 0.0472, R2: 0.9627), Valid: (LOSS: 0.0410, MAE: 0.0410, RMSE: 0.0626, R2: 0.9393), PNorm: 187.9857, GNorm: 0.5000
[53/299] timecost: 61.15, lr: 0.000100, Train: (LOSS: 0.0276, MAE: 0.0276, RMSE: 0.0454, R2: 0.9644), Valid: (LOSS: 0.0413, MAE: 0.0413, RMSE: 0.0646, R2: 0.9352), PNorm: 187.9966, GNorm: 0.4505
[54/299] timecost: 61.59, lr: 0.000100, Train: (LOSS: 0.0283, MAE: 0.0283, RMSE: 0.0455, R2: 0.9639), Valid: (LOSS: 0.0404, MAE: 0.0404, RMSE: 0.0618, R2: 0.9407), PNorm: 188.0090, GNorm: 0.5000
[55/299] timecost: 61.55, lr: 0.000100, Train: (LOSS: 0.0287, MAE: 0.0287, RMSE: 0.0469, R2: 0.9630), Valid: (LOSS: 0.0394, MAE: 0.0394, RMSE: 0.0599, R2: 0.9442), PNorm: 188.0217, GNorm: 0.4898
[56/299] timecost: 61.58, lr: 0.000100, Train: (LOSS: 0.0277, MAE: 0.0277, RMSE: 0.0456, R2: 0.9647), Valid: (LOSS: 0.0398, MAE: 0.0398, RMSE: 0.0611, R2: 0.9415), PNorm: 188.0330, GNorm: 0.3933
[57/299] timecost: 62.96, lr: 0.000100, Train: (LOSS: 0.0271, MAE: 0.0271, RMSE: 0.0441, R2: 0.9650), Valid: (LOSS: 0.0396, MAE: 0.0396, RMSE: 0.0610, R2: 0.9420), PNorm: 188.0440, GNorm: 0.5000
[58/299] timecost: 63.11, lr: 0.000100, Train: (LOSS: 0.0281, MAE: 0.0281, RMSE: 0.0463, R2: 0.9631), Valid: (LOSS: 0.0384, MAE: 0.0384, RMSE: 0.0596, R2: 0.9449), PNorm: 188.0578, GNorm: 0.3994
[59/299] timecost: 61.48, lr: 0.000100, Train: (LOSS: 0.0282, MAE: 0.0282, RMSE: 0.0457, R2: 0.9656), Valid: (LOSS: 0.0380, MAE: 0.0380, RMSE: 0.0580, R2: 0.9469), PNorm: 188.0705, GNorm: 0.4200
[60/299] timecost: 61.98, lr: 0.000100, Train: (LOSS: 0.0261, MAE: 0.0261, RMSE: 0.0433, R2: 0.9665), Valid: (LOSS: 0.0387, MAE: 0.0387, RMSE: 0.0596, R2: 0.9445), PNorm: 188.0793, GNorm: 0.5000
[61/299] timecost: 62.50, lr: 0.000100, Train: (LOSS: 0.0269, MAE: 0.0269, RMSE: 0.0440, R2: 0.9661), Valid: (LOSS: 0.0399, MAE: 0.0399, RMSE: 0.0608, R2: 0.9430), PNorm: 188.0923, GNorm: 0.5000
[62/299] timecost: 62.62, lr: 0.000100, Train: (LOSS: 0.0271, MAE: 0.0271, RMSE: 0.0438, R2: 0.9668), Valid: (LOSS: 0.0415, MAE: 0.0415, RMSE: 0.0633, R2: 0.9382), PNorm: 188.1047, GNorm: 0.4915
[63/299] timecost: 62.34, lr: 0.000100, Train: (LOSS: 0.0263, MAE: 0.0263, RMSE: 0.0425, R2: 0.9689), Valid: (LOSS: 0.0398, MAE: 0.0398, RMSE: 0.0626, R2: 0.9380), PNorm: 188.1186, GNorm: 0.4345
[64/299] timecost: 61.49, lr: 0.000100, Train: (LOSS: 0.0258, MAE: 0.0258, RMSE: 0.0415, R2: 0.9705), Valid: (LOSS: 0.0390, MAE: 0.0390, RMSE: 0.0570, R2: 0.9497), PNorm: 188.1270, GNorm: 0.4143
[65/299] timecost: 60.56, lr: 0.000100, Train: (LOSS: 0.0253, MAE: 0.0253, RMSE: 0.0415, R2: 0.9686), Valid: (LOSS: 0.0398, MAE: 0.0398, RMSE: 0.0595, R2: 0.9439), PNorm: 188.1399, GNorm: 0.4720
[66/299] timecost: 60.72, lr: 0.000100, Train: (LOSS: 0.0253, MAE: 0.0253, RMSE: 0.0414, R2: 0.9700), Valid: (LOSS: 0.0384, MAE: 0.0384, RMSE: 0.0580, R2: 0.9471), PNorm: 188.1523, GNorm: 0.5000
[67/299] timecost: 61.02, lr: 0.000100, Train: (LOSS: 0.0252, MAE: 0.0252, RMSE: 0.0413, R2: 0.9703), Valid: (LOSS: 0.0378, MAE: 0.0378, RMSE: 0.0588, R2: 0.9445), PNorm: 188.1627, GNorm: 0.3871
[68/299] timecost: 60.20, lr: 0.000100, Train: (LOSS: 0.0235, MAE: 0.0235, RMSE: 0.0385, R2: 0.9737), Valid: (LOSS: 0.0386, MAE: 0.0386, RMSE: 0.0592, R2: 0.9450), PNorm: 188.1724, GNorm: 0.5000
[69/299] timecost: 60.48, lr: 0.000100, Train: (LOSS: 0.0250, MAE: 0.0250, RMSE: 0.0403, R2: 0.9696), Valid: (LOSS: 0.0397, MAE: 0.0397, RMSE: 0.0617, R2: 0.9406), PNorm: 188.1867, GNorm: 0.4422
[70/299] timecost: 60.37, lr: 0.000100, Train: (LOSS: 0.0249, MAE: 0.0249, RMSE: 0.0407, R2: 0.9700), Valid: (LOSS: 0.0367, MAE: 0.0367, RMSE: 0.0591, R2: 0.9463), PNorm: 188.1978, GNorm: 0.4779
[71/299] timecost: 59.50, lr: 0.000100, Train: (LOSS: 0.0238, MAE: 0.0238, RMSE: 0.0385, R2: 0.9708), Valid: (LOSS: 0.0398, MAE: 0.0398, RMSE: 0.0608, R2: 0.9416), PNorm: 188.2097, GNorm: 0.4504
[72/299] timecost: 59.16, lr: 0.000100, Train: (LOSS: 0.0234, MAE: 0.0234, RMSE: 0.0382, R2: 0.9717), Valid: (LOSS: 0.0388, MAE: 0.0388, RMSE: 0.0617, R2: 0.9381), PNorm: 188.2206, GNorm: 0.4860
[73/299] timecost: 59.12, lr: 0.000100, Train: (LOSS: 0.0235, MAE: 0.0235, RMSE: 0.0391, R2: 0.9722), Valid: (LOSS: 0.0393, MAE: 0.0393, RMSE: 0.0605, R2: 0.9431), PNorm: 188.2351, GNorm: 0.4438
[74/299] timecost: 58.88, lr: 0.000100, Train: (LOSS: 0.0232, MAE: 0.0232, RMSE: 0.0380, R2: 0.9756), Valid: (LOSS: 0.0366, MAE: 0.0366, RMSE: 0.0561, R2: 0.9511), PNorm: 188.2496, GNorm: 0.4450
[75/299] timecost: 58.85, lr: 0.000100, Train: (LOSS: 0.0229, MAE: 0.0229, RMSE: 0.0379, R2: 0.9740), Valid: (LOSS: 0.0395, MAE: 0.0395, RMSE: 0.0616, R2: 0.9365), PNorm: 188.2637, GNorm: 0.5000
[76/299] timecost: 59.07, lr: 0.000100, Train: (LOSS: 0.0238, MAE: 0.0238, RMSE: 0.0386, R2: 0.9738), Valid: (LOSS: 0.0383, MAE: 0.0383, RMSE: 0.0581, R2: 0.9480), PNorm: 188.2759, GNorm: 0.4177
[77/299] timecost: 58.90, lr: 0.000100, Train: (LOSS: 0.0237, MAE: 0.0237, RMSE: 0.0380, R2: 0.9737), Valid: (LOSS: 0.0378, MAE: 0.0378, RMSE: 0.0591, R2: 0.9447), PNorm: 188.2877, GNorm: 0.4373
[78/299] timecost: 59.28, lr: 0.000100, Train: (LOSS: 0.0231, MAE: 0.0231, RMSE: 0.0378, R2: 0.9755), Valid: (LOSS: 0.0368, MAE: 0.0368, RMSE: 0.0571, R2: 0.9492), PNorm: 188.3009, GNorm: 0.4531
[79/299] timecost: 60.75, lr: 0.000100, Train: (LOSS: 0.0234, MAE: 0.0234, RMSE: 0.0374, R2: 0.9751), Valid: (LOSS: 0.0362, MAE: 0.0362, RMSE: 0.0550, R2: 0.9520), PNorm: 188.3150, GNorm: 0.5000
[80/299] timecost: 60.77, lr: 0.000100, Train: (LOSS: 0.0225, MAE: 0.0225, RMSE: 0.0362, R2: 0.9767), Valid: (LOSS: 0.0370, MAE: 0.0370, RMSE: 0.0566, R2: 0.9503), PNorm: 188.3275, GNorm: 0.5000
[81/299] timecost: 60.95, lr: 0.000100, Train: (LOSS: 0.0223, MAE: 0.0223, RMSE: 0.0351, R2: 0.9788), Valid: (LOSS: 0.0367, MAE: 0.0367, RMSE: 0.0560, R2: 0.9511), PNorm: 188.3391, GNorm: 0.5000
[82/299] timecost: 60.65, lr: 0.000100, Train: (LOSS: 0.0223, MAE: 0.0223, RMSE: 0.0356, R2: 0.9776), Valid: (LOSS: 0.0402, MAE: 0.0402, RMSE: 0.0633, R2: 0.9369), PNorm: 188.3510, GNorm: 0.4310
[83/299] timecost: 60.84, lr: 0.000100, Train: (LOSS: 0.0220, MAE: 0.0220, RMSE: 0.0352, R2: 0.9775), Valid: (LOSS: 0.0380, MAE: 0.0380, RMSE: 0.0557, R2: 0.9531), PNorm: 188.3648, GNorm: 0.4655
[84/299] timecost: 60.77, lr: 0.000100, Train: (LOSS: 0.0215, MAE: 0.0215, RMSE: 0.0350, R2: 0.9789), Valid: (LOSS: 0.0387, MAE: 0.0387, RMSE: 0.0598, R2: 0.9441), PNorm: 188.3752, GNorm: 0.5000
[85/299] timecost: 60.83, lr: 0.000100, Train: (LOSS: 0.0212, MAE: 0.0212, RMSE: 0.0350, R2: 0.9788), Valid: (LOSS: 0.0386, MAE: 0.0386, RMSE: 0.0588, R2: 0.9460), PNorm: 188.3862, GNorm: 0.4901
[86/299] timecost: 60.93, lr: 0.000100, Train: (LOSS: 0.0214, MAE: 0.0214, RMSE: 0.0344, R2: 0.9788), Valid: (LOSS: 0.0367, MAE: 0.0367, RMSE: 0.0562, R2: 0.9507), PNorm: 188.3971, GNorm: 0.4422
[87/299] timecost: 60.74, lr: 0.000100, Train: (LOSS: 0.0211, MAE: 0.0211, RMSE: 0.0335, R2: 0.9803), Valid: (LOSS: 0.0362, MAE: 0.0362, RMSE: 0.0580, R2: 0.9463), PNorm: 188.4116, GNorm: 0.3571
[88/299] timecost: 60.92, lr: 0.000100, Train: (LOSS: 0.0210, MAE: 0.0210, RMSE: 0.0338, R2: 0.9807), Valid: (LOSS: 0.0351, MAE: 0.0351, RMSE: 0.0537, R2: 0.9545), PNorm: 188.4230, GNorm: 0.4571
[89/299] timecost: 59.68, lr: 0.000100, Train: (LOSS: 0.0217, MAE: 0.0217, RMSE: 0.0346, R2: 0.9791), Valid: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0576, R2: 0.9465), PNorm: 188.4349, GNorm: 0.4131
[90/299] timecost: 58.87, lr: 0.000100, Train: (LOSS: 0.0205, MAE: 0.0205, RMSE: 0.0333, R2: 0.9812), Valid: (LOSS: 0.0368, MAE: 0.0368, RMSE: 0.0589, R2: 0.9449), PNorm: 188.4453, GNorm: 0.3852
[91/299] timecost: 58.61, lr: 0.000100, Train: (LOSS: 0.0197, MAE: 0.0197, RMSE: 0.0316, R2: 0.9819), Valid: (LOSS: 0.0358, MAE: 0.0358, RMSE: 0.0556, R2: 0.9519), PNorm: 188.4594, GNorm: 0.3766
[92/299] timecost: 58.69, lr: 0.000100, Train: (LOSS: 0.0202, MAE: 0.0202, RMSE: 0.0324, R2: 0.9825), Valid: (LOSS: 0.0370, MAE: 0.0370, RMSE: 0.0583, R2: 0.9456), PNorm: 188.4707, GNorm: 0.3822
[93/299] timecost: 58.91, lr: 0.000100, Train: (LOSS: 0.0201, MAE: 0.0201, RMSE: 0.0328, R2: 0.9813), Valid: (LOSS: 0.0378, MAE: 0.0378, RMSE: 0.0587, R2: 0.9448), PNorm: 188.4827, GNorm: 0.4238
[94/299] timecost: 58.73, lr: 0.000100, Train: (LOSS: 0.0202, MAE: 0.0202, RMSE: 0.0327, R2: 0.9816), Valid: (LOSS: 0.0378, MAE: 0.0378, RMSE: 0.0578, R2: 0.9471), PNorm: 188.4934, GNorm: 0.5000
[95/299] timecost: 58.41, lr: 0.000100, Train: (LOSS: 0.0197, MAE: 0.0197, RMSE: 0.0319, R2: 0.9823), Valid: (LOSS: 0.0349, MAE: 0.0349, RMSE: 0.0552, R2: 0.9506), PNorm: 188.5039, GNorm: 0.3833
[96/299] timecost: 58.91, lr: 0.000100, Train: (LOSS: 0.0187, MAE: 0.0187, RMSE: 0.0303, R2: 0.9833), Valid: (LOSS: 0.0373, MAE: 0.0373, RMSE: 0.0575, R2: 0.9460), PNorm: 188.5158, GNorm: 0.4762
[97/299] timecost: 58.39, lr: 0.000100, Train: (LOSS: 0.0189, MAE: 0.0189, RMSE: 0.0308, R2: 0.9831), Valid: (LOSS: 0.0371, MAE: 0.0371, RMSE: 0.0553, R2: 0.9504), PNorm: 188.5277, GNorm: 0.4019
[98/299] timecost: 58.70, lr: 0.000100, Train: (LOSS: 0.0194, MAE: 0.0194, RMSE: 0.0305, R2: 0.9839), Valid: (LOSS: 0.0369, MAE: 0.0369, RMSE: 0.0580, R2: 0.9459), PNorm: 188.5427, GNorm: 0.5000
