cuda available with GPU: Tesla V100-PCIE-16GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Loading pretrained weights to generate initialization============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 65.62, lr: 0.000030, Train: (LOSS: 0.2311, MAE: 0.2311, RMSE: 0.2719, R2: -0.0736), Valid: (LOSS: 0.2254, MAE: 0.2254, RMSE: 0.2629, R2: 0.0438), PNorm: 174.3767, GNorm: 0.6737
[16/299] timecost: 66.66, lr: 0.000030, Train: (LOSS: 0.1070, MAE: 0.1070, RMSE: 0.1532, R2: 0.6302), Valid: (LOSS: 0.1160, MAE: 0.1160, RMSE: 0.1616, R2: 0.6363), PNorm: 169.3395, GNorm: 1.9629
[17/299] timecost: 66.44, lr: 0.000030, Train: (LOSS: 0.1073, MAE: 0.1073, RMSE: 0.1548, R2: 0.6437), Valid: (LOSS: 0.1147, MAE: 0.1147, RMSE: 0.1652, R2: 0.6137), PNorm: 169.1370, GNorm: 2.4822
[18/299] timecost: 66.92, lr: 0.000030, Train: (LOSS: 0.1071, MAE: 0.1071, RMSE: 0.1536, R2: 0.6362), Valid: (LOSS: 0.1084, MAE: 0.1084, RMSE: 0.1565, R2: 0.6585), PNorm: 168.9387, GNorm: 2.4898
[19/299] timecost: 66.52, lr: 0.000030, Train: (LOSS: 0.1019, MAE: 0.1019, RMSE: 0.1466, R2: 0.6713), Valid: (LOSS: 0.0992, MAE: 0.0992, RMSE: 0.1478, R2: 0.6779), PNorm: 168.7459, GNorm: 1.7077
[20/299] timecost: 67.11, lr: 0.000030, Train: (LOSS: 0.1006, MAE: 0.1006, RMSE: 0.1465, R2: 0.6782), Valid: (LOSS: 0.1135, MAE: 0.1135, RMSE: 0.1581, R2: 0.6469), PNorm: 168.5596, GNorm: 2.5236
[21/299] timecost: 66.91, lr: 0.000030, Train: (LOSS: 0.0970, MAE: 0.0970, RMSE: 0.1428, R2: 0.6948), Valid: (LOSS: 0.1069, MAE: 0.1069, RMSE: 0.1531, R2: 0.6696), PNorm: 168.3764, GNorm: 2.9421
[22/299] timecost: 66.47, lr: 0.000030, Train: (LOSS: 0.0908, MAE: 0.0908, RMSE: 0.1345, R2: 0.7281), Valid: (LOSS: 0.0966, MAE: 0.0966, RMSE: 0.1381, R2: 0.7254), PNorm: 168.1969, GNorm: 3.1942
[23/299] timecost: 66.31, lr: 0.000030, Train: (LOSS: 0.0921, MAE: 0.0921, RMSE: 0.1356, R2: 0.7235), Valid: (LOSS: 0.1058, MAE: 0.1058, RMSE: 0.1484, R2: 0.6839), PNorm: 168.0205, GNorm: 1.3914
[24/299] timecost: 66.91, lr: 0.000030, Train: (LOSS: 0.0889, MAE: 0.0889, RMSE: 0.1310, R2: 0.7408), Valid: (LOSS: 0.0935, MAE: 0.0935, RMSE: 0.1386, R2: 0.7203), PNorm: 167.8470, GNorm: 1.7335
[25/299] timecost: 67.01, lr: 0.000030, Train: (LOSS: 0.0853, MAE: 0.0853, RMSE: 0.1276, R2: 0.7501), Valid: (LOSS: 0.0905, MAE: 0.0905, RMSE: 0.1301, R2: 0.7522), PNorm: 167.6752, GNorm: 1.7580
[26/299] timecost: 67.03, lr: 0.000030, Train: (LOSS: 0.0832, MAE: 0.0832, RMSE: 0.1246, R2: 0.7601), Valid: (LOSS: 0.0832, MAE: 0.0832, RMSE: 0.1168, R2: 0.7989), PNorm: 167.5057, GNorm: 2.8753
[27/299] timecost: 65.90, lr: 0.000030, Train: (LOSS: 0.0817, MAE: 0.0817, RMSE: 0.1231, R2: 0.7658), Valid: (LOSS: 0.0989, MAE: 0.0989, RMSE: 0.1479, R2: 0.6821), PNorm: 167.3409, GNorm: 1.7215
[28/299] timecost: 66.28, lr: 0.000030, Train: (LOSS: 0.0855, MAE: 0.0855, RMSE: 0.1253, R2: 0.7609), Valid: (LOSS: 0.0986, MAE: 0.0986, RMSE: 0.1394, R2: 0.7162), PNorm: 167.1828, GNorm: 2.4287
[29/299] timecost: 66.56, lr: 0.000030, Train: (LOSS: 0.0812, MAE: 0.0812, RMSE: 0.1205, R2: 0.7718), Valid: (LOSS: 0.0781, MAE: 0.0781, RMSE: 0.1085, R2: 0.8303), PNorm: 167.0286, GNorm: 1.4350
[30/299] timecost: 65.24, lr: 0.000030, Train: (LOSS: 0.0756, MAE: 0.0756, RMSE: 0.1133, R2: 0.8035), Valid: (LOSS: 0.0748, MAE: 0.0748, RMSE: 0.1111, R2: 0.8144), PNorm: 166.8742, GNorm: 2.3305
[31/299] timecost: 66.73, lr: 0.000030, Train: (LOSS: 0.0768, MAE: 0.0768, RMSE: 0.1161, R2: 0.7913), Valid: (LOSS: 0.0842, MAE: 0.0842, RMSE: 0.1211, R2: 0.7859), PNorm: 166.7233, GNorm: 4.6351
[32/299] timecost: 66.73, lr: 0.000030, Train: (LOSS: 0.0737, MAE: 0.0737, RMSE: 0.1123, R2: 0.8037), Valid: (LOSS: 0.0699, MAE: 0.0699, RMSE: 0.1086, R2: 0.8269), PNorm: 166.5741, GNorm: 1.2259
[33/299] timecost: 66.66, lr: 0.000030, Train: (LOSS: 0.0713, MAE: 0.0713, RMSE: 0.1094, R2: 0.8141), Valid: (LOSS: 0.0715, MAE: 0.0715, RMSE: 0.1028, R2: 0.8431), PNorm: 166.4260, GNorm: 1.4120
[34/299] timecost: 67.20, lr: 0.000030, Train: (LOSS: 0.0672, MAE: 0.0672, RMSE: 0.1039, R2: 0.8313), Valid: (LOSS: 0.0895, MAE: 0.0895, RMSE: 0.1295, R2: 0.7522), PNorm: 166.2807, GNorm: 2.5742
[35/299] timecost: 66.32, lr: 0.000030, Train: (LOSS: 0.0695, MAE: 0.0695, RMSE: 0.1070, R2: 0.8230), Valid: (LOSS: 0.0710, MAE: 0.0710, RMSE: 0.1074, R2: 0.8255), PNorm: 166.1369, GNorm: 1.1124
[36/299] timecost: 66.88, lr: 0.000030, Train: (LOSS: 0.0681, MAE: 0.0681, RMSE: 0.1040, R2: 0.8335), Valid: (LOSS: 0.0734, MAE: 0.0734, RMSE: 0.1090, R2: 0.8240), PNorm: 165.9972, GNorm: 1.3704
[37/299] timecost: 66.79, lr: 0.000030, Train: (LOSS: 0.0647, MAE: 0.0647, RMSE: 0.1008, R2: 0.8416), Valid: (LOSS: 0.0818, MAE: 0.0818, RMSE: 0.1167, R2: 0.8038), PNorm: 165.8582, GNorm: 1.7406
[38/299] timecost: 66.59, lr: 0.000030, Train: (LOSS: 0.0637, MAE: 0.0637, RMSE: 0.0997, R2: 0.8455), Valid: (LOSS: 0.0583, MAE: 0.0583, RMSE: 0.0838, R2: 0.8974), PNorm: 165.7209, GNorm: 1.3670
[39/299] timecost: 67.03, lr: 0.000030, Train: (LOSS: 0.0631, MAE: 0.0631, RMSE: 0.0989, R2: 0.8450), Valid: (LOSS: 0.0606, MAE: 0.0606, RMSE: 0.0866, R2: 0.8921), PNorm: 165.5848, GNorm: 1.6858
[40/299] timecost: 66.83, lr: 0.000030, Train: (LOSS: 0.0583, MAE: 0.0583, RMSE: 0.0936, R2: 0.8604), Valid: (LOSS: 0.0581, MAE: 0.0581, RMSE: 0.0856, R2: 0.8915), PNorm: 165.4508, GNorm: 3.4033
[41/299] timecost: 66.51, lr: 0.000030, Train: (LOSS: 0.0602, MAE: 0.0602, RMSE: 0.0950, R2: 0.8572), Valid: (LOSS: 0.0637, MAE: 0.0637, RMSE: 0.0925, R2: 0.8745), PNorm: 165.3199, GNorm: 1.8730
[42/299] timecost: 66.34, lr: 0.000030, Train: (LOSS: 0.0625, MAE: 0.0625, RMSE: 0.0997, R2: 0.8384), Valid: (LOSS: 0.0598, MAE: 0.0598, RMSE: 0.0883, R2: 0.8875), PNorm: 165.1912, GNorm: 2.0343
[43/299] timecost: 66.96, lr: 0.000030, Train: (LOSS: 0.0536, MAE: 0.0536, RMSE: 0.0843, R2: 0.8868), Valid: (LOSS: 0.0569, MAE: 0.0569, RMSE: 0.0811, R2: 0.9017), PNorm: 165.0624, GNorm: 2.1518
[44/299] timecost: 67.20, lr: 0.000030, Train: (LOSS: 0.0536, MAE: 0.0536, RMSE: 0.0851, R2: 0.8832), Valid: (LOSS: 0.0516, MAE: 0.0516, RMSE: 0.0761, R2: 0.9142), PNorm: 164.9353, GNorm: 1.2967
[45/299] timecost: 66.97, lr: 0.000030, Train: (LOSS: 0.0510, MAE: 0.0510, RMSE: 0.0795, R2: 0.8946), Valid: (LOSS: 0.0537, MAE: 0.0537, RMSE: 0.0784, R2: 0.9070), PNorm: 164.8088, GNorm: 1.1833
[46/299] timecost: 67.08, lr: 0.000030, Train: (LOSS: 0.0519, MAE: 0.0519, RMSE: 0.0821, R2: 0.8929), Valid: (LOSS: 0.0565, MAE: 0.0565, RMSE: 0.0834, R2: 0.8982), PNorm: 164.6836, GNorm: 1.3853
[47/299] timecost: 66.87, lr: 0.000030, Train: (LOSS: 0.0523, MAE: 0.0523, RMSE: 0.0817, R2: 0.8927), Valid: (LOSS: 0.0653, MAE: 0.0653, RMSE: 0.1007, R2: 0.8457), PNorm: 164.5606, GNorm: 3.0182
[48/299] timecost: 66.74, lr: 0.000030, Train: (LOSS: 0.0504, MAE: 0.0504, RMSE: 0.0797, R2: 0.8976), Valid: (LOSS: 0.0498, MAE: 0.0498, RMSE: 0.0735, R2: 0.9178), PNorm: 164.4390, GNorm: 0.9619
[49/299] timecost: 66.43, lr: 0.000030, Train: (LOSS: 0.0487, MAE: 0.0487, RMSE: 0.0776, R2: 0.9028), Valid: (LOSS: 0.0543, MAE: 0.0543, RMSE: 0.0818, R2: 0.9021), PNorm: 164.3169, GNorm: 1.7417
[50/299] timecost: 66.63, lr: 0.000030, Train: (LOSS: 0.0501, MAE: 0.0501, RMSE: 0.0776, R2: 0.8997), Valid: (LOSS: 0.0555, MAE: 0.0555, RMSE: 0.0827, R2: 0.8965), PNorm: 164.1980, GNorm: 1.9402
[51/299] timecost: 66.54, lr: 0.000030, Train: (LOSS: 0.0478, MAE: 0.0478, RMSE: 0.0749, R2: 0.9109), Valid: (LOSS: 0.0551, MAE: 0.0551, RMSE: 0.0804, R2: 0.9043), PNorm: 164.0792, GNorm: 1.6785
[52/299] timecost: 66.99, lr: 0.000030, Train: (LOSS: 0.0495, MAE: 0.0495, RMSE: 0.0783, R2: 0.9019), Valid: (LOSS: 0.0522, MAE: 0.0522, RMSE: 0.0758, R2: 0.9167), PNorm: 163.9603, GNorm: 1.5808
[53/299] timecost: 67.04, lr: 0.000030, Train: (LOSS: 0.0492, MAE: 0.0492, RMSE: 0.0770, R2: 0.9029), Valid: (LOSS: 0.0523, MAE: 0.0523, RMSE: 0.0795, R2: 0.9081), PNorm: 163.8434, GNorm: 1.1903
[54/299] timecost: 66.98, lr: 0.000030, Train: (LOSS: 0.0479, MAE: 0.0479, RMSE: 0.0748, R2: 0.9074), Valid: (LOSS: 0.0466, MAE: 0.0466, RMSE: 0.0705, R2: 0.9258), PNorm: 163.7279, GNorm: 1.4325
[55/299] timecost: 66.67, lr: 0.000030, Train: (LOSS: 0.0450, MAE: 0.0450, RMSE: 0.0722, R2: 0.9134), Valid: (LOSS: 0.0477, MAE: 0.0477, RMSE: 0.0716, R2: 0.9236), PNorm: 163.6126, GNorm: 1.4058
[56/299] timecost: 66.75, lr: 0.000030, Train: (LOSS: 0.0437, MAE: 0.0437, RMSE: 0.0690, R2: 0.9228), Valid: (LOSS: 0.0473, MAE: 0.0473, RMSE: 0.0713, R2: 0.9225), PNorm: 163.4963, GNorm: 0.9059
[57/299] timecost: 67.15, lr: 0.000030, Train: (LOSS: 0.0427, MAE: 0.0427, RMSE: 0.0685, R2: 0.9254), Valid: (LOSS: 0.0547, MAE: 0.0547, RMSE: 0.0777, R2: 0.9100), PNorm: 163.3817, GNorm: 1.4050
[58/299] timecost: 66.58, lr: 0.000030, Train: (LOSS: 0.0447, MAE: 0.0447, RMSE: 0.0707, R2: 0.9182), Valid: (LOSS: 0.0485, MAE: 0.0485, RMSE: 0.0769, R2: 0.9112), PNorm: 163.2682, GNorm: 1.0471
[59/299] timecost: 66.17, lr: 0.000030, Train: (LOSS: 0.0430, MAE: 0.0430, RMSE: 0.0689, R2: 0.9231), Valid: (LOSS: 0.0490, MAE: 0.0490, RMSE: 0.0716, R2: 0.9244), PNorm: 163.1547, GNorm: 1.1443
[60/299] timecost: 65.68, lr: 0.000030, Train: (LOSS: 0.0426, MAE: 0.0426, RMSE: 0.0681, R2: 0.9233), Valid: (LOSS: 0.0482, MAE: 0.0482, RMSE: 0.0722, R2: 0.9215), PNorm: 163.0418, GNorm: 1.5009
[61/299] timecost: 65.98, lr: 0.000030, Train: (LOSS: 0.0415, MAE: 0.0415, RMSE: 0.0670, R2: 0.9258), Valid: (LOSS: 0.0474, MAE: 0.0474, RMSE: 0.0704, R2: 0.9260), PNorm: 162.9296, GNorm: 2.7353
[62/299] timecost: 66.15, lr: 0.000030, Train: (LOSS: 0.0398, MAE: 0.0398, RMSE: 0.0655, R2: 0.9274), Valid: (LOSS: 0.0462, MAE: 0.0462, RMSE: 0.0682, R2: 0.9286), PNorm: 162.8172, GNorm: 1.0614
[63/299] timecost: 65.70, lr: 0.000030, Train: (LOSS: 0.0425, MAE: 0.0425, RMSE: 0.0673, R2: 0.9261), Valid: (LOSS: 0.0433, MAE: 0.0433, RMSE: 0.0645, R2: 0.9369), PNorm: 162.7062, GNorm: 1.6883
[64/299] timecost: 66.04, lr: 0.000030, Train: (LOSS: 0.0414, MAE: 0.0414, RMSE: 0.0664, R2: 0.9267), Valid: (LOSS: 0.0542, MAE: 0.0542, RMSE: 0.0808, R2: 0.9027), PNorm: 162.5956, GNorm: 1.3373
[65/299] timecost: 66.15, lr: 0.000030, Train: (LOSS: 0.0406, MAE: 0.0406, RMSE: 0.0658, R2: 0.9296), Valid: (LOSS: 0.0440, MAE: 0.0440, RMSE: 0.0648, R2: 0.9363), PNorm: 162.4855, GNorm: 1.8563
[66/299] timecost: 66.70, lr: 0.000030, Train: (LOSS: 0.0391, MAE: 0.0391, RMSE: 0.0628, R2: 0.9346), Valid: (LOSS: 0.0432, MAE: 0.0432, RMSE: 0.0646, R2: 0.9363), PNorm: 162.3760, GNorm: 1.2410
[67/299] timecost: 66.58, lr: 0.000030, Train: (LOSS: 0.0373, MAE: 0.0373, RMSE: 0.0604, R2: 0.9389), Valid: (LOSS: 0.0433, MAE: 0.0433, RMSE: 0.0653, R2: 0.9348), PNorm: 162.2659, GNorm: 1.2176
[68/299] timecost: 65.96, lr: 0.000030, Train: (LOSS: 0.0363, MAE: 0.0363, RMSE: 0.0598, R2: 0.9402), Valid: (LOSS: 0.0455, MAE: 0.0455, RMSE: 0.0672, R2: 0.9320), PNorm: 162.1576, GNorm: 1.5078
[69/299] timecost: 66.59, lr: 0.000030, Train: (LOSS: 0.0390, MAE: 0.0390, RMSE: 0.0618, R2: 0.9368), Valid: (LOSS: 0.0462, MAE: 0.0462, RMSE: 0.0678, R2: 0.9329), PNorm: 162.0498, GNorm: 1.3249
[70/299] timecost: 66.28, lr: 0.000030, Train: (LOSS: 0.0379, MAE: 0.0379, RMSE: 0.0621, R2: 0.9351), Valid: (LOSS: 0.0424, MAE: 0.0424, RMSE: 0.0650, R2: 0.9379), PNorm: 161.9421, GNorm: 1.4011
[71/299] timecost: 66.96, lr: 0.000030, Train: (LOSS: 0.0370, MAE: 0.0370, RMSE: 0.0597, R2: 0.9415), Valid: (LOSS: 0.0468, MAE: 0.0468, RMSE: 0.0697, R2: 0.9273), PNorm: 161.8343, GNorm: 1.3450
[72/299] timecost: 66.54, lr: 0.000030, Train: (LOSS: 0.0374, MAE: 0.0374, RMSE: 0.0608, R2: 0.9383), Valid: (LOSS: 0.0417, MAE: 0.0417, RMSE: 0.0605, R2: 0.9456), PNorm: 161.7266, GNorm: 1.4729
[73/299] timecost: 66.58, lr: 0.000030, Train: (LOSS: 0.0369, MAE: 0.0369, RMSE: 0.0590, R2: 0.9412), Valid: (LOSS: 0.0388, MAE: 0.0388, RMSE: 0.0600, R2: 0.9456), PNorm: 161.6200, GNorm: 1.1987
[74/299] timecost: 66.90, lr: 0.000030, Train: (LOSS: 0.0373, MAE: 0.0373, RMSE: 0.0610, R2: 0.9380), Valid: (LOSS: 0.0433, MAE: 0.0433, RMSE: 0.0624, R2: 0.9424), PNorm: 161.5141, GNorm: 1.0790
[75/299] timecost: 66.94, lr: 0.000030, Train: (LOSS: 0.0349, MAE: 0.0349, RMSE: 0.0562, R2: 0.9439), Valid: (LOSS: 0.0388, MAE: 0.0388, RMSE: 0.0585, R2: 0.9484), PNorm: 161.4076, GNorm: 1.0711
[76/299] timecost: 66.19, lr: 0.000030, Train: (LOSS: 0.0351, MAE: 0.0351, RMSE: 0.0567, R2: 0.9437), Valid: (LOSS: 0.0378, MAE: 0.0378, RMSE: 0.0568, R2: 0.9504), PNorm: 161.3010, GNorm: 1.2989
[77/299] timecost: 65.85, lr: 0.000030, Train: (LOSS: 0.0341, MAE: 0.0341, RMSE: 0.0556, R2: 0.9465), Valid: (LOSS: 0.0405, MAE: 0.0405, RMSE: 0.0616, R2: 0.9435), PNorm: 161.1948, GNorm: 1.9940
[78/299] timecost: 65.86, lr: 0.000030, Train: (LOSS: 0.0338, MAE: 0.0338, RMSE: 0.0557, R2: 0.9470), Valid: (LOSS: 0.0382, MAE: 0.0382, RMSE: 0.0577, R2: 0.9486), PNorm: 161.0879, GNorm: 1.3344
[79/299] timecost: 66.54, lr: 0.000030, Train: (LOSS: 0.0347, MAE: 0.0347, RMSE: 0.0559, R2: 0.9471), Valid: (LOSS: 0.0396, MAE: 0.0396, RMSE: 0.0614, R2: 0.9448), PNorm: 160.9815, GNorm: 1.2588
[80/299] timecost: 66.87, lr: 0.000030, Train: (LOSS: 0.0334, MAE: 0.0334, RMSE: 0.0537, R2: 0.9485), Valid: (LOSS: 0.0374, MAE: 0.0374, RMSE: 0.0582, R2: 0.9496), PNorm: 160.8763, GNorm: 1.2867
[81/299] timecost: 66.70, lr: 0.000030, Train: (LOSS: 0.0332, MAE: 0.0332, RMSE: 0.0543, R2: 0.9471), Valid: (LOSS: 0.0420, MAE: 0.0420, RMSE: 0.0624, R2: 0.9415), PNorm: 160.7700, GNorm: 1.5591
[82/299] timecost: 66.68, lr: 0.000030, Train: (LOSS: 0.0325, MAE: 0.0325, RMSE: 0.0530, R2: 0.9515), Valid: (LOSS: 0.0396, MAE: 0.0396, RMSE: 0.0597, R2: 0.9437), PNorm: 160.6642, GNorm: 1.6269
[83/299] timecost: 66.57, lr: 0.000030, Train: (LOSS: 0.0331, MAE: 0.0331, RMSE: 0.0546, R2: 0.9494), Valid: (LOSS: 0.0388, MAE: 0.0388, RMSE: 0.0562, R2: 0.9522), PNorm: 160.5584, GNorm: 0.9188
[84/299] timecost: 66.71, lr: 0.000030, Train: (LOSS: 0.0322, MAE: 0.0322, RMSE: 0.0525, R2: 0.9493), Valid: (LOSS: 0.0376, MAE: 0.0376, RMSE: 0.0567, R2: 0.9505), PNorm: 160.4523, GNorm: 1.0341
[85/299] timecost: 64.44, lr: 0.000030, Train: (LOSS: 0.0324, MAE: 0.0324, RMSE: 0.0523, R2: 0.9514), Valid: (LOSS: 0.0443, MAE: 0.0443, RMSE: 0.0639, R2: 0.9371), PNorm: 160.3464, GNorm: 0.8124
[86/299] timecost: 64.23, lr: 0.000030, Train: (LOSS: 0.0317, MAE: 0.0317, RMSE: 0.0516, R2: 0.9544), Valid: (LOSS: 0.0380, MAE: 0.0380, RMSE: 0.0571, R2: 0.9497), PNorm: 160.2417, GNorm: 1.3635
[87/299] timecost: 64.25, lr: 0.000030, Train: (LOSS: 0.0307, MAE: 0.0307, RMSE: 0.0516, R2: 0.9556), Valid: (LOSS: 0.0373, MAE: 0.0373, RMSE: 0.0555, R2: 0.9529), PNorm: 160.1360, GNorm: 1.0953
[88/299] timecost: 64.11, lr: 0.000030, Train: (LOSS: 0.0298, MAE: 0.0298, RMSE: 0.0488, R2: 0.9585), Valid: (LOSS: 0.0374, MAE: 0.0374, RMSE: 0.0573, R2: 0.9516), PNorm: 160.0305, GNorm: 1.7826
[89/299] timecost: 64.88, lr: 0.000030, Train: (LOSS: 0.0316, MAE: 0.0316, RMSE: 0.0509, R2: 0.9542), Valid: (LOSS: 0.0391, MAE: 0.0391, RMSE: 0.0585, R2: 0.9474), PNorm: 159.9257, GNorm: 0.8911
[90/299] timecost: 64.14, lr: 0.000030, Train: (LOSS: 0.0311, MAE: 0.0311, RMSE: 0.0502, R2: 0.9537), Valid: (LOSS: 0.0364, MAE: 0.0364, RMSE: 0.0548, R2: 0.9536), PNorm: 159.8212, GNorm: 0.8551
[91/299] timecost: 64.33, lr: 0.000030, Train: (LOSS: 0.0307, MAE: 0.0307, RMSE: 0.0511, R2: 0.9542), Valid: (LOSS: 0.0379, MAE: 0.0379, RMSE: 0.0555, R2: 0.9515), PNorm: 159.7176, GNorm: 2.9337
[92/299] timecost: 64.02, lr: 0.000030, Train: (LOSS: 0.0330, MAE: 0.0330, RMSE: 0.0522, R2: 0.9507), Valid: (LOSS: 0.0405, MAE: 0.0405, RMSE: 0.0611, R2: 0.9430), PNorm: 159.6136, GNorm: 1.3352
[93/299] timecost: 63.94, lr: 0.000030, Train: (LOSS: 0.0291, MAE: 0.0291, RMSE: 0.0479, R2: 0.9596), Valid: (LOSS: 0.0369, MAE: 0.0369, RMSE: 0.0555, R2: 0.9527), PNorm: 159.5098, GNorm: 1.1871
[94/299] timecost: 64.01, lr: 0.000030, Train: (LOSS: 0.0301, MAE: 0.0301, RMSE: 0.0489, R2: 0.9573), Valid: (LOSS: 0.0403, MAE: 0.0403, RMSE: 0.0587, R2: 0.9492), PNorm: 159.4050, GNorm: 1.8525
[95/299] timecost: 64.14, lr: 0.000030, Train: (LOSS: 0.0297, MAE: 0.0297, RMSE: 0.0482, R2: 0.9589), Valid: (LOSS: 0.0367, MAE: 0.0367, RMSE: 0.0554, R2: 0.9540), PNorm: 159.3014, GNorm: 0.7862
[96/299] timecost: 63.76, lr: 0.000030, Train: (LOSS: 0.0283, MAE: 0.0283, RMSE: 0.0462, R2: 0.9614), Valid: (LOSS: 0.0345, MAE: 0.0345, RMSE: 0.0528, R2: 0.9573), PNorm: 159.1975, GNorm: 2.7750
[97/299] timecost: 63.67, lr: 0.000030, Train: (LOSS: 0.0286, MAE: 0.0286, RMSE: 0.0457, R2: 0.9619), Valid: (LOSS: 0.0373, MAE: 0.0373, RMSE: 0.0544, R2: 0.9545), PNorm: 159.0935, GNorm: 1.5435
[98/299] timecost: 65.23, lr: 0.000030, Train: (LOSS: 0.0283, MAE: 0.0283, RMSE: 0.0469, R2: 0.9607), Valid: (LOSS: 0.0364, MAE: 0.0364, RMSE: 0.0519, R2: 0.9594), PNorm: 158.9896, GNorm: 1.2300
