cuda available with GPU: Tesla V100-PCIE-16GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Not pretrained weights used============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 60.85, lr: 0.000100, Train: (LOSS: 0.2260, MAE: 0.2260, RMSE: 0.2780, R2: -0.1557), Valid: (LOSS: 0.1680, MAE: 0.1680, RMSE: 0.2071, R2: 0.3567), PNorm: 187.0331, GNorm: 0.5000
[11/299] timecost: 59.26, lr: 0.000100, Train: (LOSS: 0.1028, MAE: 0.1028, RMSE: 0.1479, R2: 0.6673), Valid: (LOSS: 0.0972, MAE: 0.0972, RMSE: 0.1386, R2: 0.7075), PNorm: 187.3298, GNorm: 0.5000
[12/299] timecost: 62.60, lr: 0.000100, Train: (LOSS: 0.0970, MAE: 0.0970, RMSE: 0.1403, R2: 0.6943), Valid: (LOSS: 0.0952, MAE: 0.0952, RMSE: 0.1317, R2: 0.7375), PNorm: 187.3581, GNorm: 0.5000
[13/299] timecost: 62.54, lr: 0.000100, Train: (LOSS: 0.0943, MAE: 0.0943, RMSE: 0.1380, R2: 0.7082), Valid: (LOSS: 0.0850, MAE: 0.0850, RMSE: 0.1203, R2: 0.7759), PNorm: 187.3878, GNorm: 0.5000
[14/299] timecost: 62.72, lr: 0.000100, Train: (LOSS: 0.0907, MAE: 0.0907, RMSE: 0.1333, R2: 0.7227), Valid: (LOSS: 0.0855, MAE: 0.0855, RMSE: 0.1173, R2: 0.7881), PNorm: 187.4163, GNorm: 0.5000
[15/299] timecost: 62.43, lr: 0.000100, Train: (LOSS: 0.0848, MAE: 0.0848, RMSE: 0.1278, R2: 0.7418), Valid: (LOSS: 0.0770, MAE: 0.0770, RMSE: 0.1141, R2: 0.8003), PNorm: 187.4337, GNorm: 0.3348
[16/299] timecost: 62.48, lr: 0.000100, Train: (LOSS: 0.0819, MAE: 0.0819, RMSE: 0.1264, R2: 0.7558), Valid: (LOSS: 0.0792, MAE: 0.0792, RMSE: 0.1131, R2: 0.8015), PNorm: 187.4503, GNorm: 0.5000
[17/299] timecost: 62.48, lr: 0.000100, Train: (LOSS: 0.0806, MAE: 0.0806, RMSE: 0.1228, R2: 0.7657), Valid: (LOSS: 0.0814, MAE: 0.0814, RMSE: 0.1140, R2: 0.7998), PNorm: 187.4697, GNorm: 0.5000
[18/299] timecost: 62.44, lr: 0.000100, Train: (LOSS: 0.0789, MAE: 0.0789, RMSE: 0.1215, R2: 0.7779), Valid: (LOSS: 0.0754, MAE: 0.0754, RMSE: 0.1100, R2: 0.8143), PNorm: 187.4866, GNorm: 0.5000
[19/299] timecost: 62.46, lr: 0.000100, Train: (LOSS: 0.0774, MAE: 0.0774, RMSE: 0.1184, R2: 0.7755), Valid: (LOSS: 0.0766, MAE: 0.0766, RMSE: 0.1138, R2: 0.8021), PNorm: 187.5048, GNorm: 0.5000
[20/299] timecost: 62.47, lr: 0.000100, Train: (LOSS: 0.0754, MAE: 0.0754, RMSE: 0.1172, R2: 0.7891), Valid: (LOSS: 0.0690, MAE: 0.0690, RMSE: 0.1045, R2: 0.8283), PNorm: 187.5240, GNorm: 0.5000
[21/299] timecost: 62.47, lr: 0.000100, Train: (LOSS: 0.0736, MAE: 0.0736, RMSE: 0.1134, R2: 0.7994), Valid: (LOSS: 0.0666, MAE: 0.0666, RMSE: 0.0985, R2: 0.8466), PNorm: 187.5476, GNorm: 0.4759
[22/299] timecost: 62.61, lr: 0.000100, Train: (LOSS: 0.0703, MAE: 0.0703, RMSE: 0.1108, R2: 0.8109), Valid: (LOSS: 0.0706, MAE: 0.0706, RMSE: 0.1050, R2: 0.8279), PNorm: 187.5657, GNorm: 0.5000
[23/299] timecost: 62.47, lr: 0.000100, Train: (LOSS: 0.0658, MAE: 0.0658, RMSE: 0.1031, R2: 0.8335), Valid: (LOSS: 0.0635, MAE: 0.0635, RMSE: 0.0973, R2: 0.8563), PNorm: 187.5882, GNorm: 0.5000
[24/299] timecost: 62.41, lr: 0.000100, Train: (LOSS: 0.0602, MAE: 0.0602, RMSE: 0.0944, R2: 0.8607), Valid: (LOSS: 0.0730, MAE: 0.0730, RMSE: 0.1092, R2: 0.8166), PNorm: 187.6071, GNorm: 0.5000
[25/299] timecost: 62.53, lr: 0.000100, Train: (LOSS: 0.0603, MAE: 0.0603, RMSE: 0.0952, R2: 0.8550), Valid: (LOSS: 0.0626, MAE: 0.0626, RMSE: 0.0959, R2: 0.8521), PNorm: 187.6275, GNorm: 0.4733
[26/299] timecost: 62.46, lr: 0.000100, Train: (LOSS: 0.0568, MAE: 0.0568, RMSE: 0.0904, R2: 0.8713), Valid: (LOSS: 0.0610, MAE: 0.0610, RMSE: 0.0940, R2: 0.8606), PNorm: 187.6500, GNorm: 0.5000
[27/299] timecost: 62.59, lr: 0.000100, Train: (LOSS: 0.0545, MAE: 0.0545, RMSE: 0.0871, R2: 0.8785), Valid: (LOSS: 0.0527, MAE: 0.0527, RMSE: 0.0815, R2: 0.8948), PNorm: 187.6657, GNorm: 0.4420
[28/299] timecost: 62.54, lr: 0.000100, Train: (LOSS: 0.0545, MAE: 0.0545, RMSE: 0.0882, R2: 0.8737), Valid: (LOSS: 0.0539, MAE: 0.0539, RMSE: 0.0818, R2: 0.8935), PNorm: 187.6864, GNorm: 0.5000
[29/299] timecost: 59.73, lr: 0.000100, Train: (LOSS: 0.0507, MAE: 0.0507, RMSE: 0.0825, R2: 0.8912), Valid: (LOSS: 0.0546, MAE: 0.0546, RMSE: 0.0855, R2: 0.8805), PNorm: 187.7013, GNorm: 0.5000
[30/299] timecost: 60.55, lr: 0.000100, Train: (LOSS: 0.0511, MAE: 0.0511, RMSE: 0.0833, R2: 0.8894), Valid: (LOSS: 0.0492, MAE: 0.0492, RMSE: 0.0800, R2: 0.8958), PNorm: 187.7169, GNorm: 0.4926
[31/299] timecost: 60.08, lr: 0.000100, Train: (LOSS: 0.0493, MAE: 0.0493, RMSE: 0.0807, R2: 0.8829), Valid: (LOSS: 0.0492, MAE: 0.0492, RMSE: 0.0808, R2: 0.8897), PNorm: 187.7349, GNorm: 0.4592
[32/299] timecost: 59.71, lr: 0.000100, Train: (LOSS: 0.0468, MAE: 0.0468, RMSE: 0.0747, R2: 0.9005), Valid: (LOSS: 0.0510, MAE: 0.0510, RMSE: 0.0836, R2: 0.8828), PNorm: 187.7462, GNorm: 0.4656
[33/299] timecost: 62.55, lr: 0.000100, Train: (LOSS: 0.0455, MAE: 0.0455, RMSE: 0.0752, R2: 0.9073), Valid: (LOSS: 0.0500, MAE: 0.0500, RMSE: 0.0836, R2: 0.8828), PNorm: 187.7635, GNorm: 0.4692
[34/299] timecost: 62.44, lr: 0.000100, Train: (LOSS: 0.0435, MAE: 0.0435, RMSE: 0.0724, R2: 0.9079), Valid: (LOSS: 0.0483, MAE: 0.0483, RMSE: 0.0762, R2: 0.8982), PNorm: 187.7766, GNorm: 0.5000
[35/299] timecost: 62.41, lr: 0.000100, Train: (LOSS: 0.0440, MAE: 0.0440, RMSE: 0.0738, R2: 0.9069), Valid: (LOSS: 0.0479, MAE: 0.0479, RMSE: 0.0787, R2: 0.8895), PNorm: 187.7905, GNorm: 0.5000
[36/299] timecost: 62.41, lr: 0.000100, Train: (LOSS: 0.0426, MAE: 0.0426, RMSE: 0.0703, R2: 0.9109), Valid: (LOSS: 0.0470, MAE: 0.0470, RMSE: 0.0746, R2: 0.9074), PNorm: 187.8040, GNorm: 0.4281
[37/299] timecost: 62.47, lr: 0.000100, Train: (LOSS: 0.0424, MAE: 0.0424, RMSE: 0.0702, R2: 0.9213), Valid: (LOSS: 0.0528, MAE: 0.0528, RMSE: 0.0831, R2: 0.8908), PNorm: 187.8199, GNorm: 0.5000
[38/299] timecost: 62.66, lr: 0.000100, Train: (LOSS: 0.0404, MAE: 0.0404, RMSE: 0.0674, R2: 0.9205), Valid: (LOSS: 0.0470, MAE: 0.0470, RMSE: 0.0768, R2: 0.9046), PNorm: 187.8350, GNorm: 0.5000
[39/299] timecost: 62.52, lr: 0.000100, Train: (LOSS: 0.0401, MAE: 0.0401, RMSE: 0.0656, R2: 0.9263), Valid: (LOSS: 0.0452, MAE: 0.0452, RMSE: 0.0729, R2: 0.9082), PNorm: 187.8488, GNorm: 0.5000
[40/299] timecost: 62.55, lr: 0.000100, Train: (LOSS: 0.0387, MAE: 0.0387, RMSE: 0.0622, R2: 0.9340), Valid: (LOSS: 0.0462, MAE: 0.0462, RMSE: 0.0697, R2: 0.9218), PNorm: 187.8641, GNorm: 0.5000
[41/299] timecost: 62.65, lr: 0.000100, Train: (LOSS: 0.0374, MAE: 0.0374, RMSE: 0.0602, R2: 0.9392), Valid: (LOSS: 0.0449, MAE: 0.0449, RMSE: 0.0702, R2: 0.9195), PNorm: 187.8786, GNorm: 0.5000
[42/299] timecost: 62.53, lr: 0.000100, Train: (LOSS: 0.0383, MAE: 0.0383, RMSE: 0.0607, R2: 0.9393), Valid: (LOSS: 0.0408, MAE: 0.0408, RMSE: 0.0643, R2: 0.9353), PNorm: 187.8926, GNorm: 0.5000
[43/299] timecost: 62.48, lr: 0.000100, Train: (LOSS: 0.0366, MAE: 0.0366, RMSE: 0.0580, R2: 0.9443), Valid: (LOSS: 0.0423, MAE: 0.0423, RMSE: 0.0675, R2: 0.9297), PNorm: 187.9070, GNorm: 0.5000
[44/299] timecost: 62.61, lr: 0.000100, Train: (LOSS: 0.0353, MAE: 0.0353, RMSE: 0.0552, R2: 0.9496), Valid: (LOSS: 0.0446, MAE: 0.0446, RMSE: 0.0684, R2: 0.9244), PNorm: 187.9212, GNorm: 0.5000
[45/299] timecost: 62.68, lr: 0.000100, Train: (LOSS: 0.0352, MAE: 0.0352, RMSE: 0.0560, R2: 0.9482), Valid: (LOSS: 0.0440, MAE: 0.0440, RMSE: 0.0684, R2: 0.9277), PNorm: 187.9342, GNorm: 0.5000
[46/299] timecost: 62.64, lr: 0.000100, Train: (LOSS: 0.0347, MAE: 0.0347, RMSE: 0.0557, R2: 0.9501), Valid: (LOSS: 0.0434, MAE: 0.0434, RMSE: 0.0671, R2: 0.9317), PNorm: 187.9488, GNorm: 0.5000
[47/299] timecost: 62.46, lr: 0.000100, Train: (LOSS: 0.0333, MAE: 0.0333, RMSE: 0.0538, R2: 0.9513), Valid: (LOSS: 0.0396, MAE: 0.0396, RMSE: 0.0612, R2: 0.9422), PNorm: 187.9602, GNorm: 0.5000
[48/299] timecost: 62.62, lr: 0.000100, Train: (LOSS: 0.0324, MAE: 0.0324, RMSE: 0.0507, R2: 0.9561), Valid: (LOSS: 0.0371, MAE: 0.0371, RMSE: 0.0561, R2: 0.9508), PNorm: 187.9745, GNorm: 0.4595
[49/299] timecost: 62.57, lr: 0.000100, Train: (LOSS: 0.0324, MAE: 0.0324, RMSE: 0.0509, R2: 0.9563), Valid: (LOSS: 0.0392, MAE: 0.0392, RMSE: 0.0628, R2: 0.9395), PNorm: 187.9861, GNorm: 0.5000
[50/299] timecost: 62.55, lr: 0.000100, Train: (LOSS: 0.0306, MAE: 0.0306, RMSE: 0.0482, R2: 0.9602), Valid: (LOSS: 0.0421, MAE: 0.0421, RMSE: 0.0630, R2: 0.9393), PNorm: 187.9991, GNorm: 0.5000
[51/299] timecost: 62.28, lr: 0.000100, Train: (LOSS: 0.0320, MAE: 0.0320, RMSE: 0.0500, R2: 0.9587), Valid: (LOSS: 0.0410, MAE: 0.0410, RMSE: 0.0629, R2: 0.9398), PNorm: 188.0139, GNorm: 0.4602
[52/299] timecost: 59.49, lr: 0.000100, Train: (LOSS: 0.0314, MAE: 0.0314, RMSE: 0.0494, R2: 0.9608), Valid: (LOSS: 0.0395, MAE: 0.0395, RMSE: 0.0616, R2: 0.9413), PNorm: 188.0272, GNorm: 0.3747
[53/299] timecost: 59.34, lr: 0.000100, Train: (LOSS: 0.0300, MAE: 0.0300, RMSE: 0.0475, R2: 0.9631), Valid: (LOSS: 0.0409, MAE: 0.0409, RMSE: 0.0641, R2: 0.9358), PNorm: 188.0398, GNorm: 0.3858
[54/299] timecost: 58.46, lr: 0.000100, Train: (LOSS: 0.0292, MAE: 0.0292, RMSE: 0.0461, R2: 0.9649), Valid: (LOSS: 0.0392, MAE: 0.0392, RMSE: 0.0612, R2: 0.9410), PNorm: 188.0532, GNorm: 0.3894
[55/299] timecost: 58.64, lr: 0.000100, Train: (LOSS: 0.0290, MAE: 0.0290, RMSE: 0.0466, R2: 0.9616), Valid: (LOSS: 0.0408, MAE: 0.0408, RMSE: 0.0612, R2: 0.9434), PNorm: 188.0661, GNorm: 0.4770
[56/299] timecost: 58.54, lr: 0.000100, Train: (LOSS: 0.0281, MAE: 0.0281, RMSE: 0.0450, R2: 0.9654), Valid: (LOSS: 0.0383, MAE: 0.0383, RMSE: 0.0585, R2: 0.9481), PNorm: 188.0783, GNorm: 0.5000
[57/299] timecost: 58.49, lr: 0.000100, Train: (LOSS: 0.0281, MAE: 0.0281, RMSE: 0.0446, R2: 0.9660), Valid: (LOSS: 0.0374, MAE: 0.0374, RMSE: 0.0600, R2: 0.9445), PNorm: 188.0897, GNorm: 0.5000
[58/299] timecost: 58.77, lr: 0.000100, Train: (LOSS: 0.0279, MAE: 0.0279, RMSE: 0.0443, R2: 0.9663), Valid: (LOSS: 0.0414, MAE: 0.0414, RMSE: 0.0648, R2: 0.9358), PNorm: 188.1032, GNorm: 0.5000
[59/299] timecost: 58.50, lr: 0.000100, Train: (LOSS: 0.0280, MAE: 0.0280, RMSE: 0.0450, R2: 0.9671), Valid: (LOSS: 0.0369, MAE: 0.0369, RMSE: 0.0553, R2: 0.9543), PNorm: 188.1154, GNorm: 0.5000
[60/299] timecost: 58.47, lr: 0.000100, Train: (LOSS: 0.0268, MAE: 0.0268, RMSE: 0.0432, R2: 0.9690), Valid: (LOSS: 0.0368, MAE: 0.0368, RMSE: 0.0591, R2: 0.9461), PNorm: 188.1292, GNorm: 0.5000
[61/299] timecost: 59.93, lr: 0.000100, Train: (LOSS: 0.0265, MAE: 0.0265, RMSE: 0.0422, R2: 0.9692), Valid: (LOSS: 0.0391, MAE: 0.0391, RMSE: 0.0601, R2: 0.9452), PNorm: 188.1406, GNorm: 0.5000
[62/299] timecost: 60.82, lr: 0.000100, Train: (LOSS: 0.0269, MAE: 0.0269, RMSE: 0.0429, R2: 0.9698), Valid: (LOSS: 0.0376, MAE: 0.0376, RMSE: 0.0597, R2: 0.9459), PNorm: 188.1530, GNorm: 0.5000
[63/299] timecost: 62.48, lr: 0.000100, Train: (LOSS: 0.0259, MAE: 0.0259, RMSE: 0.0414, R2: 0.9709), Valid: (LOSS: 0.0408, MAE: 0.0408, RMSE: 0.0643, R2: 0.9361), PNorm: 188.1649, GNorm: 0.4682
[64/299] timecost: 62.51, lr: 0.000100, Train: (LOSS: 0.0268, MAE: 0.0268, RMSE: 0.0426, R2: 0.9690), Valid: (LOSS: 0.0365, MAE: 0.0365, RMSE: 0.0573, R2: 0.9503), PNorm: 188.1768, GNorm: 0.5000
[65/299] timecost: 62.42, lr: 0.000100, Train: (LOSS: 0.0258, MAE: 0.0258, RMSE: 0.0406, R2: 0.9716), Valid: (LOSS: 0.0396, MAE: 0.0396, RMSE: 0.0623, R2: 0.9407), PNorm: 188.1905, GNorm: 0.4716
[66/299] timecost: 62.50, lr: 0.000100, Train: (LOSS: 0.0244, MAE: 0.0244, RMSE: 0.0392, R2: 0.9733), Valid: (LOSS: 0.0391, MAE: 0.0391, RMSE: 0.0642, R2: 0.9349), PNorm: 188.2006, GNorm: 0.4167
[67/299] timecost: 62.42, lr: 0.000100, Train: (LOSS: 0.0246, MAE: 0.0246, RMSE: 0.0390, R2: 0.9744), Valid: (LOSS: 0.0402, MAE: 0.0402, RMSE: 0.0622, R2: 0.9411), PNorm: 188.2126, GNorm: 0.5000
[68/299] timecost: 62.49, lr: 0.000100, Train: (LOSS: 0.0248, MAE: 0.0248, RMSE: 0.0389, R2: 0.9746), Valid: (LOSS: 0.0392, MAE: 0.0392, RMSE: 0.0608, R2: 0.9427), PNorm: 188.2238, GNorm: 0.5000
[69/299] timecost: 62.76, lr: 0.000100, Train: (LOSS: 0.0242, MAE: 0.0242, RMSE: 0.0383, R2: 0.9752), Valid: (LOSS: 0.0356, MAE: 0.0356, RMSE: 0.0562, R2: 0.9515), PNorm: 188.2388, GNorm: 0.5000
[70/299] timecost: 62.56, lr: 0.000100, Train: (LOSS: 0.0245, MAE: 0.0245, RMSE: 0.0394, R2: 0.9746), Valid: (LOSS: 0.0420, MAE: 0.0420, RMSE: 0.0628, R2: 0.9406), PNorm: 188.2502, GNorm: 0.5000
[71/299] timecost: 62.64, lr: 0.000100, Train: (LOSS: 0.0239, MAE: 0.0239, RMSE: 0.0372, R2: 0.9770), Valid: (LOSS: 0.0359, MAE: 0.0359, RMSE: 0.0539, R2: 0.9542), PNorm: 188.2607, GNorm: 0.5000
[72/299] timecost: 62.54, lr: 0.000100, Train: (LOSS: 0.0240, MAE: 0.0240, RMSE: 0.0377, R2: 0.9764), Valid: (LOSS: 0.0399, MAE: 0.0399, RMSE: 0.0621, R2: 0.9399), PNorm: 188.2722, GNorm: 0.5000
[73/299] timecost: 62.62, lr: 0.000100, Train: (LOSS: 0.0232, MAE: 0.0232, RMSE: 0.0371, R2: 0.9763), Valid: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0592, R2: 0.9469), PNorm: 188.2875, GNorm: 0.5000
[74/299] timecost: 62.63, lr: 0.000100, Train: (LOSS: 0.0228, MAE: 0.0228, RMSE: 0.0359, R2: 0.9782), Valid: (LOSS: 0.0391, MAE: 0.0391, RMSE: 0.0595, R2: 0.9466), PNorm: 188.2985, GNorm: 0.5000
[75/299] timecost: 62.54, lr: 0.000100, Train: (LOSS: 0.0221, MAE: 0.0221, RMSE: 0.0354, R2: 0.9784), Valid: (LOSS: 0.0374, MAE: 0.0374, RMSE: 0.0598, R2: 0.9439), PNorm: 188.3097, GNorm: 0.5000
[76/299] timecost: 62.58, lr: 0.000100, Train: (LOSS: 0.0224, MAE: 0.0224, RMSE: 0.0358, R2: 0.9779), Valid: (LOSS: 0.0368, MAE: 0.0368, RMSE: 0.0580, R2: 0.9495), PNorm: 188.3200, GNorm: 0.5000
[77/299] timecost: 62.66, lr: 0.000100, Train: (LOSS: 0.0226, MAE: 0.0226, RMSE: 0.0358, R2: 0.9778), Valid: (LOSS: 0.0352, MAE: 0.0352, RMSE: 0.0540, R2: 0.9556), PNorm: 188.3341, GNorm: 0.5000
[78/299] timecost: 62.53, lr: 0.000100, Train: (LOSS: 0.0227, MAE: 0.0227, RMSE: 0.0373, R2: 0.9755), Valid: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0602, R2: 0.9435), PNorm: 188.3447, GNorm: 0.2593
[79/299] timecost: 62.58, lr: 0.000100, Train: (LOSS: 0.0226, MAE: 0.0226, RMSE: 0.0361, R2: 0.9762), Valid: (LOSS: 0.0370, MAE: 0.0370, RMSE: 0.0585, R2: 0.9464), PNorm: 188.3567, GNorm: 0.3876
[80/299] timecost: 61.53, lr: 0.000100, Train: (LOSS: 0.0214, MAE: 0.0214, RMSE: 0.0341, R2: 0.9797), Valid: (LOSS: 0.0370, MAE: 0.0370, RMSE: 0.0544, R2: 0.9540), PNorm: 188.3683, GNorm: 0.4746
[81/299] timecost: 59.90, lr: 0.000100, Train: (LOSS: 0.0223, MAE: 0.0223, RMSE: 0.0352, R2: 0.9789), Valid: (LOSS: 0.0386, MAE: 0.0386, RMSE: 0.0624, R2: 0.9386), PNorm: 188.3816, GNorm: 0.5000
[82/299] timecost: 59.65, lr: 0.000100, Train: (LOSS: 0.0207, MAE: 0.0207, RMSE: 0.0329, R2: 0.9810), Valid: (LOSS: 0.0367, MAE: 0.0367, RMSE: 0.0572, R2: 0.9488), PNorm: 188.3939, GNorm: 0.3660
[83/299] timecost: 59.94, lr: 0.000100, Train: (LOSS: 0.0218, MAE: 0.0218, RMSE: 0.0351, R2: 0.9779), Valid: (LOSS: 0.0373, MAE: 0.0373, RMSE: 0.0595, R2: 0.9452), PNorm: 188.4087, GNorm: 0.3569
[84/299] timecost: 62.33, lr: 0.000100, Train: (LOSS: 0.0199, MAE: 0.0199, RMSE: 0.0323, R2: 0.9808), Valid: (LOSS: 0.0365, MAE: 0.0365, RMSE: 0.0569, R2: 0.9499), PNorm: 188.4168, GNorm: 0.4559
[85/299] timecost: 62.54, lr: 0.000100, Train: (LOSS: 0.0204, MAE: 0.0204, RMSE: 0.0331, R2: 0.9807), Valid: (LOSS: 0.0345, MAE: 0.0345, RMSE: 0.0525, R2: 0.9584), PNorm: 188.4273, GNorm: 0.4631
[86/299] timecost: 62.47, lr: 0.000100, Train: (LOSS: 0.0206, MAE: 0.0206, RMSE: 0.0333, R2: 0.9817), Valid: (LOSS: 0.0364, MAE: 0.0364, RMSE: 0.0545, R2: 0.9544), PNorm: 188.4405, GNorm: 0.5000
[87/299] timecost: 62.38, lr: 0.000100, Train: (LOSS: 0.0210, MAE: 0.0210, RMSE: 0.0337, R2: 0.9801), Valid: (LOSS: 0.0347, MAE: 0.0347, RMSE: 0.0550, R2: 0.9527), PNorm: 188.4495, GNorm: 0.4618
[88/299] timecost: 62.42, lr: 0.000100, Train: (LOSS: 0.0201, MAE: 0.0201, RMSE: 0.0325, R2: 0.9803), Valid: (LOSS: 0.0367, MAE: 0.0367, RMSE: 0.0573, R2: 0.9509), PNorm: 188.4622, GNorm: 0.4118
[89/299] timecost: 62.38, lr: 0.000100, Train: (LOSS: 0.0198, MAE: 0.0198, RMSE: 0.0321, R2: 0.9818), Valid: (LOSS: 0.0362, MAE: 0.0362, RMSE: 0.0572, R2: 0.9509), PNorm: 188.4735, GNorm: 0.5000
[90/299] timecost: 60.52, lr: 0.000100, Train: (LOSS: 0.0198, MAE: 0.0198, RMSE: 0.0321, R2: 0.9813), Valid: (LOSS: 0.0383, MAE: 0.0383, RMSE: 0.0602, R2: 0.9445), PNorm: 188.4829, GNorm: 0.3179
[91/299] timecost: 59.71, lr: 0.000100, Train: (LOSS: 0.0195, MAE: 0.0195, RMSE: 0.0316, R2: 0.9822), Valid: (LOSS: 0.0341, MAE: 0.0341, RMSE: 0.0540, R2: 0.9561), PNorm: 188.4949, GNorm: 0.5000
[92/299] timecost: 59.45, lr: 0.000100, Train: (LOSS: 0.0198, MAE: 0.0198, RMSE: 0.0316, R2: 0.9808), Valid: (LOSS: 0.0361, MAE: 0.0361, RMSE: 0.0601, R2: 0.9429), PNorm: 188.5063, GNorm: 0.4518
[93/299] timecost: 59.13, lr: 0.000100, Train: (LOSS: 0.0191, MAE: 0.0191, RMSE: 0.0306, R2: 0.9820), Valid: (LOSS: 0.0356, MAE: 0.0356, RMSE: 0.0555, R2: 0.9540), PNorm: 188.5181, GNorm: 0.4589
[94/299] timecost: 59.21, lr: 0.000100, Train: (LOSS: 0.0190, MAE: 0.0190, RMSE: 0.0307, R2: 0.9832), Valid: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0589, R2: 0.9465), PNorm: 188.5285, GNorm: 0.4305
[95/299] timecost: 58.84, lr: 0.000100, Train: (LOSS: 0.0186, MAE: 0.0186, RMSE: 0.0294, R2: 0.9841), Valid: (LOSS: 0.0362, MAE: 0.0362, RMSE: 0.0559, R2: 0.9522), PNorm: 188.5396, GNorm: 0.5000
[96/299] timecost: 60.84, lr: 0.000100, Train: (LOSS: 0.0186, MAE: 0.0186, RMSE: 0.0298, R2: 0.9834), Valid: (LOSS: 0.0392, MAE: 0.0392, RMSE: 0.0593, R2: 0.9467), PNorm: 188.5483, GNorm: 0.5000
[97/299] timecost: 62.23, lr: 0.000100, Train: (LOSS: 0.0195, MAE: 0.0195, RMSE: 0.0310, R2: 0.9819), Valid: (LOSS: 0.0353, MAE: 0.0353, RMSE: 0.0544, R2: 0.9547), PNorm: 188.5635, GNorm: 0.5000
[98/299] timecost: 62.10, lr: 0.000100, Train: (LOSS: 0.0184, MAE: 0.0184, RMSE: 0.0298, R2: 0.9839), Valid: (LOSS: 0.0356, MAE: 0.0356, RMSE: 0.0551, R2: 0.9527), PNorm: 188.5749, GNorm: 0.3825
