cuda available with GPU: Tesla V100-PCIE-16GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Loading pretrained weights to generate initialization============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 64.60, lr: 0.000030, Train: (LOSS: 0.2338, MAE: 0.2338, RMSE: 0.2810, R2: -0.1311), Valid: (LOSS: 0.2225, MAE: 0.2225, RMSE: 0.2570, R2: 0.0225), PNorm: 174.4518, GNorm: 0.9436
[16/299] timecost: 63.63, lr: 0.000030, Train: (LOSS: 0.1021, MAE: 0.1021, RMSE: 0.1491, R2: 0.6674), Valid: (LOSS: 0.0958, MAE: 0.0958, RMSE: 0.1372, R2: 0.7170), PNorm: 168.6317, GNorm: 3.7145
[17/299] timecost: 64.46, lr: 0.000030, Train: (LOSS: 0.1000, MAE: 0.1000, RMSE: 0.1469, R2: 0.6736), Valid: (LOSS: 0.1091, MAE: 0.1091, RMSE: 0.1600, R2: 0.6082), PNorm: 168.3631, GNorm: 1.8590
[18/299] timecost: 64.17, lr: 0.000030, Train: (LOSS: 0.1031, MAE: 0.1031, RMSE: 0.1505, R2: 0.6557), Valid: (LOSS: 0.0991, MAE: 0.0991, RMSE: 0.1454, R2: 0.6716), PNorm: 168.0987, GNorm: 3.9875
[19/299] timecost: 63.26, lr: 0.000030, Train: (LOSS: 0.0951, MAE: 0.0951, RMSE: 0.1406, R2: 0.6975), Valid: (LOSS: 0.0876, MAE: 0.0876, RMSE: 0.1300, R2: 0.7464), PNorm: 167.8375, GNorm: 2.4995
[20/299] timecost: 63.05, lr: 0.000030, Train: (LOSS: 0.0923, MAE: 0.0923, RMSE: 0.1362, R2: 0.7283), Valid: (LOSS: 0.0978, MAE: 0.0978, RMSE: 0.1434, R2: 0.6874), PNorm: 167.5817, GNorm: 2.3311
[21/299] timecost: 63.26, lr: 0.000030, Train: (LOSS: 0.0890, MAE: 0.0890, RMSE: 0.1333, R2: 0.7357), Valid: (LOSS: 0.0897, MAE: 0.0897, RMSE: 0.1266, R2: 0.7572), PNorm: 167.3282, GNorm: 3.9112
[22/299] timecost: 63.85, lr: 0.000030, Train: (LOSS: 0.0874, MAE: 0.0874, RMSE: 0.1293, R2: 0.7416), Valid: (LOSS: 0.0852, MAE: 0.0852, RMSE: 0.1221, R2: 0.7727), PNorm: 167.0793, GNorm: 1.7946
[23/299] timecost: 63.67, lr: 0.000030, Train: (LOSS: 0.0909, MAE: 0.0909, RMSE: 0.1363, R2: 0.7269), Valid: (LOSS: 0.0921, MAE: 0.0921, RMSE: 0.1326, R2: 0.7356), PNorm: 166.8335, GNorm: 1.8640
[24/299] timecost: 63.30, lr: 0.000030, Train: (LOSS: 0.0855, MAE: 0.0855, RMSE: 0.1266, R2: 0.7579), Valid: (LOSS: 0.0998, MAE: 0.0998, RMSE: 0.1342, R2: 0.7195), PNorm: 166.5915, GNorm: 2.1166
[25/299] timecost: 63.59, lr: 0.000030, Train: (LOSS: 0.0796, MAE: 0.0796, RMSE: 0.1178, R2: 0.7932), Valid: (LOSS: 0.0739, MAE: 0.0739, RMSE: 0.1075, R2: 0.8240), PNorm: 166.3531, GNorm: 1.3925
[26/299] timecost: 63.37, lr: 0.000030, Train: (LOSS: 0.0832, MAE: 0.0832, RMSE: 0.1243, R2: 0.7679), Valid: (LOSS: 0.0849, MAE: 0.0849, RMSE: 0.1193, R2: 0.7793), PNorm: 166.1180, GNorm: 4.5987
[27/299] timecost: 63.29, lr: 0.000030, Train: (LOSS: 0.0752, MAE: 0.0752, RMSE: 0.1120, R2: 0.8102), Valid: (LOSS: 0.0737, MAE: 0.0737, RMSE: 0.1088, R2: 0.8087), PNorm: 165.8865, GNorm: 1.6597
[28/299] timecost: 63.56, lr: 0.000030, Train: (LOSS: 0.0764, MAE: 0.0764, RMSE: 0.1156, R2: 0.7916), Valid: (LOSS: 0.0867, MAE: 0.0867, RMSE: 0.1294, R2: 0.7352), PNorm: 165.6577, GNorm: 1.8359
[29/299] timecost: 63.65, lr: 0.000030, Train: (LOSS: 0.0730, MAE: 0.0730, RMSE: 0.1089, R2: 0.8157), Valid: (LOSS: 0.0682, MAE: 0.0682, RMSE: 0.1021, R2: 0.8358), PNorm: 165.4323, GNorm: 3.0635
[30/299] timecost: 63.57, lr: 0.000030, Train: (LOSS: 0.0708, MAE: 0.0708, RMSE: 0.1084, R2: 0.8211), Valid: (LOSS: 0.0711, MAE: 0.0711, RMSE: 0.1060, R2: 0.8275), PNorm: 165.2090, GNorm: 1.9683
[31/299] timecost: 63.14, lr: 0.000030, Train: (LOSS: 0.0664, MAE: 0.0664, RMSE: 0.1026, R2: 0.8392), Valid: (LOSS: 0.0724, MAE: 0.0724, RMSE: 0.1106, R2: 0.8081), PNorm: 164.9883, GNorm: 1.1621
[32/299] timecost: 64.58, lr: 0.000030, Train: (LOSS: 0.0662, MAE: 0.0662, RMSE: 0.1034, R2: 0.8282), Valid: (LOSS: 0.0652, MAE: 0.0652, RMSE: 0.0962, R2: 0.8560), PNorm: 164.7703, GNorm: 1.1329
[33/299] timecost: 63.05, lr: 0.000030, Train: (LOSS: 0.0637, MAE: 0.0637, RMSE: 0.0994, R2: 0.8451), Valid: (LOSS: 0.0597, MAE: 0.0597, RMSE: 0.0886, R2: 0.8786), PNorm: 164.5547, GNorm: 1.3776
[34/299] timecost: 63.66, lr: 0.000030, Train: (LOSS: 0.0639, MAE: 0.0639, RMSE: 0.0997, R2: 0.8427), Valid: (LOSS: 0.0643, MAE: 0.0643, RMSE: 0.0960, R2: 0.8553), PNorm: 164.3425, GNorm: 3.2761
[35/299] timecost: 64.27, lr: 0.000030, Train: (LOSS: 0.0630, MAE: 0.0630, RMSE: 0.0980, R2: 0.8497), Valid: (LOSS: 0.0773, MAE: 0.0773, RMSE: 0.1172, R2: 0.7848), PNorm: 164.1322, GNorm: 1.6823
[36/299] timecost: 63.00, lr: 0.000030, Train: (LOSS: 0.0621, MAE: 0.0621, RMSE: 0.0954, R2: 0.8545), Valid: (LOSS: 0.0661, MAE: 0.0661, RMSE: 0.0978, R2: 0.8519), PNorm: 163.9234, GNorm: 1.3126
[37/299] timecost: 63.05, lr: 0.000030, Train: (LOSS: 0.0610, MAE: 0.0610, RMSE: 0.0955, R2: 0.8592), Valid: (LOSS: 0.0628, MAE: 0.0628, RMSE: 0.0956, R2: 0.8559), PNorm: 163.7177, GNorm: 1.2262
[38/299] timecost: 63.31, lr: 0.000030, Train: (LOSS: 0.0626, MAE: 0.0626, RMSE: 0.0958, R2: 0.8583), Valid: (LOSS: 0.0607, MAE: 0.0607, RMSE: 0.0917, R2: 0.8682), PNorm: 163.5146, GNorm: 2.0702
[39/299] timecost: 63.27, lr: 0.000030, Train: (LOSS: 0.0576, MAE: 0.0576, RMSE: 0.0903, R2: 0.8746), Valid: (LOSS: 0.0554, MAE: 0.0554, RMSE: 0.0851, R2: 0.8862), PNorm: 163.3127, GNorm: 1.7619
[40/299] timecost: 63.68, lr: 0.000030, Train: (LOSS: 0.0557, MAE: 0.0557, RMSE: 0.0876, R2: 0.8745), Valid: (LOSS: 0.0635, MAE: 0.0635, RMSE: 0.0970, R2: 0.8536), PNorm: 163.1124, GNorm: 1.8815
[41/299] timecost: 63.53, lr: 0.000030, Train: (LOSS: 0.0548, MAE: 0.0548, RMSE: 0.0845, R2: 0.8886), Valid: (LOSS: 0.0562, MAE: 0.0562, RMSE: 0.0851, R2: 0.8863), PNorm: 162.9141, GNorm: 1.7484
[42/299] timecost: 63.88, lr: 0.000030, Train: (LOSS: 0.0543, MAE: 0.0543, RMSE: 0.0844, R2: 0.8861), Valid: (LOSS: 0.0593, MAE: 0.0593, RMSE: 0.0910, R2: 0.8732), PNorm: 162.7168, GNorm: 2.3042
[43/299] timecost: 63.45, lr: 0.000030, Train: (LOSS: 0.0520, MAE: 0.0520, RMSE: 0.0821, R2: 0.8967), Valid: (LOSS: 0.0521, MAE: 0.0521, RMSE: 0.0809, R2: 0.9000), PNorm: 162.5209, GNorm: 1.4644
[44/299] timecost: 64.54, lr: 0.000030, Train: (LOSS: 0.0499, MAE: 0.0499, RMSE: 0.0785, R2: 0.9010), Valid: (LOSS: 0.0563, MAE: 0.0563, RMSE: 0.0857, R2: 0.8825), PNorm: 162.3260, GNorm: 2.4811
[45/299] timecost: 64.71, lr: 0.000030, Train: (LOSS: 0.0508, MAE: 0.0508, RMSE: 0.0795, R2: 0.8951), Valid: (LOSS: 0.0600, MAE: 0.0600, RMSE: 0.0889, R2: 0.8788), PNorm: 162.1340, GNorm: 1.7806
[46/299] timecost: 64.56, lr: 0.000030, Train: (LOSS: 0.0483, MAE: 0.0483, RMSE: 0.0771, R2: 0.9032), Valid: (LOSS: 0.0498, MAE: 0.0498, RMSE: 0.0778, R2: 0.9085), PNorm: 161.9418, GNorm: 1.3417
[47/299] timecost: 64.77, lr: 0.000030, Train: (LOSS: 0.0489, MAE: 0.0489, RMSE: 0.0758, R2: 0.9078), Valid: (LOSS: 0.0566, MAE: 0.0566, RMSE: 0.0856, R2: 0.8894), PNorm: 161.7511, GNorm: 2.3594
[48/299] timecost: 64.62, lr: 0.000030, Train: (LOSS: 0.0469, MAE: 0.0469, RMSE: 0.0745, R2: 0.9126), Valid: (LOSS: 0.0536, MAE: 0.0536, RMSE: 0.0779, R2: 0.9082), PNorm: 161.5623, GNorm: 1.2481
[49/299] timecost: 64.54, lr: 0.000030, Train: (LOSS: 0.0459, MAE: 0.0459, RMSE: 0.0722, R2: 0.9172), Valid: (LOSS: 0.0518, MAE: 0.0518, RMSE: 0.0782, R2: 0.9064), PNorm: 161.3731, GNorm: 0.9767
[50/299] timecost: 64.52, lr: 0.000030, Train: (LOSS: 0.0486, MAE: 0.0486, RMSE: 0.0761, R2: 0.9101), Valid: (LOSS: 0.0570, MAE: 0.0570, RMSE: 0.0828, R2: 0.8966), PNorm: 161.1862, GNorm: 2.4255
[51/299] timecost: 64.67, lr: 0.000030, Train: (LOSS: 0.0466, MAE: 0.0466, RMSE: 0.0718, R2: 0.9122), Valid: (LOSS: 0.0472, MAE: 0.0472, RMSE: 0.0721, R2: 0.9202), PNorm: 160.9998, GNorm: 1.6371
[52/299] timecost: 64.60, lr: 0.000030, Train: (LOSS: 0.0444, MAE: 0.0444, RMSE: 0.0705, R2: 0.9231), Valid: (LOSS: 0.0534, MAE: 0.0534, RMSE: 0.0776, R2: 0.9072), PNorm: 160.8137, GNorm: 1.4487
[53/299] timecost: 64.22, lr: 0.000030, Train: (LOSS: 0.0438, MAE: 0.0438, RMSE: 0.0680, R2: 0.9279), Valid: (LOSS: 0.0472, MAE: 0.0472, RMSE: 0.0705, R2: 0.9237), PNorm: 160.6280, GNorm: 1.7912
[54/299] timecost: 64.77, lr: 0.000030, Train: (LOSS: 0.0446, MAE: 0.0446, RMSE: 0.0692, R2: 0.9233), Valid: (LOSS: 0.0483, MAE: 0.0483, RMSE: 0.0757, R2: 0.9117), PNorm: 160.4433, GNorm: 1.1042
[55/299] timecost: 64.72, lr: 0.000030, Train: (LOSS: 0.0449, MAE: 0.0449, RMSE: 0.0707, R2: 0.9216), Valid: (LOSS: 0.0472, MAE: 0.0472, RMSE: 0.0684, R2: 0.9285), PNorm: 160.2596, GNorm: 1.6949
[56/299] timecost: 64.26, lr: 0.000030, Train: (LOSS: 0.0434, MAE: 0.0434, RMSE: 0.0683, R2: 0.9274), Valid: (LOSS: 0.0485, MAE: 0.0485, RMSE: 0.0727, R2: 0.9198), PNorm: 160.0755, GNorm: 1.4774
[57/299] timecost: 64.20, lr: 0.000030, Train: (LOSS: 0.0437, MAE: 0.0437, RMSE: 0.0680, R2: 0.9270), Valid: (LOSS: 0.0566, MAE: 0.0566, RMSE: 0.0825, R2: 0.8971), PNorm: 159.8923, GNorm: 3.0151
[58/299] timecost: 64.46, lr: 0.000030, Train: (LOSS: 0.0430, MAE: 0.0430, RMSE: 0.0682, R2: 0.9258), Valid: (LOSS: 0.0459, MAE: 0.0459, RMSE: 0.0685, R2: 0.9297), PNorm: 159.7097, GNorm: 1.1465
[59/299] timecost: 64.62, lr: 0.000030, Train: (LOSS: 0.0420, MAE: 0.0420, RMSE: 0.0662, R2: 0.9280), Valid: (LOSS: 0.0523, MAE: 0.0523, RMSE: 0.0773, R2: 0.9079), PNorm: 159.5267, GNorm: 1.3339
[60/299] timecost: 64.28, lr: 0.000030, Train: (LOSS: 0.0405, MAE: 0.0405, RMSE: 0.0648, R2: 0.9314), Valid: (LOSS: 0.0453, MAE: 0.0453, RMSE: 0.0676, R2: 0.9305), PNorm: 159.3433, GNorm: 1.5063
[61/299] timecost: 63.41, lr: 0.000030, Train: (LOSS: 0.0395, MAE: 0.0395, RMSE: 0.0614, R2: 0.9350), Valid: (LOSS: 0.0471, MAE: 0.0471, RMSE: 0.0726, R2: 0.9194), PNorm: 159.1596, GNorm: 1.5648
[62/299] timecost: 63.86, lr: 0.000030, Train: (LOSS: 0.0382, MAE: 0.0382, RMSE: 0.0601, R2: 0.9387), Valid: (LOSS: 0.0422, MAE: 0.0422, RMSE: 0.0644, R2: 0.9374), PNorm: 158.9749, GNorm: 0.9404
[63/299] timecost: 65.26, lr: 0.000030, Train: (LOSS: 0.0375, MAE: 0.0375, RMSE: 0.0587, R2: 0.9420), Valid: (LOSS: 0.0435, MAE: 0.0435, RMSE: 0.0676, R2: 0.9308), PNorm: 158.7901, GNorm: 1.9778
[64/299] timecost: 63.23, lr: 0.000030, Train: (LOSS: 0.0386, MAE: 0.0386, RMSE: 0.0601, R2: 0.9416), Valid: (LOSS: 0.0458, MAE: 0.0458, RMSE: 0.0694, R2: 0.9244), PNorm: 158.6058, GNorm: 2.2204
[65/299] timecost: 64.03, lr: 0.000030, Train: (LOSS: 0.0391, MAE: 0.0391, RMSE: 0.0616, R2: 0.9357), Valid: (LOSS: 0.0459, MAE: 0.0459, RMSE: 0.0683, R2: 0.9283), PNorm: 158.4214, GNorm: 1.5145
[66/299] timecost: 63.92, lr: 0.000030, Train: (LOSS: 0.0382, MAE: 0.0382, RMSE: 0.0596, R2: 0.9413), Valid: (LOSS: 0.0464, MAE: 0.0464, RMSE: 0.0686, R2: 0.9295), PNorm: 158.2359, GNorm: 0.9879
[67/299] timecost: 63.61, lr: 0.000030, Train: (LOSS: 0.0371, MAE: 0.0371, RMSE: 0.0585, R2: 0.9445), Valid: (LOSS: 0.0445, MAE: 0.0445, RMSE: 0.0682, R2: 0.9288), PNorm: 158.0496, GNorm: 1.4749
[68/299] timecost: 63.32, lr: 0.000030, Train: (LOSS: 0.0366, MAE: 0.0366, RMSE: 0.0580, R2: 0.9450), Valid: (LOSS: 0.0468, MAE: 0.0468, RMSE: 0.0691, R2: 0.9274), PNorm: 157.8629, GNorm: 2.0395
[69/299] timecost: 64.11, lr: 0.000030, Train: (LOSS: 0.0367, MAE: 0.0367, RMSE: 0.0573, R2: 0.9462), Valid: (LOSS: 0.0435, MAE: 0.0435, RMSE: 0.0654, R2: 0.9347), PNorm: 157.6762, GNorm: 0.8201
[70/299] timecost: 63.78, lr: 0.000030, Train: (LOSS: 0.0365, MAE: 0.0365, RMSE: 0.0577, R2: 0.9459), Valid: (LOSS: 0.0445, MAE: 0.0445, RMSE: 0.0656, R2: 0.9338), PNorm: 157.4889, GNorm: 0.9878
[71/299] timecost: 64.41, lr: 0.000030, Train: (LOSS: 0.0352, MAE: 0.0352, RMSE: 0.0560, R2: 0.9470), Valid: (LOSS: 0.0465, MAE: 0.0465, RMSE: 0.0702, R2: 0.9211), PNorm: 157.2999, GNorm: 1.8731
[72/299] timecost: 64.11, lr: 0.000030, Train: (LOSS: 0.0363, MAE: 0.0363, RMSE: 0.0566, R2: 0.9479), Valid: (LOSS: 0.0429, MAE: 0.0429, RMSE: 0.0644, R2: 0.9373), PNorm: 157.1116, GNorm: 1.1539
[73/299] timecost: 64.18, lr: 0.000030, Train: (LOSS: 0.0357, MAE: 0.0357, RMSE: 0.0561, R2: 0.9474), Valid: (LOSS: 0.0434, MAE: 0.0434, RMSE: 0.0680, R2: 0.9302), PNorm: 156.9219, GNorm: 1.0135
[74/299] timecost: 63.79, lr: 0.000030, Train: (LOSS: 0.0341, MAE: 0.0341, RMSE: 0.0538, R2: 0.9528), Valid: (LOSS: 0.0423, MAE: 0.0423, RMSE: 0.0631, R2: 0.9393), PNorm: 156.7300, GNorm: 1.3528
[75/299] timecost: 63.14, lr: 0.000030, Train: (LOSS: 0.0346, MAE: 0.0346, RMSE: 0.0543, R2: 0.9488), Valid: (LOSS: 0.0421, MAE: 0.0421, RMSE: 0.0636, R2: 0.9380), PNorm: 156.5380, GNorm: 1.1579
[76/299] timecost: 63.21, lr: 0.000030, Train: (LOSS: 0.0409, MAE: 0.0409, RMSE: 0.0651, R2: 0.9309), Valid: (LOSS: 0.0409, MAE: 0.0409, RMSE: 0.0618, R2: 0.9409), PNorm: 156.3478, GNorm: 1.5539
[77/299] timecost: 64.46, lr: 0.000030, Train: (LOSS: 0.0353, MAE: 0.0353, RMSE: 0.0545, R2: 0.9520), Valid: (LOSS: 0.0415, MAE: 0.0415, RMSE: 0.0610, R2: 0.9412), PNorm: 156.1557, GNorm: 1.3642
[78/299] timecost: 64.26, lr: 0.000030, Train: (LOSS: 0.0321, MAE: 0.0321, RMSE: 0.0504, R2: 0.9558), Valid: (LOSS: 0.0404, MAE: 0.0404, RMSE: 0.0627, R2: 0.9400), PNorm: 155.9614, GNorm: 1.4485
[79/299] timecost: 64.13, lr: 0.000030, Train: (LOSS: 0.0332, MAE: 0.0332, RMSE: 0.0531, R2: 0.9561), Valid: (LOSS: 0.0525, MAE: 0.0525, RMSE: 0.0755, R2: 0.9105), PNorm: 155.7663, GNorm: 1.2665
[80/299] timecost: 63.86, lr: 0.000030, Train: (LOSS: 0.0324, MAE: 0.0324, RMSE: 0.0518, R2: 0.9550), Valid: (LOSS: 0.0413, MAE: 0.0413, RMSE: 0.0617, R2: 0.9421), PNorm: 155.5707, GNorm: 1.5510
[81/299] timecost: 64.00, lr: 0.000030, Train: (LOSS: 0.0324, MAE: 0.0324, RMSE: 0.0525, R2: 0.9542), Valid: (LOSS: 0.0402, MAE: 0.0402, RMSE: 0.0621, R2: 0.9410), PNorm: 155.3728, GNorm: 1.1633
[82/299] timecost: 64.16, lr: 0.000030, Train: (LOSS: 0.0318, MAE: 0.0318, RMSE: 0.0509, R2: 0.9555), Valid: (LOSS: 0.0411, MAE: 0.0411, RMSE: 0.0646, R2: 0.9370), PNorm: 155.1746, GNorm: 0.9625
[83/299] timecost: 64.09, lr: 0.000030, Train: (LOSS: 0.0314, MAE: 0.0314, RMSE: 0.0497, R2: 0.9548), Valid: (LOSS: 0.0458, MAE: 0.0458, RMSE: 0.0673, R2: 0.9305), PNorm: 154.9753, GNorm: 1.5790
[84/299] timecost: 63.72, lr: 0.000030, Train: (LOSS: 0.0324, MAE: 0.0324, RMSE: 0.0507, R2: 0.9562), Valid: (LOSS: 0.0463, MAE: 0.0463, RMSE: 0.0683, R2: 0.9286), PNorm: 154.7753, GNorm: 1.3671
[85/299] timecost: 64.26, lr: 0.000030, Train: (LOSS: 0.0314, MAE: 0.0314, RMSE: 0.0505, R2: 0.9561), Valid: (LOSS: 0.0419, MAE: 0.0419, RMSE: 0.0626, R2: 0.9409), PNorm: 154.5735, GNorm: 1.2907
[86/299] timecost: 64.08, lr: 0.000030, Train: (LOSS: 0.0315, MAE: 0.0315, RMSE: 0.0491, R2: 0.9564), Valid: (LOSS: 0.0402, MAE: 0.0402, RMSE: 0.0624, R2: 0.9401), PNorm: 154.3715, GNorm: 1.1423
[87/299] timecost: 63.81, lr: 0.000030, Train: (LOSS: 0.0294, MAE: 0.0294, RMSE: 0.0480, R2: 0.9582), Valid: (LOSS: 0.0435, MAE: 0.0435, RMSE: 0.0656, R2: 0.9349), PNorm: 154.1677, GNorm: 1.0130
[88/299] timecost: 64.22, lr: 0.000030, Train: (LOSS: 0.0309, MAE: 0.0309, RMSE: 0.0483, R2: 0.9581), Valid: (LOSS: 0.0385, MAE: 0.0385, RMSE: 0.0582, R2: 0.9485), PNorm: 153.9639, GNorm: 1.1341
[89/299] timecost: 63.27, lr: 0.000030, Train: (LOSS: 0.0302, MAE: 0.0302, RMSE: 0.0473, R2: 0.9620), Valid: (LOSS: 0.0408, MAE: 0.0408, RMSE: 0.0627, R2: 0.9385), PNorm: 153.7593, GNorm: 1.1197
[90/299] timecost: 63.07, lr: 0.000030, Train: (LOSS: 0.0304, MAE: 0.0304, RMSE: 0.0481, R2: 0.9601), Valid: (LOSS: 0.0392, MAE: 0.0392, RMSE: 0.0595, R2: 0.9462), PNorm: 153.5532, GNorm: 1.1028
[91/299] timecost: 63.25, lr: 0.000030, Train: (LOSS: 0.0291, MAE: 0.0291, RMSE: 0.0469, R2: 0.9634), Valid: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0626, R2: 0.9400), PNorm: 153.3459, GNorm: 0.9172
[92/299] timecost: 63.19, lr: 0.000030, Train: (LOSS: 0.0294, MAE: 0.0294, RMSE: 0.0470, R2: 0.9621), Valid: (LOSS: 0.0401, MAE: 0.0401, RMSE: 0.0616, R2: 0.9420), PNorm: 153.1383, GNorm: 1.0551
[93/299] timecost: 62.96, lr: 0.000030, Train: (LOSS: 0.0296, MAE: 0.0296, RMSE: 0.0468, R2: 0.9615), Valid: (LOSS: 0.0375, MAE: 0.0375, RMSE: 0.0565, R2: 0.9510), PNorm: 152.9293, GNorm: 1.1120
[94/299] timecost: 63.32, lr: 0.000030, Train: (LOSS: 0.0303, MAE: 0.0303, RMSE: 0.0476, R2: 0.9606), Valid: (LOSS: 0.0394, MAE: 0.0394, RMSE: 0.0594, R2: 0.9462), PNorm: 152.7205, GNorm: 1.6743
[95/299] timecost: 62.92, lr: 0.000030, Train: (LOSS: 0.0289, MAE: 0.0289, RMSE: 0.0460, R2: 0.9640), Valid: (LOSS: 0.0417, MAE: 0.0417, RMSE: 0.0633, R2: 0.9383), PNorm: 152.5109, GNorm: 0.9407
[96/299] timecost: 62.96, lr: 0.000030, Train: (LOSS: 0.0288, MAE: 0.0288, RMSE: 0.0465, R2: 0.9608), Valid: (LOSS: 0.0420, MAE: 0.0420, RMSE: 0.0639, R2: 0.9371), PNorm: 152.2993, GNorm: 1.1891
[97/299] timecost: 63.60, lr: 0.000030, Train: (LOSS: 0.0279, MAE: 0.0279, RMSE: 0.0450, R2: 0.9651), Valid: (LOSS: 0.0380, MAE: 0.0380, RMSE: 0.0592, R2: 0.9467), PNorm: 152.0879, GNorm: 1.2411
[98/299] timecost: 64.03, lr: 0.000030, Train: (LOSS: 0.0281, MAE: 0.0281, RMSE: 0.0456, R2: 0.9634), Valid: (LOSS: 0.0420, MAE: 0.0420, RMSE: 0.0646, R2: 0.9365), PNorm: 151.8746, GNorm: 1.1961
