cuda available with GPU: Tesla V100-PCIE-16GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Loading pretrained weights to generate initialization============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 67.24, lr: 0.000030, Train: (LOSS: 0.2319, MAE: 0.2319, RMSE: 0.2710, R2: -0.0279), Valid: (LOSS: 0.2107, MAE: 0.2107, RMSE: 0.2620, R2: -0.0687), PNorm: 174.3683, GNorm: 1.6920
[16/299] timecost: 65.04, lr: 0.000030, Train: (LOSS: 0.1042, MAE: 0.1042, RMSE: 0.1497, R2: 0.6658), Valid: (LOSS: 0.1150, MAE: 0.1150, RMSE: 0.1717, R2: 0.5280), PNorm: 169.7362, GNorm: 2.3242
[17/299] timecost: 64.59, lr: 0.000030, Train: (LOSS: 0.1083, MAE: 0.1083, RMSE: 0.1530, R2: 0.6550), Valid: (LOSS: 0.1094, MAE: 0.1094, RMSE: 0.1587, R2: 0.6012), PNorm: 169.5307, GNorm: 1.0403
[18/299] timecost: 64.28, lr: 0.000030, Train: (LOSS: 0.0973, MAE: 0.0973, RMSE: 0.1416, R2: 0.7071), Valid: (LOSS: 0.0862, MAE: 0.0862, RMSE: 0.1267, R2: 0.7514), PNorm: 169.3280, GNorm: 1.2465
[19/299] timecost: 64.17, lr: 0.000030, Train: (LOSS: 0.1008, MAE: 0.1008, RMSE: 0.1461, R2: 0.6860), Valid: (LOSS: 0.1010, MAE: 0.1010, RMSE: 0.1485, R2: 0.6466), PNorm: 169.1294, GNorm: 2.0531
[20/299] timecost: 64.48, lr: 0.000030, Train: (LOSS: 0.0939, MAE: 0.0939, RMSE: 0.1356, R2: 0.7342), Valid: (LOSS: 0.0997, MAE: 0.0997, RMSE: 0.1499, R2: 0.6355), PNorm: 168.9340, GNorm: 1.9333
[21/299] timecost: 64.10, lr: 0.000030, Train: (LOSS: 0.0922, MAE: 0.0922, RMSE: 0.1349, R2: 0.7299), Valid: (LOSS: 0.0934, MAE: 0.0934, RMSE: 0.1325, R2: 0.7241), PNorm: 168.7404, GNorm: 1.0023
[22/299] timecost: 64.15, lr: 0.000030, Train: (LOSS: 0.0884, MAE: 0.0884, RMSE: 0.1303, R2: 0.7483), Valid: (LOSS: 0.0869, MAE: 0.0869, RMSE: 0.1256, R2: 0.7524), PNorm: 168.5468, GNorm: 1.5895
[23/299] timecost: 68.43, lr: 0.000030, Train: (LOSS: 0.0873, MAE: 0.0873, RMSE: 0.1289, R2: 0.7538), Valid: (LOSS: 0.0924, MAE: 0.0924, RMSE: 0.1361, R2: 0.7121), PNorm: 168.3547, GNorm: 1.2028
[24/299] timecost: 71.41, lr: 0.000030, Train: (LOSS: 0.0864, MAE: 0.0864, RMSE: 0.1305, R2: 0.7404), Valid: (LOSS: 0.0875, MAE: 0.0875, RMSE: 0.1318, R2: 0.7233), PNorm: 168.1639, GNorm: 0.8322
[25/299] timecost: 71.93, lr: 0.000030, Train: (LOSS: 0.0831, MAE: 0.0831, RMSE: 0.1249, R2: 0.7664), Valid: (LOSS: 0.0817, MAE: 0.0817, RMSE: 0.1180, R2: 0.7801), PNorm: 167.9744, GNorm: 1.4852
[26/299] timecost: 71.76, lr: 0.000030, Train: (LOSS: 0.0809, MAE: 0.0809, RMSE: 0.1227, R2: 0.7754), Valid: (LOSS: 0.0787, MAE: 0.0787, RMSE: 0.1179, R2: 0.7830), PNorm: 167.7874, GNorm: 1.5235
[27/299] timecost: 72.24, lr: 0.000030, Train: (LOSS: 0.0799, MAE: 0.0799, RMSE: 0.1207, R2: 0.7817), Valid: (LOSS: 0.0779, MAE: 0.0779, RMSE: 0.1153, R2: 0.7921), PNorm: 167.6029, GNorm: 1.5564
[28/299] timecost: 72.51, lr: 0.000030, Train: (LOSS: 0.0793, MAE: 0.0793, RMSE: 0.1206, R2: 0.7883), Valid: (LOSS: 0.0829, MAE: 0.0829, RMSE: 0.1233, R2: 0.7543), PNorm: 167.4204, GNorm: 1.8570
[29/299] timecost: 71.99, lr: 0.000030, Train: (LOSS: 0.0755, MAE: 0.0755, RMSE: 0.1162, R2: 0.8011), Valid: (LOSS: 0.0895, MAE: 0.0895, RMSE: 0.1343, R2: 0.7118), PNorm: 167.2369, GNorm: 1.5883
[30/299] timecost: 70.37, lr: 0.000030, Train: (LOSS: 0.0723, MAE: 0.0723, RMSE: 0.1117, R2: 0.8153), Valid: (LOSS: 0.0776, MAE: 0.0776, RMSE: 0.1164, R2: 0.7819), PNorm: 167.0556, GNorm: 1.3185
[31/299] timecost: 71.12, lr: 0.000030, Train: (LOSS: 0.0720, MAE: 0.0720, RMSE: 0.1119, R2: 0.8158), Valid: (LOSS: 0.0764, MAE: 0.0764, RMSE: 0.1163, R2: 0.7849), PNorm: 166.8760, GNorm: 1.1313
[32/299] timecost: 72.00, lr: 0.000030, Train: (LOSS: 0.0686, MAE: 0.0686, RMSE: 0.1083, R2: 0.8222), Valid: (LOSS: 0.0780, MAE: 0.0780, RMSE: 0.1177, R2: 0.7812), PNorm: 166.6962, GNorm: 1.8529
[33/299] timecost: 71.62, lr: 0.000030, Train: (LOSS: 0.0674, MAE: 0.0674, RMSE: 0.1063, R2: 0.8304), Valid: (LOSS: 0.0758, MAE: 0.0758, RMSE: 0.1156, R2: 0.7844), PNorm: 166.5171, GNorm: 1.5286
[34/299] timecost: 71.54, lr: 0.000030, Train: (LOSS: 0.0709, MAE: 0.0709, RMSE: 0.1098, R2: 0.8235), Valid: (LOSS: 0.0728, MAE: 0.0728, RMSE: 0.1097, R2: 0.8078), PNorm: 166.3416, GNorm: 1.3907
[35/299] timecost: 71.36, lr: 0.000030, Train: (LOSS: 0.0728, MAE: 0.0728, RMSE: 0.1129, R2: 0.8046), Valid: (LOSS: 0.0832, MAE: 0.0832, RMSE: 0.1228, R2: 0.7554), PNorm: 166.1685, GNorm: 3.5602
[36/299] timecost: 71.70, lr: 0.000030, Train: (LOSS: 0.0673, MAE: 0.0673, RMSE: 0.1069, R2: 0.8299), Valid: (LOSS: 0.0717, MAE: 0.0717, RMSE: 0.1103, R2: 0.8068), PNorm: 165.9958, GNorm: 1.3392
[37/299] timecost: 71.30, lr: 0.000030, Train: (LOSS: 0.0637, MAE: 0.0637, RMSE: 0.1015, R2: 0.8442), Valid: (LOSS: 0.0724, MAE: 0.0724, RMSE: 0.1099, R2: 0.8068), PNorm: 165.8232, GNorm: 1.1480
[38/299] timecost: 71.07, lr: 0.000030, Train: (LOSS: 0.0636, MAE: 0.0636, RMSE: 0.0998, R2: 0.8458), Valid: (LOSS: 0.0661, MAE: 0.0661, RMSE: 0.0995, R2: 0.8409), PNorm: 165.6531, GNorm: 1.8060
[39/299] timecost: 71.52, lr: 0.000030, Train: (LOSS: 0.0608, MAE: 0.0608, RMSE: 0.0970, R2: 0.8587), Valid: (LOSS: 0.0706, MAE: 0.0706, RMSE: 0.1037, R2: 0.8256), PNorm: 165.4845, GNorm: 2.0906
[40/299] timecost: 71.49, lr: 0.000030, Train: (LOSS: 0.0612, MAE: 0.0612, RMSE: 0.0967, R2: 0.8565), Valid: (LOSS: 0.0714, MAE: 0.0714, RMSE: 0.1105, R2: 0.8015), PNorm: 165.3168, GNorm: 3.2079
[41/299] timecost: 71.43, lr: 0.000030, Train: (LOSS: 0.0589, MAE: 0.0589, RMSE: 0.0940, R2: 0.8626), Valid: (LOSS: 0.0743, MAE: 0.0743, RMSE: 0.1108, R2: 0.8058), PNorm: 165.1505, GNorm: 3.2911
[42/299] timecost: 71.34, lr: 0.000030, Train: (LOSS: 0.0576, MAE: 0.0576, RMSE: 0.0941, R2: 0.8620), Valid: (LOSS: 0.0659, MAE: 0.0659, RMSE: 0.1009, R2: 0.8344), PNorm: 164.9855, GNorm: 2.0068
[43/299] timecost: 70.80, lr: 0.000030, Train: (LOSS: 0.0547, MAE: 0.0547, RMSE: 0.0896, R2: 0.8740), Valid: (LOSS: 0.0845, MAE: 0.0845, RMSE: 0.1167, R2: 0.7791), PNorm: 164.8220, GNorm: 3.4078
[44/299] timecost: 71.31, lr: 0.000030, Train: (LOSS: 0.0608, MAE: 0.0608, RMSE: 0.0952, R2: 0.8563), Valid: (LOSS: 0.0592, MAE: 0.0592, RMSE: 0.0912, R2: 0.8645), PNorm: 164.6623, GNorm: 1.3482
[45/299] timecost: 71.00, lr: 0.000030, Train: (LOSS: 0.0543, MAE: 0.0543, RMSE: 0.0888, R2: 0.8758), Valid: (LOSS: 0.0588, MAE: 0.0588, RMSE: 0.0879, R2: 0.8730), PNorm: 164.5021, GNorm: 1.1484
[46/299] timecost: 71.28, lr: 0.000030, Train: (LOSS: 0.0514, MAE: 0.0514, RMSE: 0.0840, R2: 0.8876), Valid: (LOSS: 0.0579, MAE: 0.0579, RMSE: 0.0914, R2: 0.8641), PNorm: 164.3420, GNorm: 1.0173
[47/299] timecost: 71.38, lr: 0.000030, Train: (LOSS: 0.0496, MAE: 0.0496, RMSE: 0.0827, R2: 0.8923), Valid: (LOSS: 0.0562, MAE: 0.0562, RMSE: 0.0851, R2: 0.8832), PNorm: 164.1826, GNorm: 1.1254
[48/299] timecost: 71.61, lr: 0.000030, Train: (LOSS: 0.0488, MAE: 0.0488, RMSE: 0.0802, R2: 0.8970), Valid: (LOSS: 0.0638, MAE: 0.0638, RMSE: 0.0954, R2: 0.8512), PNorm: 164.0240, GNorm: 1.3391
[49/299] timecost: 71.40, lr: 0.000030, Train: (LOSS: 0.0475, MAE: 0.0475, RMSE: 0.0788, R2: 0.9029), Valid: (LOSS: 0.0573, MAE: 0.0573, RMSE: 0.0886, R2: 0.8730), PNorm: 163.8659, GNorm: 1.9973
[50/299] timecost: 71.59, lr: 0.000030, Train: (LOSS: 0.0472, MAE: 0.0472, RMSE: 0.0778, R2: 0.8997), Valid: (LOSS: 0.0530, MAE: 0.0530, RMSE: 0.0814, R2: 0.8954), PNorm: 163.7102, GNorm: 1.0901
[51/299] timecost: 71.39, lr: 0.000030, Train: (LOSS: 0.0482, MAE: 0.0482, RMSE: 0.0781, R2: 0.9023), Valid: (LOSS: 0.0579, MAE: 0.0579, RMSE: 0.0884, R2: 0.8739), PNorm: 163.5546, GNorm: 1.0169
[52/299] timecost: 71.31, lr: 0.000030, Train: (LOSS: 0.0462, MAE: 0.0462, RMSE: 0.0751, R2: 0.9099), Valid: (LOSS: 0.0518, MAE: 0.0518, RMSE: 0.0792, R2: 0.8994), PNorm: 163.3989, GNorm: 1.5729
[53/299] timecost: 70.91, lr: 0.000030, Train: (LOSS: 0.0453, MAE: 0.0453, RMSE: 0.0740, R2: 0.9116), Valid: (LOSS: 0.0591, MAE: 0.0591, RMSE: 0.0843, R2: 0.8834), PNorm: 163.2460, GNorm: 2.3401
[54/299] timecost: 71.36, lr: 0.000030, Train: (LOSS: 0.0445, MAE: 0.0445, RMSE: 0.0726, R2: 0.9157), Valid: (LOSS: 0.0537, MAE: 0.0537, RMSE: 0.0822, R2: 0.8919), PNorm: 163.0926, GNorm: 0.8245
[55/299] timecost: 71.40, lr: 0.000030, Train: (LOSS: 0.0439, MAE: 0.0439, RMSE: 0.0711, R2: 0.9216), Valid: (LOSS: 0.0528, MAE: 0.0528, RMSE: 0.0817, R2: 0.8919), PNorm: 162.9397, GNorm: 1.6646
[56/299] timecost: 71.00, lr: 0.000030, Train: (LOSS: 0.0425, MAE: 0.0425, RMSE: 0.0699, R2: 0.9222), Valid: (LOSS: 0.0541, MAE: 0.0541, RMSE: 0.0825, R2: 0.8897), PNorm: 162.7882, GNorm: 1.3427
[57/299] timecost: 71.44, lr: 0.000030, Train: (LOSS: 0.0421, MAE: 0.0421, RMSE: 0.0704, R2: 0.9187), Valid: (LOSS: 0.0505, MAE: 0.0505, RMSE: 0.0771, R2: 0.9006), PNorm: 162.6375, GNorm: 1.0013
[58/299] timecost: 71.47, lr: 0.000030, Train: (LOSS: 0.0425, MAE: 0.0425, RMSE: 0.0693, R2: 0.9258), Valid: (LOSS: 0.0494, MAE: 0.0494, RMSE: 0.0741, R2: 0.9117), PNorm: 162.4873, GNorm: 1.3734
[59/299] timecost: 70.59, lr: 0.000030, Train: (LOSS: 0.0402, MAE: 0.0402, RMSE: 0.0678, R2: 0.9274), Valid: (LOSS: 0.0531, MAE: 0.0531, RMSE: 0.0814, R2: 0.8928), PNorm: 162.3361, GNorm: 2.0078
[60/299] timecost: 71.40, lr: 0.000030, Train: (LOSS: 0.0394, MAE: 0.0394, RMSE: 0.0656, R2: 0.9326), Valid: (LOSS: 0.0515, MAE: 0.0515, RMSE: 0.0759, R2: 0.9064), PNorm: 162.1872, GNorm: 2.5151
[61/299] timecost: 71.73, lr: 0.000030, Train: (LOSS: 0.0390, MAE: 0.0390, RMSE: 0.0637, R2: 0.9337), Valid: (LOSS: 0.0528, MAE: 0.0528, RMSE: 0.0784, R2: 0.8997), PNorm: 162.0380, GNorm: 1.5147
[62/299] timecost: 70.95, lr: 0.000030, Train: (LOSS: 0.0400, MAE: 0.0400, RMSE: 0.0658, R2: 0.9271), Valid: (LOSS: 0.0498, MAE: 0.0498, RMSE: 0.0761, R2: 0.9087), PNorm: 161.8915, GNorm: 1.1979
[63/299] timecost: 71.11, lr: 0.000030, Train: (LOSS: 0.0389, MAE: 0.0389, RMSE: 0.0641, R2: 0.9285), Valid: (LOSS: 0.0501, MAE: 0.0501, RMSE: 0.0759, R2: 0.9061), PNorm: 161.7433, GNorm: 1.6209
[64/299] timecost: 70.48, lr: 0.000030, Train: (LOSS: 0.0375, MAE: 0.0375, RMSE: 0.0617, R2: 0.9385), Valid: (LOSS: 0.0496, MAE: 0.0496, RMSE: 0.0757, R2: 0.9058), PNorm: 161.5961, GNorm: 1.6060
[65/299] timecost: 71.06, lr: 0.000030, Train: (LOSS: 0.0390, MAE: 0.0390, RMSE: 0.0640, R2: 0.9317), Valid: (LOSS: 0.0488, MAE: 0.0488, RMSE: 0.0734, R2: 0.9118), PNorm: 161.4497, GNorm: 0.9528
[66/299] timecost: 70.84, lr: 0.000030, Train: (LOSS: 0.0369, MAE: 0.0369, RMSE: 0.0607, R2: 0.9410), Valid: (LOSS: 0.0616, MAE: 0.0616, RMSE: 0.0895, R2: 0.8699), PNorm: 161.3034, GNorm: 2.1648
[67/299] timecost: 71.02, lr: 0.000030, Train: (LOSS: 0.0374, MAE: 0.0374, RMSE: 0.0595, R2: 0.9416), Valid: (LOSS: 0.0487, MAE: 0.0487, RMSE: 0.0762, R2: 0.9061), PNorm: 161.1583, GNorm: 1.0637
[68/299] timecost: 71.30, lr: 0.000030, Train: (LOSS: 0.0367, MAE: 0.0367, RMSE: 0.0592, R2: 0.9432), Valid: (LOSS: 0.0494, MAE: 0.0494, RMSE: 0.0738, R2: 0.9115), PNorm: 161.0133, GNorm: 1.4416
[69/299] timecost: 71.38, lr: 0.000030, Train: (LOSS: 0.0360, MAE: 0.0360, RMSE: 0.0588, R2: 0.9432), Valid: (LOSS: 0.0425, MAE: 0.0425, RMSE: 0.0642, R2: 0.9328), PNorm: 160.8681, GNorm: 1.2887
[70/299] timecost: 71.13, lr: 0.000030, Train: (LOSS: 0.0354, MAE: 0.0354, RMSE: 0.0571, R2: 0.9457), Valid: (LOSS: 0.0491, MAE: 0.0491, RMSE: 0.0714, R2: 0.9171), PNorm: 160.7235, GNorm: 1.6951
[71/299] timecost: 71.36, lr: 0.000030, Train: (LOSS: 0.0357, MAE: 0.0357, RMSE: 0.0580, R2: 0.9444), Valid: (LOSS: 0.0464, MAE: 0.0464, RMSE: 0.0705, R2: 0.9182), PNorm: 160.5796, GNorm: 1.1705
[72/299] timecost: 71.02, lr: 0.000030, Train: (LOSS: 0.0354, MAE: 0.0354, RMSE: 0.0562, R2: 0.9474), Valid: (LOSS: 0.0425, MAE: 0.0425, RMSE: 0.0628, R2: 0.9363), PNorm: 160.4356, GNorm: 1.4337
[73/299] timecost: 71.14, lr: 0.000030, Train: (LOSS: 0.0337, MAE: 0.0337, RMSE: 0.0551, R2: 0.9502), Valid: (LOSS: 0.0437, MAE: 0.0437, RMSE: 0.0661, R2: 0.9299), PNorm: 160.2920, GNorm: 1.7305
[74/299] timecost: 71.40, lr: 0.000030, Train: (LOSS: 0.0333, MAE: 0.0333, RMSE: 0.0537, R2: 0.9512), Valid: (LOSS: 0.0467, MAE: 0.0467, RMSE: 0.0707, R2: 0.9171), PNorm: 160.1486, GNorm: 1.9411
[75/299] timecost: 70.84, lr: 0.000030, Train: (LOSS: 0.0325, MAE: 0.0325, RMSE: 0.0523, R2: 0.9552), Valid: (LOSS: 0.0522, MAE: 0.0522, RMSE: 0.0813, R2: 0.8908), PNorm: 160.0057, GNorm: 1.3775
[76/299] timecost: 70.73, lr: 0.000030, Train: (LOSS: 0.0334, MAE: 0.0334, RMSE: 0.0533, R2: 0.9531), Valid: (LOSS: 0.0428, MAE: 0.0428, RMSE: 0.0662, R2: 0.9269), PNorm: 159.8619, GNorm: 0.9166
[77/299] timecost: 70.89, lr: 0.000030, Train: (LOSS: 0.0328, MAE: 0.0328, RMSE: 0.0521, R2: 0.9555), Valid: (LOSS: 0.0459, MAE: 0.0459, RMSE: 0.0666, R2: 0.9287), PNorm: 159.7189, GNorm: 0.9081
[78/299] timecost: 71.20, lr: 0.000030, Train: (LOSS: 0.0336, MAE: 0.0336, RMSE: 0.0551, R2: 0.9521), Valid: (LOSS: 0.0475, MAE: 0.0475, RMSE: 0.0738, R2: 0.9131), PNorm: 159.5779, GNorm: 1.0920
[79/299] timecost: 71.41, lr: 0.000030, Train: (LOSS: 0.0315, MAE: 0.0315, RMSE: 0.0502, R2: 0.9572), Valid: (LOSS: 0.0524, MAE: 0.0524, RMSE: 0.0792, R2: 0.8999), PNorm: 159.4356, GNorm: 1.9034
[80/299] timecost: 70.42, lr: 0.000030, Train: (LOSS: 0.0318, MAE: 0.0318, RMSE: 0.0506, R2: 0.9577), Valid: (LOSS: 0.0441, MAE: 0.0441, RMSE: 0.0653, R2: 0.9313), PNorm: 159.2931, GNorm: 1.3639
[81/299] timecost: 70.82, lr: 0.000030, Train: (LOSS: 0.0321, MAE: 0.0321, RMSE: 0.0520, R2: 0.9564), Valid: (LOSS: 0.0476, MAE: 0.0476, RMSE: 0.0767, R2: 0.9051), PNorm: 159.1515, GNorm: 1.3644
[82/299] timecost: 71.35, lr: 0.000030, Train: (LOSS: 0.0311, MAE: 0.0311, RMSE: 0.0497, R2: 0.9584), Valid: (LOSS: 0.0447, MAE: 0.0447, RMSE: 0.0688, R2: 0.9225), PNorm: 159.0096, GNorm: 0.8749
[83/299] timecost: 70.53, lr: 0.000030, Train: (LOSS: 0.0320, MAE: 0.0320, RMSE: 0.0512, R2: 0.9579), Valid: (LOSS: 0.0477, MAE: 0.0477, RMSE: 0.0724, R2: 0.9155), PNorm: 158.8681, GNorm: 1.1582
[84/299] timecost: 70.72, lr: 0.000030, Train: (LOSS: 0.0309, MAE: 0.0309, RMSE: 0.0496, R2: 0.9593), Valid: (LOSS: 0.0463, MAE: 0.0463, RMSE: 0.0736, R2: 0.9131), PNorm: 158.7263, GNorm: 1.1368
[85/299] timecost: 70.76, lr: 0.000030, Train: (LOSS: 0.0294, MAE: 0.0294, RMSE: 0.0473, R2: 0.9607), Valid: (LOSS: 0.0434, MAE: 0.0434, RMSE: 0.0642, R2: 0.9328), PNorm: 158.5830, GNorm: 1.1515
[86/299] timecost: 70.62, lr: 0.000030, Train: (LOSS: 0.0291, MAE: 0.0291, RMSE: 0.0471, R2: 0.9621), Valid: (LOSS: 0.0461, MAE: 0.0461, RMSE: 0.0737, R2: 0.9124), PNorm: 158.4404, GNorm: 1.1153
[87/299] timecost: 71.24, lr: 0.000030, Train: (LOSS: 0.0290, MAE: 0.0290, RMSE: 0.0466, R2: 0.9628), Valid: (LOSS: 0.0481, MAE: 0.0481, RMSE: 0.0761, R2: 0.9060), PNorm: 158.2972, GNorm: 1.3442
[88/299] timecost: 70.95, lr: 0.000030, Train: (LOSS: 0.0295, MAE: 0.0295, RMSE: 0.0475, R2: 0.9600), Valid: (LOSS: 0.0436, MAE: 0.0436, RMSE: 0.0695, R2: 0.9216), PNorm: 158.1543, GNorm: 1.0602
[89/299] timecost: 71.01, lr: 0.000030, Train: (LOSS: 0.0290, MAE: 0.0290, RMSE: 0.0466, R2: 0.9631), Valid: (LOSS: 0.0442, MAE: 0.0442, RMSE: 0.0713, R2: 0.9184), PNorm: 158.0121, GNorm: 1.4621
Epoch 00091: reducing learning rate of group 0 to 2.7000e-05.
[90/299] timecost: 70.95, lr: 0.000027, Train: (LOSS: 0.0279, MAE: 0.0279, RMSE: 0.0454, R2: 0.9649), Valid: (LOSS: 0.0459, MAE: 0.0459, RMSE: 0.0724, R2: 0.9153), PNorm: 157.8694, GNorm: 0.9358
[91/299] timecost: 70.73, lr: 0.000027, Train: (LOSS: 0.0278, MAE: 0.0278, RMSE: 0.0441, R2: 0.9657), Valid: (LOSS: 0.0442, MAE: 0.0442, RMSE: 0.0686, R2: 0.9243), PNorm: 157.7404, GNorm: 0.9399
[92/299] timecost: 70.58, lr: 0.000027, Train: (LOSS: 0.0278, MAE: 0.0278, RMSE: 0.0442, R2: 0.9674), Valid: (LOSS: 0.0445, MAE: 0.0445, RMSE: 0.0680, R2: 0.9263), PNorm: 157.6107, GNorm: 1.2295
[93/299] timecost: 71.72, lr: 0.000027, Train: (LOSS: 0.0271, MAE: 0.0271, RMSE: 0.0428, R2: 0.9695), Valid: (LOSS: 0.0448, MAE: 0.0448, RMSE: 0.0690, R2: 0.9217), PNorm: 157.4808, GNorm: 1.6037
[94/299] timecost: 71.83, lr: 0.000027, Train: (LOSS: 0.0263, MAE: 0.0263, RMSE: 0.0423, R2: 0.9701), Valid: (LOSS: 0.0406, MAE: 0.0406, RMSE: 0.0616, R2: 0.9390), PNorm: 157.3503, GNorm: 1.1145
[95/299] timecost: 71.81, lr: 0.000027, Train: (LOSS: 0.0264, MAE: 0.0264, RMSE: 0.0422, R2: 0.9698), Valid: (LOSS: 0.0446, MAE: 0.0446, RMSE: 0.0719, R2: 0.9156), PNorm: 157.2191, GNorm: 1.3640
[96/299] timecost: 71.68, lr: 0.000027, Train: (LOSS: 0.0258, MAE: 0.0258, RMSE: 0.0414, R2: 0.9688), Valid: (LOSS: 0.0447, MAE: 0.0447, RMSE: 0.0683, R2: 0.9235), PNorm: 157.0875, GNorm: 1.7582
[97/299] timecost: 71.36, lr: 0.000027, Train: (LOSS: 0.0256, MAE: 0.0256, RMSE: 0.0415, R2: 0.9696), Valid: (LOSS: 0.0434, MAE: 0.0434, RMSE: 0.0665, R2: 0.9267), PNorm: 156.9552, GNorm: 1.5083
[98/299] timecost: 71.20, lr: 0.000027, Train: (LOSS: 0.0258, MAE: 0.0258, RMSE: 0.0405, R2: 0.9713), Valid: (LOSS: 0.0427, MAE: 0.0427, RMSE: 0.0642, R2: 0.9335), PNorm: 156.8233, GNorm: 0.9794
