cuda available with GPU: Tesla V100-PCIE-16GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Not pretrained weights used============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 62.68, lr: 0.000100, Train: (LOSS: 0.2700, MAE: 0.2700, RMSE: 0.3305, R2: -0.6182), Valid: (LOSS: 0.4030, MAE: 0.4030, RMSE: 0.4542, R2: -2.2405), PNorm: 187.0264, GNorm: 0.5000
[11/299] timecost: 58.38, lr: 0.000100, Train: (LOSS: 0.1140, MAE: 0.1140, RMSE: 0.1601, R2: 0.6167), Valid: (LOSS: 0.1093, MAE: 0.1093, RMSE: 0.1570, R2: 0.6138), PNorm: 187.3851, GNorm: 0.4319
[12/299] timecost: 58.96, lr: 0.000100, Train: (LOSS: 0.1059, MAE: 0.1059, RMSE: 0.1505, R2: 0.6652), Valid: (LOSS: 0.1022, MAE: 0.1022, RMSE: 0.1412, R2: 0.6886), PNorm: 187.4199, GNorm: 0.5000
[13/299] timecost: 59.00, lr: 0.000100, Train: (LOSS: 0.1033, MAE: 0.1033, RMSE: 0.1483, R2: 0.6732), Valid: (LOSS: 0.1003, MAE: 0.1003, RMSE: 0.1454, R2: 0.6671), PNorm: 187.4467, GNorm: 0.5000
[14/299] timecost: 59.76, lr: 0.000100, Train: (LOSS: 0.0977, MAE: 0.0977, RMSE: 0.1417, R2: 0.6994), Valid: (LOSS: 0.0906, MAE: 0.0906, RMSE: 0.1347, R2: 0.7185), PNorm: 187.4694, GNorm: 0.5000
[15/299] timecost: 59.58, lr: 0.000100, Train: (LOSS: 0.0952, MAE: 0.0952, RMSE: 0.1407, R2: 0.7068), Valid: (LOSS: 0.0870, MAE: 0.0870, RMSE: 0.1334, R2: 0.7168), PNorm: 187.4890, GNorm: 0.5000
[16/299] timecost: 59.55, lr: 0.000100, Train: (LOSS: 0.0925, MAE: 0.0925, RMSE: 0.1342, R2: 0.7313), Valid: (LOSS: 0.0922, MAE: 0.0922, RMSE: 0.1300, R2: 0.7313), PNorm: 187.5062, GNorm: 0.5000
[17/299] timecost: 59.67, lr: 0.000100, Train: (LOSS: 0.0904, MAE: 0.0904, RMSE: 0.1313, R2: 0.7424), Valid: (LOSS: 0.0839, MAE: 0.0839, RMSE: 0.1244, R2: 0.7573), PNorm: 187.5244, GNorm: 0.5000
[18/299] timecost: 59.48, lr: 0.000100, Train: (LOSS: 0.0846, MAE: 0.0846, RMSE: 0.1232, R2: 0.7640), Valid: (LOSS: 0.0788, MAE: 0.0788, RMSE: 0.1114, R2: 0.8017), PNorm: 187.5438, GNorm: 0.5000
[19/299] timecost: 59.50, lr: 0.000100, Train: (LOSS: 0.0822, MAE: 0.0822, RMSE: 0.1222, R2: 0.7814), Valid: (LOSS: 0.0780, MAE: 0.0780, RMSE: 0.1144, R2: 0.7930), PNorm: 187.5639, GNorm: 0.5000
[20/299] timecost: 59.72, lr: 0.000100, Train: (LOSS: 0.0839, MAE: 0.0839, RMSE: 0.1226, R2: 0.7719), Valid: (LOSS: 0.0819, MAE: 0.0819, RMSE: 0.1180, R2: 0.7815), PNorm: 187.5815, GNorm: 0.5000
[21/299] timecost: 59.62, lr: 0.000100, Train: (LOSS: 0.0796, MAE: 0.0796, RMSE: 0.1182, R2: 0.7848), Valid: (LOSS: 0.0716, MAE: 0.0716, RMSE: 0.1080, R2: 0.8164), PNorm: 187.6006, GNorm: 0.5000
[22/299] timecost: 59.53, lr: 0.000100, Train: (LOSS: 0.0766, MAE: 0.0766, RMSE: 0.1149, R2: 0.8037), Valid: (LOSS: 0.0793, MAE: 0.0793, RMSE: 0.1155, R2: 0.7907), PNorm: 187.6203, GNorm: 0.5000
[23/299] timecost: 59.50, lr: 0.000100, Train: (LOSS: 0.0728, MAE: 0.0728, RMSE: 0.1088, R2: 0.8225), Valid: (LOSS: 0.0817, MAE: 0.0817, RMSE: 0.1194, R2: 0.7750), PNorm: 187.6371, GNorm: 0.5000
[24/299] timecost: 59.34, lr: 0.000100, Train: (LOSS: 0.0705, MAE: 0.0705, RMSE: 0.1077, R2: 0.8188), Valid: (LOSS: 0.0692, MAE: 0.0692, RMSE: 0.1026, R2: 0.8312), PNorm: 187.6561, GNorm: 0.5000
[25/299] timecost: 59.46, lr: 0.000100, Train: (LOSS: 0.0673, MAE: 0.0673, RMSE: 0.1036, R2: 0.8362), Valid: (LOSS: 0.0682, MAE: 0.0682, RMSE: 0.0985, R2: 0.8461), PNorm: 187.6731, GNorm: 0.5000
[26/299] timecost: 59.65, lr: 0.000100, Train: (LOSS: 0.0656, MAE: 0.0656, RMSE: 0.1001, R2: 0.8437), Valid: (LOSS: 0.0612, MAE: 0.0612, RMSE: 0.0911, R2: 0.8690), PNorm: 187.6898, GNorm: 0.5000
[27/299] timecost: 59.59, lr: 0.000100, Train: (LOSS: 0.0609, MAE: 0.0609, RMSE: 0.0928, R2: 0.8640), Valid: (LOSS: 0.0620, MAE: 0.0620, RMSE: 0.0939, R2: 0.8600), PNorm: 187.7051, GNorm: 0.5000
[28/299] timecost: 59.49, lr: 0.000100, Train: (LOSS: 0.0582, MAE: 0.0582, RMSE: 0.0897, R2: 0.8752), Valid: (LOSS: 0.0617, MAE: 0.0617, RMSE: 0.0926, R2: 0.8653), PNorm: 187.7235, GNorm: 0.5000
[29/299] timecost: 59.37, lr: 0.000100, Train: (LOSS: 0.0616, MAE: 0.0616, RMSE: 0.0939, R2: 0.8663), Valid: (LOSS: 0.0669, MAE: 0.0669, RMSE: 0.0974, R2: 0.8470), PNorm: 187.7414, GNorm: 0.5000
[30/299] timecost: 59.93, lr: 0.000100, Train: (LOSS: 0.0578, MAE: 0.0578, RMSE: 0.0885, R2: 0.8813), Valid: (LOSS: 0.0590, MAE: 0.0590, RMSE: 0.0887, R2: 0.8771), PNorm: 187.7566, GNorm: 0.5000
[31/299] timecost: 59.82, lr: 0.000100, Train: (LOSS: 0.0544, MAE: 0.0544, RMSE: 0.0844, R2: 0.8861), Valid: (LOSS: 0.0644, MAE: 0.0644, RMSE: 0.0935, R2: 0.8594), PNorm: 187.7748, GNorm: 0.5000
[32/299] timecost: 58.62, lr: 0.000100, Train: (LOSS: 0.0535, MAE: 0.0535, RMSE: 0.0855, R2: 0.8887), Valid: (LOSS: 0.0567, MAE: 0.0567, RMSE: 0.0828, R2: 0.8906), PNorm: 187.7922, GNorm: 0.5000
[33/299] timecost: 58.39, lr: 0.000100, Train: (LOSS: 0.0523, MAE: 0.0523, RMSE: 0.0817, R2: 0.8963), Valid: (LOSS: 0.0561, MAE: 0.0561, RMSE: 0.0830, R2: 0.8918), PNorm: 187.8101, GNorm: 0.5000
[34/299] timecost: 58.27, lr: 0.000100, Train: (LOSS: 0.0514, MAE: 0.0514, RMSE: 0.0803, R2: 0.9017), Valid: (LOSS: 0.0553, MAE: 0.0553, RMSE: 0.0806, R2: 0.8964), PNorm: 187.8298, GNorm: 0.5000
[35/299] timecost: 59.33, lr: 0.000100, Train: (LOSS: 0.0505, MAE: 0.0505, RMSE: 0.0811, R2: 0.8974), Valid: (LOSS: 0.0511, MAE: 0.0511, RMSE: 0.0744, R2: 0.9126), PNorm: 187.8474, GNorm: 0.5000
[36/299] timecost: 59.81, lr: 0.000100, Train: (LOSS: 0.0466, MAE: 0.0466, RMSE: 0.0740, R2: 0.9164), Valid: (LOSS: 0.0637, MAE: 0.0637, RMSE: 0.0873, R2: 0.8812), PNorm: 187.8595, GNorm: 0.5000
[37/299] timecost: 60.11, lr: 0.000100, Train: (LOSS: 0.0472, MAE: 0.0472, RMSE: 0.0735, R2: 0.9155), Valid: (LOSS: 0.0522, MAE: 0.0522, RMSE: 0.0758, R2: 0.9106), PNorm: 187.8749, GNorm: 0.5000
[38/299] timecost: 60.35, lr: 0.000100, Train: (LOSS: 0.0442, MAE: 0.0442, RMSE: 0.0701, R2: 0.9243), Valid: (LOSS: 0.0500, MAE: 0.0500, RMSE: 0.0689, R2: 0.9245), PNorm: 187.8871, GNorm: 0.5000
[39/299] timecost: 60.60, lr: 0.000100, Train: (LOSS: 0.0459, MAE: 0.0459, RMSE: 0.0722, R2: 0.9183), Valid: (LOSS: 0.0492, MAE: 0.0492, RMSE: 0.0697, R2: 0.9221), PNorm: 187.9029, GNorm: 0.5000
[40/299] timecost: 59.13, lr: 0.000100, Train: (LOSS: 0.0444, MAE: 0.0444, RMSE: 0.0691, R2: 0.9241), Valid: (LOSS: 0.0515, MAE: 0.0515, RMSE: 0.0734, R2: 0.9148), PNorm: 187.9191, GNorm: 0.5000
[41/299] timecost: 58.02, lr: 0.000100, Train: (LOSS: 0.0441, MAE: 0.0441, RMSE: 0.0681, R2: 0.9232), Valid: (LOSS: 0.0496, MAE: 0.0496, RMSE: 0.0685, R2: 0.9255), PNorm: 187.9322, GNorm: 0.5000
[42/299] timecost: 58.09, lr: 0.000100, Train: (LOSS: 0.0436, MAE: 0.0436, RMSE: 0.0685, R2: 0.9232), Valid: (LOSS: 0.0501, MAE: 0.0501, RMSE: 0.0686, R2: 0.9240), PNorm: 187.9474, GNorm: 0.5000
[43/299] timecost: 59.69, lr: 0.000100, Train: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0651, R2: 0.9334), Valid: (LOSS: 0.0459, MAE: 0.0459, RMSE: 0.0672, R2: 0.9276), PNorm: 187.9631, GNorm: 0.5000
[44/299] timecost: 59.21, lr: 0.000100, Train: (LOSS: 0.0415, MAE: 0.0415, RMSE: 0.0639, R2: 0.9339), Valid: (LOSS: 0.0480, MAE: 0.0480, RMSE: 0.0680, R2: 0.9268), PNorm: 187.9773, GNorm: 0.5000
[45/299] timecost: 59.10, lr: 0.000100, Train: (LOSS: 0.0405, MAE: 0.0405, RMSE: 0.0633, R2: 0.9355), Valid: (LOSS: 0.0447, MAE: 0.0447, RMSE: 0.0632, R2: 0.9363), PNorm: 187.9901, GNorm: 0.5000
[46/299] timecost: 59.10, lr: 0.000100, Train: (LOSS: 0.0382, MAE: 0.0382, RMSE: 0.0600, R2: 0.9419), Valid: (LOSS: 0.0457, MAE: 0.0457, RMSE: 0.0650, R2: 0.9332), PNorm: 188.0026, GNorm: 0.5000
[47/299] timecost: 59.31, lr: 0.000100, Train: (LOSS: 0.0395, MAE: 0.0395, RMSE: 0.0616, R2: 0.9424), Valid: (LOSS: 0.0473, MAE: 0.0473, RMSE: 0.0641, R2: 0.9351), PNorm: 188.0172, GNorm: 0.4706
[48/299] timecost: 59.03, lr: 0.000100, Train: (LOSS: 0.0369, MAE: 0.0369, RMSE: 0.0582, R2: 0.9438), Valid: (LOSS: 0.0440, MAE: 0.0440, RMSE: 0.0637, R2: 0.9360), PNorm: 188.0308, GNorm: 0.5000
[49/299] timecost: 58.81, lr: 0.000100, Train: (LOSS: 0.0376, MAE: 0.0376, RMSE: 0.0584, R2: 0.9439), Valid: (LOSS: 0.0472, MAE: 0.0472, RMSE: 0.0653, R2: 0.9328), PNorm: 188.0460, GNorm: 0.5000
[50/299] timecost: 59.07, lr: 0.000100, Train: (LOSS: 0.0373, MAE: 0.0373, RMSE: 0.0581, R2: 0.9462), Valid: (LOSS: 0.0478, MAE: 0.0478, RMSE: 0.0706, R2: 0.9193), PNorm: 188.0605, GNorm: 0.5000
[51/299] timecost: 59.51, lr: 0.000100, Train: (LOSS: 0.0366, MAE: 0.0366, RMSE: 0.0577, R2: 0.9474), Valid: (LOSS: 0.0485, MAE: 0.0485, RMSE: 0.0700, R2: 0.9213), PNorm: 188.0720, GNorm: 0.5000
[52/299] timecost: 59.17, lr: 0.000100, Train: (LOSS: 0.0370, MAE: 0.0370, RMSE: 0.0583, R2: 0.9460), Valid: (LOSS: 0.0446, MAE: 0.0446, RMSE: 0.0628, R2: 0.9381), PNorm: 188.0839, GNorm: 0.4097
[53/299] timecost: 59.16, lr: 0.000100, Train: (LOSS: 0.0356, MAE: 0.0356, RMSE: 0.0555, R2: 0.9513), Valid: (LOSS: 0.0518, MAE: 0.0518, RMSE: 0.0742, R2: 0.9110), PNorm: 188.0964, GNorm: 0.4239
[54/299] timecost: 59.21, lr: 0.000100, Train: (LOSS: 0.0341, MAE: 0.0341, RMSE: 0.0534, R2: 0.9554), Valid: (LOSS: 0.0457, MAE: 0.0457, RMSE: 0.0669, R2: 0.9269), PNorm: 188.1118, GNorm: 0.5000
[55/299] timecost: 59.67, lr: 0.000100, Train: (LOSS: 0.0344, MAE: 0.0344, RMSE: 0.0537, R2: 0.9546), Valid: (LOSS: 0.0462, MAE: 0.0462, RMSE: 0.0644, R2: 0.9342), PNorm: 188.1257, GNorm: 0.5000
[56/299] timecost: 58.77, lr: 0.000100, Train: (LOSS: 0.0332, MAE: 0.0332, RMSE: 0.0524, R2: 0.9556), Valid: (LOSS: 0.0449, MAE: 0.0449, RMSE: 0.0656, R2: 0.9300), PNorm: 188.1401, GNorm: 0.4792
[57/299] timecost: 58.36, lr: 0.000100, Train: (LOSS: 0.0330, MAE: 0.0330, RMSE: 0.0520, R2: 0.9561), Valid: (LOSS: 0.0460, MAE: 0.0460, RMSE: 0.0636, R2: 0.9364), PNorm: 188.1511, GNorm: 0.5000
[58/299] timecost: 58.69, lr: 0.000100, Train: (LOSS: 0.0322, MAE: 0.0322, RMSE: 0.0510, R2: 0.9577), Valid: (LOSS: 0.0426, MAE: 0.0426, RMSE: 0.0608, R2: 0.9421), PNorm: 188.1628, GNorm: 0.5000
[59/299] timecost: 58.58, lr: 0.000100, Train: (LOSS: 0.0308, MAE: 0.0308, RMSE: 0.0486, R2: 0.9616), Valid: (LOSS: 0.0430, MAE: 0.0430, RMSE: 0.0610, R2: 0.9413), PNorm: 188.1754, GNorm: 0.4344
[60/299] timecost: 58.86, lr: 0.000100, Train: (LOSS: 0.0311, MAE: 0.0311, RMSE: 0.0481, R2: 0.9609), Valid: (LOSS: 0.0427, MAE: 0.0427, RMSE: 0.0625, R2: 0.9360), PNorm: 188.1889, GNorm: 0.5000
[61/299] timecost: 59.11, lr: 0.000100, Train: (LOSS: 0.0326, MAE: 0.0326, RMSE: 0.0503, R2: 0.9595), Valid: (LOSS: 0.0414, MAE: 0.0414, RMSE: 0.0605, R2: 0.9418), PNorm: 188.2021, GNorm: 0.5000
[62/299] timecost: 58.61, lr: 0.000100, Train: (LOSS: 0.0302, MAE: 0.0302, RMSE: 0.0475, R2: 0.9625), Valid: (LOSS: 0.0399, MAE: 0.0399, RMSE: 0.0572, R2: 0.9488), PNorm: 188.2161, GNorm: 0.5000
[63/299] timecost: 59.12, lr: 0.000100, Train: (LOSS: 0.0305, MAE: 0.0305, RMSE: 0.0473, R2: 0.9632), Valid: (LOSS: 0.0411, MAE: 0.0411, RMSE: 0.0592, R2: 0.9452), PNorm: 188.2258, GNorm: 0.5000
[64/299] timecost: 58.68, lr: 0.000100, Train: (LOSS: 0.0286, MAE: 0.0286, RMSE: 0.0451, R2: 0.9669), Valid: (LOSS: 0.0418, MAE: 0.0418, RMSE: 0.0606, R2: 0.9414), PNorm: 188.2395, GNorm: 0.5000
[65/299] timecost: 58.87, lr: 0.000100, Train: (LOSS: 0.0299, MAE: 0.0299, RMSE: 0.0464, R2: 0.9658), Valid: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0590, R2: 0.9447), PNorm: 188.2545, GNorm: 0.3941
[66/299] timecost: 58.90, lr: 0.000100, Train: (LOSS: 0.0287, MAE: 0.0287, RMSE: 0.0438, R2: 0.9693), Valid: (LOSS: 0.0409, MAE: 0.0409, RMSE: 0.0599, R2: 0.9423), PNorm: 188.2663, GNorm: 0.4909
[67/299] timecost: 60.30, lr: 0.000100, Train: (LOSS: 0.0289, MAE: 0.0289, RMSE: 0.0446, R2: 0.9675), Valid: (LOSS: 0.0395, MAE: 0.0395, RMSE: 0.0576, R2: 0.9467), PNorm: 188.2795, GNorm: 0.5000
[68/299] timecost: 60.37, lr: 0.000100, Train: (LOSS: 0.0277, MAE: 0.0277, RMSE: 0.0430, R2: 0.9708), Valid: (LOSS: 0.0411, MAE: 0.0411, RMSE: 0.0601, R2: 0.9428), PNorm: 188.2919, GNorm: 0.5000
[69/299] timecost: 59.29, lr: 0.000100, Train: (LOSS: 0.0271, MAE: 0.0271, RMSE: 0.0413, R2: 0.9723), Valid: (LOSS: 0.0418, MAE: 0.0418, RMSE: 0.0600, R2: 0.9426), PNorm: 188.3034, GNorm: 0.5000
[70/299] timecost: 59.55, lr: 0.000100, Train: (LOSS: 0.0274, MAE: 0.0274, RMSE: 0.0424, R2: 0.9716), Valid: (LOSS: 0.0436, MAE: 0.0436, RMSE: 0.0650, R2: 0.9328), PNorm: 188.3161, GNorm: 0.4707
[71/299] timecost: 59.49, lr: 0.000100, Train: (LOSS: 0.0271, MAE: 0.0271, RMSE: 0.0418, R2: 0.9720), Valid: (LOSS: 0.0419, MAE: 0.0419, RMSE: 0.0611, R2: 0.9387), PNorm: 188.3295, GNorm: 0.5000
[72/299] timecost: 59.36, lr: 0.000100, Train: (LOSS: 0.0265, MAE: 0.0265, RMSE: 0.0408, R2: 0.9738), Valid: (LOSS: 0.0423, MAE: 0.0423, RMSE: 0.0607, R2: 0.9416), PNorm: 188.3436, GNorm: 0.4131
[73/299] timecost: 59.27, lr: 0.000100, Train: (LOSS: 0.0263, MAE: 0.0263, RMSE: 0.0407, R2: 0.9729), Valid: (LOSS: 0.0421, MAE: 0.0421, RMSE: 0.0627, R2: 0.9359), PNorm: 188.3549, GNorm: 0.4617
[74/299] timecost: 59.15, lr: 0.000100, Train: (LOSS: 0.0255, MAE: 0.0255, RMSE: 0.0397, R2: 0.9730), Valid: (LOSS: 0.0417, MAE: 0.0417, RMSE: 0.0618, R2: 0.9390), PNorm: 188.3700, GNorm: 0.5000
[75/299] timecost: 58.04, lr: 0.000100, Train: (LOSS: 0.0251, MAE: 0.0251, RMSE: 0.0392, R2: 0.9742), Valid: (LOSS: 0.0412, MAE: 0.0412, RMSE: 0.0610, R2: 0.9401), PNorm: 188.3811, GNorm: 0.4857
[76/299] timecost: 58.80, lr: 0.000100, Train: (LOSS: 0.0251, MAE: 0.0251, RMSE: 0.0385, R2: 0.9754), Valid: (LOSS: 0.0417, MAE: 0.0417, RMSE: 0.0607, R2: 0.9413), PNorm: 188.3919, GNorm: 0.5000
[77/299] timecost: 59.58, lr: 0.000100, Train: (LOSS: 0.0243, MAE: 0.0243, RMSE: 0.0379, R2: 0.9767), Valid: (LOSS: 0.0421, MAE: 0.0421, RMSE: 0.0619, R2: 0.9401), PNorm: 188.4038, GNorm: 0.5000
[78/299] timecost: 61.04, lr: 0.000100, Train: (LOSS: 0.0251, MAE: 0.0251, RMSE: 0.0386, R2: 0.9753), Valid: (LOSS: 0.0430, MAE: 0.0430, RMSE: 0.0614, R2: 0.9402), PNorm: 188.4172, GNorm: 0.5000
[79/299] timecost: 62.30, lr: 0.000100, Train: (LOSS: 0.0243, MAE: 0.0243, RMSE: 0.0376, R2: 0.9757), Valid: (LOSS: 0.0404, MAE: 0.0404, RMSE: 0.0589, R2: 0.9444), PNorm: 188.4263, GNorm: 0.4773
[80/299] timecost: 62.32, lr: 0.000100, Train: (LOSS: 0.0236, MAE: 0.0236, RMSE: 0.0367, R2: 0.9767), Valid: (LOSS: 0.0390, MAE: 0.0390, RMSE: 0.0577, R2: 0.9460), PNorm: 188.4385, GNorm: 0.4489
[81/299] timecost: 62.34, lr: 0.000100, Train: (LOSS: 0.0248, MAE: 0.0248, RMSE: 0.0381, R2: 0.9762), Valid: (LOSS: 0.0400, MAE: 0.0400, RMSE: 0.0595, R2: 0.9442), PNorm: 188.4524, GNorm: 0.4952
[82/299] timecost: 62.24, lr: 0.000100, Train: (LOSS: 0.0244, MAE: 0.0244, RMSE: 0.0377, R2: 0.9760), Valid: (LOSS: 0.0397, MAE: 0.0397, RMSE: 0.0579, R2: 0.9469), PNorm: 188.4645, GNorm: 0.4816
[83/299] timecost: 62.31, lr: 0.000100, Train: (LOSS: 0.0240, MAE: 0.0240, RMSE: 0.0376, R2: 0.9771), Valid: (LOSS: 0.0401, MAE: 0.0401, RMSE: 0.0587, R2: 0.9448), PNorm: 188.4765, GNorm: 0.5000
[84/299] timecost: 60.69, lr: 0.000100, Train: (LOSS: 0.0224, MAE: 0.0224, RMSE: 0.0352, R2: 0.9786), Valid: (LOSS: 0.0415, MAE: 0.0415, RMSE: 0.0601, R2: 0.9432), PNorm: 188.4872, GNorm: 0.4810
[85/299] timecost: 59.29, lr: 0.000100, Train: (LOSS: 0.0239, MAE: 0.0239, RMSE: 0.0371, R2: 0.9778), Valid: (LOSS: 0.0420, MAE: 0.0420, RMSE: 0.0622, R2: 0.9383), PNorm: 188.4973, GNorm: 0.4912
[86/299] timecost: 59.16, lr: 0.000100, Train: (LOSS: 0.0223, MAE: 0.0223, RMSE: 0.0347, R2: 0.9807), Valid: (LOSS: 0.0403, MAE: 0.0403, RMSE: 0.0598, R2: 0.9439), PNorm: 188.5084, GNorm: 0.4365
[87/299] timecost: 59.61, lr: 0.000100, Train: (LOSS: 0.0226, MAE: 0.0226, RMSE: 0.0358, R2: 0.9787), Valid: (LOSS: 0.0406, MAE: 0.0406, RMSE: 0.0591, R2: 0.9452), PNorm: 188.5209, GNorm: 0.5000
[88/299] timecost: 59.19, lr: 0.000100, Train: (LOSS: 0.0221, MAE: 0.0221, RMSE: 0.0349, R2: 0.9790), Valid: (LOSS: 0.0405, MAE: 0.0405, RMSE: 0.0590, R2: 0.9437), PNorm: 188.5331, GNorm: 0.5000
[89/299] timecost: 59.42, lr: 0.000100, Train: (LOSS: 0.0226, MAE: 0.0226, RMSE: 0.0353, R2: 0.9797), Valid: (LOSS: 0.0408, MAE: 0.0408, RMSE: 0.0604, R2: 0.9421), PNorm: 188.5469, GNorm: 0.4927
[90/299] timecost: 58.88, lr: 0.000100, Train: (LOSS: 0.0226, MAE: 0.0226, RMSE: 0.0352, R2: 0.9797), Valid: (LOSS: 0.0392, MAE: 0.0392, RMSE: 0.0581, R2: 0.9469), PNorm: 188.5579, GNorm: 0.3506
[91/299] timecost: 59.61, lr: 0.000100, Train: (LOSS: 0.0217, MAE: 0.0217, RMSE: 0.0340, R2: 0.9804), Valid: (LOSS: 0.0388, MAE: 0.0388, RMSE: 0.0572, R2: 0.9483), PNorm: 188.5700, GNorm: 0.4742
[92/299] timecost: 59.14, lr: 0.000100, Train: (LOSS: 0.0212, MAE: 0.0212, RMSE: 0.0329, R2: 0.9815), Valid: (LOSS: 0.0401, MAE: 0.0401, RMSE: 0.0588, R2: 0.9449), PNorm: 188.5812, GNorm: 0.5000
[93/299] timecost: 59.60, lr: 0.000100, Train: (LOSS: 0.0222, MAE: 0.0222, RMSE: 0.0346, R2: 0.9790), Valid: (LOSS: 0.0395, MAE: 0.0395, RMSE: 0.0585, R2: 0.9454), PNorm: 188.5962, GNorm: 0.3854
[94/299] timecost: 59.03, lr: 0.000100, Train: (LOSS: 0.0214, MAE: 0.0214, RMSE: 0.0332, R2: 0.9806), Valid: (LOSS: 0.0394, MAE: 0.0394, RMSE: 0.0572, R2: 0.9479), PNorm: 188.6073, GNorm: 0.5000
[95/299] timecost: 60.95, lr: 0.000100, Train: (LOSS: 0.0219, MAE: 0.0219, RMSE: 0.0345, R2: 0.9807), Valid: (LOSS: 0.0396, MAE: 0.0396, RMSE: 0.0588, R2: 0.9453), PNorm: 188.6199, GNorm: 0.5000
Epoch 00097: reducing learning rate of group 0 to 8.5000e-05.
[96/299] timecost: 59.15, lr: 0.000085, Train: (LOSS: 0.0211, MAE: 0.0211, RMSE: 0.0327, R2: 0.9814), Valid: (LOSS: 0.0402, MAE: 0.0402, RMSE: 0.0607, R2: 0.9411), PNorm: 188.6335, GNorm: 0.5000
[97/299] timecost: 58.07, lr: 0.000085, Train: (LOSS: 0.0202, MAE: 0.0202, RMSE: 0.0321, R2: 0.9830), Valid: (LOSS: 0.0381, MAE: 0.0381, RMSE: 0.0577, R2: 0.9475), PNorm: 188.6403, GNorm: 0.4673
[98/299] timecost: 58.35, lr: 0.000085, Train: (LOSS: 0.0190, MAE: 0.0190, RMSE: 0.0308, R2: 0.9846), Valid: (LOSS: 0.0409, MAE: 0.0409, RMSE: 0.0615, R2: 0.9388), PNorm: 188.6515, GNorm: 0.5000
