cuda available with GPU: Tesla V100-PCIE-16GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Not pretrained weights used============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 61.10, lr: 0.000100, Train: (LOSS: 0.2105, MAE: 0.2105, RMSE: 0.2578, R2: 0.0304), Valid: (LOSS: 0.1757, MAE: 0.1757, RMSE: 0.2297, R2: 0.2844), PNorm: 187.0395, GNorm: 0.5000
[20/299] timecost: 58.76, lr: 0.000100, Train: (LOSS: 0.0778, MAE: 0.0778, RMSE: 0.1160, R2: 0.7994), Valid: (LOSS: 0.0779, MAE: 0.0779, RMSE: 0.1154, R2: 0.8113), PNorm: 187.5149, GNorm: 0.5000
[21/299] timecost: 58.83, lr: 0.000100, Train: (LOSS: 0.0735, MAE: 0.0735, RMSE: 0.1093, R2: 0.8081), Valid: (LOSS: 0.0738, MAE: 0.0738, RMSE: 0.1109, R2: 0.8240), PNorm: 187.5370, GNorm: 0.5000
[22/299] timecost: 62.38, lr: 0.000100, Train: (LOSS: 0.0675, MAE: 0.0675, RMSE: 0.1019, R2: 0.8387), Valid: (LOSS: 0.0688, MAE: 0.0688, RMSE: 0.1052, R2: 0.8340), PNorm: 187.5563, GNorm: 0.5000
[23/299] timecost: 60.53, lr: 0.000100, Train: (LOSS: 0.0636, MAE: 0.0636, RMSE: 0.0978, R2: 0.8528), Valid: (LOSS: 0.0696, MAE: 0.0696, RMSE: 0.1039, R2: 0.8534), PNorm: 187.5741, GNorm: 0.4358
[24/299] timecost: 60.35, lr: 0.000100, Train: (LOSS: 0.0584, MAE: 0.0584, RMSE: 0.0882, R2: 0.8770), Valid: (LOSS: 0.0749, MAE: 0.0749, RMSE: 0.1103, R2: 0.8319), PNorm: 187.5935, GNorm: 0.5000
[25/299] timecost: 59.69, lr: 0.000100, Train: (LOSS: 0.0586, MAE: 0.0586, RMSE: 0.0916, R2: 0.8677), Valid: (LOSS: 0.0635, MAE: 0.0635, RMSE: 0.0971, R2: 0.8694), PNorm: 187.6154, GNorm: 0.5000
[26/299] timecost: 59.29, lr: 0.000100, Train: (LOSS: 0.0552, MAE: 0.0552, RMSE: 0.0857, R2: 0.8831), Valid: (LOSS: 0.0673, MAE: 0.0673, RMSE: 0.1060, R2: 0.8340), PNorm: 187.6334, GNorm: 0.5000
[27/299] timecost: 59.62, lr: 0.000100, Train: (LOSS: 0.0531, MAE: 0.0531, RMSE: 0.0821, R2: 0.8909), Valid: (LOSS: 0.0568, MAE: 0.0568, RMSE: 0.0924, R2: 0.8698), PNorm: 187.6489, GNorm: 0.5000
[28/299] timecost: 60.85, lr: 0.000100, Train: (LOSS: 0.0529, MAE: 0.0529, RMSE: 0.0831, R2: 0.8891), Valid: (LOSS: 0.0567, MAE: 0.0567, RMSE: 0.0931, R2: 0.8696), PNorm: 187.6659, GNorm: 0.5000
[29/299] timecost: 60.87, lr: 0.000100, Train: (LOSS: 0.0514, MAE: 0.0514, RMSE: 0.0787, R2: 0.9032), Valid: (LOSS: 0.0554, MAE: 0.0554, RMSE: 0.0924, R2: 0.8691), PNorm: 187.6833, GNorm: 0.4698
[30/299] timecost: 59.77, lr: 0.000100, Train: (LOSS: 0.0483, MAE: 0.0483, RMSE: 0.0754, R2: 0.9064), Valid: (LOSS: 0.0584, MAE: 0.0584, RMSE: 0.0912, R2: 0.8784), PNorm: 187.7007, GNorm: 0.5000
[31/299] timecost: 58.95, lr: 0.000100, Train: (LOSS: 0.0466, MAE: 0.0466, RMSE: 0.0740, R2: 0.9084), Valid: (LOSS: 0.0582, MAE: 0.0582, RMSE: 0.0961, R2: 0.8644), PNorm: 187.7173, GNorm: 0.5000
[32/299] timecost: 58.55, lr: 0.000100, Train: (LOSS: 0.0459, MAE: 0.0459, RMSE: 0.0720, R2: 0.9128), Valid: (LOSS: 0.0565, MAE: 0.0565, RMSE: 0.0899, R2: 0.8819), PNorm: 187.7321, GNorm: 0.5000
[33/299] timecost: 60.27, lr: 0.000100, Train: (LOSS: 0.0445, MAE: 0.0445, RMSE: 0.0699, R2: 0.9245), Valid: (LOSS: 0.0548, MAE: 0.0548, RMSE: 0.0869, R2: 0.8939), PNorm: 187.7485, GNorm: 0.5000
[34/299] timecost: 59.79, lr: 0.000100, Train: (LOSS: 0.0461, MAE: 0.0461, RMSE: 0.0717, R2: 0.9157), Valid: (LOSS: 0.0533, MAE: 0.0533, RMSE: 0.0829, R2: 0.9039), PNorm: 187.7630, GNorm: 0.4871
[35/299] timecost: 59.35, lr: 0.000100, Train: (LOSS: 0.0420, MAE: 0.0420, RMSE: 0.0668, R2: 0.9290), Valid: (LOSS: 0.0530, MAE: 0.0530, RMSE: 0.0873, R2: 0.8830), PNorm: 187.7767, GNorm: 0.5000
[36/299] timecost: 59.48, lr: 0.000100, Train: (LOSS: 0.0412, MAE: 0.0412, RMSE: 0.0637, R2: 0.9346), Valid: (LOSS: 0.0546, MAE: 0.0546, RMSE: 0.0824, R2: 0.9031), PNorm: 187.7904, GNorm: 0.4448
[37/299] timecost: 59.71, lr: 0.000100, Train: (LOSS: 0.0405, MAE: 0.0405, RMSE: 0.0636, R2: 0.9370), Valid: (LOSS: 0.0528, MAE: 0.0528, RMSE: 0.0809, R2: 0.9097), PNorm: 187.8062, GNorm: 0.4733
[38/299] timecost: 59.65, lr: 0.000100, Train: (LOSS: 0.0398, MAE: 0.0398, RMSE: 0.0627, R2: 0.9349), Valid: (LOSS: 0.0493, MAE: 0.0493, RMSE: 0.0763, R2: 0.9183), PNorm: 187.8222, GNorm: 0.5000
[39/299] timecost: 59.46, lr: 0.000100, Train: (LOSS: 0.0389, MAE: 0.0389, RMSE: 0.0610, R2: 0.9414), Valid: (LOSS: 0.0521, MAE: 0.0521, RMSE: 0.0807, R2: 0.9048), PNorm: 187.8361, GNorm: 0.5000
[40/299] timecost: 59.23, lr: 0.000100, Train: (LOSS: 0.0386, MAE: 0.0386, RMSE: 0.0616, R2: 0.9382), Valid: (LOSS: 0.0463, MAE: 0.0463, RMSE: 0.0732, R2: 0.9248), PNorm: 187.8506, GNorm: 0.4915
[41/299] timecost: 61.83, lr: 0.000100, Train: (LOSS: 0.0374, MAE: 0.0374, RMSE: 0.0587, R2: 0.9438), Valid: (LOSS: 0.0530, MAE: 0.0530, RMSE: 0.0879, R2: 0.8854), PNorm: 187.8623, GNorm: 0.3987
[42/299] timecost: 62.43, lr: 0.000100, Train: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0588, R2: 0.9453), Valid: (LOSS: 0.0466, MAE: 0.0466, RMSE: 0.0715, R2: 0.9284), PNorm: 187.8764, GNorm: 0.4577
[43/299] timecost: 62.21, lr: 0.000100, Train: (LOSS: 0.0362, MAE: 0.0362, RMSE: 0.0568, R2: 0.9497), Valid: (LOSS: 0.0476, MAE: 0.0476, RMSE: 0.0782, R2: 0.9063), PNorm: 187.8899, GNorm: 0.5000
[44/299] timecost: 62.31, lr: 0.000100, Train: (LOSS: 0.0351, MAE: 0.0351, RMSE: 0.0550, R2: 0.9508), Valid: (LOSS: 0.0479, MAE: 0.0479, RMSE: 0.0760, R2: 0.9197), PNorm: 187.9023, GNorm: 0.4013
[45/299] timecost: 62.33, lr: 0.000100, Train: (LOSS: 0.0337, MAE: 0.0337, RMSE: 0.0530, R2: 0.9550), Valid: (LOSS: 0.0477, MAE: 0.0477, RMSE: 0.0736, R2: 0.9244), PNorm: 187.9139, GNorm: 0.5000
[46/299] timecost: 62.32, lr: 0.000100, Train: (LOSS: 0.0336, MAE: 0.0336, RMSE: 0.0527, R2: 0.9556), Valid: (LOSS: 0.0515, MAE: 0.0515, RMSE: 0.0851, R2: 0.8873), PNorm: 187.9280, GNorm: 0.5000
[47/299] timecost: 62.40, lr: 0.000100, Train: (LOSS: 0.0337, MAE: 0.0337, RMSE: 0.0519, R2: 0.9541), Valid: (LOSS: 0.0446, MAE: 0.0446, RMSE: 0.0702, R2: 0.9283), PNorm: 187.9417, GNorm: 0.4763
[48/299] timecost: 62.24, lr: 0.000100, Train: (LOSS: 0.0331, MAE: 0.0331, RMSE: 0.0519, R2: 0.9560), Valid: (LOSS: 0.0481, MAE: 0.0481, RMSE: 0.0758, R2: 0.9171), PNorm: 187.9521, GNorm: 0.5000
[49/299] timecost: 62.27, lr: 0.000100, Train: (LOSS: 0.0335, MAE: 0.0335, RMSE: 0.0519, R2: 0.9549), Valid: (LOSS: 0.0496, MAE: 0.0496, RMSE: 0.0775, R2: 0.9152), PNorm: 187.9668, GNorm: 0.5000
[50/299] timecost: 62.28, lr: 0.000100, Train: (LOSS: 0.0328, MAE: 0.0328, RMSE: 0.0502, R2: 0.9586), Valid: (LOSS: 0.0469, MAE: 0.0469, RMSE: 0.0718, R2: 0.9251), PNorm: 187.9777, GNorm: 0.5000
[51/299] timecost: 62.18, lr: 0.000100, Train: (LOSS: 0.0315, MAE: 0.0315, RMSE: 0.0484, R2: 0.9616), Valid: (LOSS: 0.0489, MAE: 0.0489, RMSE: 0.0760, R2: 0.9168), PNorm: 187.9902, GNorm: 0.5000
[52/299] timecost: 62.43, lr: 0.000100, Train: (LOSS: 0.0305, MAE: 0.0305, RMSE: 0.0474, R2: 0.9635), Valid: (LOSS: 0.0489, MAE: 0.0489, RMSE: 0.0764, R2: 0.9189), PNorm: 188.0040, GNorm: 0.4641
[53/299] timecost: 62.35, lr: 0.000100, Train: (LOSS: 0.0307, MAE: 0.0307, RMSE: 0.0480, R2: 0.9625), Valid: (LOSS: 0.0450, MAE: 0.0450, RMSE: 0.0737, R2: 0.9219), PNorm: 188.0163, GNorm: 0.5000
[54/299] timecost: 61.40, lr: 0.000100, Train: (LOSS: 0.0303, MAE: 0.0303, RMSE: 0.0468, R2: 0.9619), Valid: (LOSS: 0.0481, MAE: 0.0481, RMSE: 0.0785, R2: 0.9102), PNorm: 188.0279, GNorm: 0.5000
[55/299] timecost: 58.92, lr: 0.000100, Train: (LOSS: 0.0300, MAE: 0.0300, RMSE: 0.0475, R2: 0.9625), Valid: (LOSS: 0.0477, MAE: 0.0477, RMSE: 0.0759, R2: 0.9185), PNorm: 188.0414, GNorm: 0.4992
[56/299] timecost: 59.78, lr: 0.000100, Train: (LOSS: 0.0293, MAE: 0.0293, RMSE: 0.0461, R2: 0.9652), Valid: (LOSS: 0.0463, MAE: 0.0463, RMSE: 0.0752, R2: 0.9205), PNorm: 188.0538, GNorm: 0.4904
[57/299] timecost: 59.99, lr: 0.000100, Train: (LOSS: 0.0292, MAE: 0.0292, RMSE: 0.0457, R2: 0.9663), Valid: (LOSS: 0.0472, MAE: 0.0472, RMSE: 0.0735, R2: 0.9231), PNorm: 188.0669, GNorm: 0.3908
[58/299] timecost: 59.32, lr: 0.000100, Train: (LOSS: 0.0281, MAE: 0.0281, RMSE: 0.0439, R2: 0.9673), Valid: (LOSS: 0.0487, MAE: 0.0487, RMSE: 0.0763, R2: 0.9133), PNorm: 188.0807, GNorm: 0.5000
[59/299] timecost: 60.36, lr: 0.000100, Train: (LOSS: 0.0289, MAE: 0.0289, RMSE: 0.0457, R2: 0.9629), Valid: (LOSS: 0.0477, MAE: 0.0477, RMSE: 0.0738, R2: 0.9236), PNorm: 188.0921, GNorm: 0.4716
[60/299] timecost: 60.13, lr: 0.000100, Train: (LOSS: 0.0276, MAE: 0.0276, RMSE: 0.0432, R2: 0.9690), Valid: (LOSS: 0.0473, MAE: 0.0473, RMSE: 0.0718, R2: 0.9265), PNorm: 188.1029, GNorm: 0.4723
[61/299] timecost: 60.69, lr: 0.000100, Train: (LOSS: 0.0285, MAE: 0.0285, RMSE: 0.0448, R2: 0.9671), Valid: (LOSS: 0.0451, MAE: 0.0451, RMSE: 0.0708, R2: 0.9294), PNorm: 188.1136, GNorm: 0.5000
[62/299] timecost: 58.99, lr: 0.000100, Train: (LOSS: 0.0273, MAE: 0.0273, RMSE: 0.0430, R2: 0.9690), Valid: (LOSS: 0.0476, MAE: 0.0476, RMSE: 0.0756, R2: 0.9175), PNorm: 188.1263, GNorm: 0.5000
Epoch 00064: reducing learning rate of group 0 to 8.5000e-05.
[63/299] timecost: 58.84, lr: 0.000085, Train: (LOSS: 0.0276, MAE: 0.0276, RMSE: 0.0430, R2: 0.9693), Valid: (LOSS: 0.0500, MAE: 0.0500, RMSE: 0.0776, R2: 0.9137), PNorm: 188.1360, GNorm: 0.4461
[64/299] timecost: 59.08, lr: 0.000085, Train: (LOSS: 0.0264, MAE: 0.0264, RMSE: 0.0418, R2: 0.9705), Valid: (LOSS: 0.0464, MAE: 0.0464, RMSE: 0.0731, R2: 0.9233), PNorm: 188.1461, GNorm: 0.5000
[65/299] timecost: 60.95, lr: 0.000085, Train: (LOSS: 0.0257, MAE: 0.0257, RMSE: 0.0402, R2: 0.9728), Valid: (LOSS: 0.0452, MAE: 0.0452, RMSE: 0.0729, R2: 0.9259), PNorm: 188.1541, GNorm: 0.4641
[66/299] timecost: 60.73, lr: 0.000085, Train: (LOSS: 0.0244, MAE: 0.0244, RMSE: 0.0390, R2: 0.9715), Valid: (LOSS: 0.0463, MAE: 0.0463, RMSE: 0.0753, R2: 0.9174), PNorm: 188.1602, GNorm: 0.5000
[67/299] timecost: 59.00, lr: 0.000085, Train: (LOSS: 0.0242, MAE: 0.0242, RMSE: 0.0394, R2: 0.9742), Valid: (LOSS: 0.0471, MAE: 0.0471, RMSE: 0.0764, R2: 0.9165), PNorm: 188.1697, GNorm: 0.4997
[68/299] timecost: 58.88, lr: 0.000085, Train: (LOSS: 0.0245, MAE: 0.0245, RMSE: 0.0393, R2: 0.9725), Valid: (LOSS: 0.0464, MAE: 0.0464, RMSE: 0.0763, R2: 0.9181), PNorm: 188.1774, GNorm: 0.5000
[69/299] timecost: 58.65, lr: 0.000085, Train: (LOSS: 0.0240, MAE: 0.0240, RMSE: 0.0380, R2: 0.9747), Valid: (LOSS: 0.0424, MAE: 0.0424, RMSE: 0.0683, R2: 0.9321), PNorm: 188.1877, GNorm: 0.3995
[70/299] timecost: 59.54, lr: 0.000085, Train: (LOSS: 0.0234, MAE: 0.0234, RMSE: 0.0378, R2: 0.9749), Valid: (LOSS: 0.0444, MAE: 0.0444, RMSE: 0.0719, R2: 0.9260), PNorm: 188.1951, GNorm: 0.5000
[71/299] timecost: 59.33, lr: 0.000085, Train: (LOSS: 0.0229, MAE: 0.0229, RMSE: 0.0363, R2: 0.9773), Valid: (LOSS: 0.0434, MAE: 0.0434, RMSE: 0.0694, R2: 0.9305), PNorm: 188.2040, GNorm: 0.4760
[72/299] timecost: 59.55, lr: 0.000085, Train: (LOSS: 0.0238, MAE: 0.0238, RMSE: 0.0372, R2: 0.9743), Valid: (LOSS: 0.0443, MAE: 0.0443, RMSE: 0.0691, R2: 0.9302), PNorm: 188.2142, GNorm: 0.5000
[73/299] timecost: 58.81, lr: 0.000085, Train: (LOSS: 0.0220, MAE: 0.0220, RMSE: 0.0352, R2: 0.9784), Valid: (LOSS: 0.0444, MAE: 0.0444, RMSE: 0.0711, R2: 0.9267), PNorm: 188.2217, GNorm: 0.4440
[74/299] timecost: 58.85, lr: 0.000085, Train: (LOSS: 0.0226, MAE: 0.0226, RMSE: 0.0361, R2: 0.9770), Valid: (LOSS: 0.0480, MAE: 0.0480, RMSE: 0.0752, R2: 0.9205), PNorm: 188.2287, GNorm: 0.4294
[75/299] timecost: 58.64, lr: 0.000085, Train: (LOSS: 0.0236, MAE: 0.0236, RMSE: 0.0375, R2: 0.9765), Valid: (LOSS: 0.0467, MAE: 0.0467, RMSE: 0.0744, R2: 0.9212), PNorm: 188.2403, GNorm: 0.5000
[76/299] timecost: 58.54, lr: 0.000085, Train: (LOSS: 0.0229, MAE: 0.0229, RMSE: 0.0367, R2: 0.9749), Valid: (LOSS: 0.0472, MAE: 0.0472, RMSE: 0.0761, R2: 0.9166), PNorm: 188.2496, GNorm: 0.5000
[77/299] timecost: 58.72, lr: 0.000085, Train: (LOSS: 0.0224, MAE: 0.0224, RMSE: 0.0359, R2: 0.9769), Valid: (LOSS: 0.0451, MAE: 0.0451, RMSE: 0.0719, R2: 0.9247), PNorm: 188.2593, GNorm: 0.5000
[78/299] timecost: 59.64, lr: 0.000085, Train: (LOSS: 0.0225, MAE: 0.0225, RMSE: 0.0357, R2: 0.9774), Valid: (LOSS: 0.0443, MAE: 0.0443, RMSE: 0.0706, R2: 0.9280), PNorm: 188.2698, GNorm: 0.5000
[79/299] timecost: 60.62, lr: 0.000085, Train: (LOSS: 0.0227, MAE: 0.0227, RMSE: 0.0359, R2: 0.9767), Valid: (LOSS: 0.0440, MAE: 0.0440, RMSE: 0.0734, R2: 0.9182), PNorm: 188.2794, GNorm: 0.4649
[80/299] timecost: 60.86, lr: 0.000085, Train: (LOSS: 0.0217, MAE: 0.0217, RMSE: 0.0348, R2: 0.9786), Valid: (LOSS: 0.0450, MAE: 0.0450, RMSE: 0.0730, R2: 0.9220), PNorm: 188.2881, GNorm: 0.5000
[81/299] timecost: 61.14, lr: 0.000085, Train: (LOSS: 0.0216, MAE: 0.0216, RMSE: 0.0354, R2: 0.9779), Valid: (LOSS: 0.0445, MAE: 0.0445, RMSE: 0.0715, R2: 0.9256), PNorm: 188.2988, GNorm: 0.5000
[82/299] timecost: 61.14, lr: 0.000085, Train: (LOSS: 0.0219, MAE: 0.0219, RMSE: 0.0354, R2: 0.9776), Valid: (LOSS: 0.0432, MAE: 0.0432, RMSE: 0.0688, R2: 0.9311), PNorm: 188.3078, GNorm: 0.5000
[83/299] timecost: 60.62, lr: 0.000085, Train: (LOSS: 0.0209, MAE: 0.0209, RMSE: 0.0336, R2: 0.9783), Valid: (LOSS: 0.0444, MAE: 0.0444, RMSE: 0.0713, R2: 0.9260), PNorm: 188.3171, GNorm: 0.5000
[84/299] timecost: 60.60, lr: 0.000085, Train: (LOSS: 0.0209, MAE: 0.0209, RMSE: 0.0335, R2: 0.9796), Valid: (LOSS: 0.0425, MAE: 0.0425, RMSE: 0.0711, R2: 0.9264), PNorm: 188.3259, GNorm: 0.4015
Epoch 00086: reducing learning rate of group 0 to 7.2250e-05.
[85/299] timecost: 60.79, lr: 0.000072, Train: (LOSS: 0.0202, MAE: 0.0202, RMSE: 0.0334, R2: 0.9801), Valid: (LOSS: 0.0431, MAE: 0.0431, RMSE: 0.0705, R2: 0.9286), PNorm: 188.3342, GNorm: 0.5000
[86/299] timecost: 60.90, lr: 0.000072, Train: (LOSS: 0.0202, MAE: 0.0202, RMSE: 0.0329, R2: 0.9805), Valid: (LOSS: 0.0430, MAE: 0.0430, RMSE: 0.0693, R2: 0.9285), PNorm: 188.3401, GNorm: 0.4728
[87/299] timecost: 60.72, lr: 0.000072, Train: (LOSS: 0.0191, MAE: 0.0191, RMSE: 0.0315, R2: 0.9801), Valid: (LOSS: 0.0476, MAE: 0.0476, RMSE: 0.0786, R2: 0.9117), PNorm: 188.3458, GNorm: 0.4843
[88/299] timecost: 60.48, lr: 0.000072, Train: (LOSS: 0.0192, MAE: 0.0192, RMSE: 0.0317, R2: 0.9797), Valid: (LOSS: 0.0453, MAE: 0.0453, RMSE: 0.0731, R2: 0.9229), PNorm: 188.3524, GNorm: 0.5000
[89/299] timecost: 60.52, lr: 0.000072, Train: (LOSS: 0.0194, MAE: 0.0194, RMSE: 0.0319, R2: 0.9792), Valid: (LOSS: 0.0439, MAE: 0.0439, RMSE: 0.0718, R2: 0.9250), PNorm: 188.3606, GNorm: 0.3979
[90/299] timecost: 59.44, lr: 0.000072, Train: (LOSS: 0.0191, MAE: 0.0191, RMSE: 0.0314, R2: 0.9804), Valid: (LOSS: 0.0428, MAE: 0.0428, RMSE: 0.0700, R2: 0.9284), PNorm: 188.3688, GNorm: 0.5000
[91/299] timecost: 59.85, lr: 0.000072, Train: (LOSS: 0.0186, MAE: 0.0186, RMSE: 0.0303, R2: 0.9830), Valid: (LOSS: 0.0454, MAE: 0.0454, RMSE: 0.0724, R2: 0.9247), PNorm: 188.3741, GNorm: 0.4960
[92/299] timecost: 59.90, lr: 0.000072, Train: (LOSS: 0.0179, MAE: 0.0179, RMSE: 0.0302, R2: 0.9831), Valid: (LOSS: 0.0442, MAE: 0.0442, RMSE: 0.0697, R2: 0.9283), PNorm: 188.3814, GNorm: 0.5000
[93/299] timecost: 59.90, lr: 0.000072, Train: (LOSS: 0.0186, MAE: 0.0186, RMSE: 0.0302, R2: 0.9834), Valid: (LOSS: 0.0449, MAE: 0.0449, RMSE: 0.0723, R2: 0.9230), PNorm: 188.3874, GNorm: 0.4310
[94/299] timecost: 59.45, lr: 0.000072, Train: (LOSS: 0.0182, MAE: 0.0182, RMSE: 0.0297, R2: 0.9829), Valid: (LOSS: 0.0442, MAE: 0.0442, RMSE: 0.0699, R2: 0.9287), PNorm: 188.3924, GNorm: 0.4045
[95/299] timecost: 60.28, lr: 0.000072, Train: (LOSS: 0.0176, MAE: 0.0176, RMSE: 0.0295, R2: 0.9835), Valid: (LOSS: 0.0447, MAE: 0.0447, RMSE: 0.0723, R2: 0.9233), PNorm: 188.3990, GNorm: 0.4765
[96/299] timecost: 60.07, lr: 0.000072, Train: (LOSS: 0.0176, MAE: 0.0176, RMSE: 0.0291, R2: 0.9833), Valid: (LOSS: 0.0437, MAE: 0.0437, RMSE: 0.0705, R2: 0.9262), PNorm: 188.4048, GNorm: 0.3889
[97/299] timecost: 61.08, lr: 0.000072, Train: (LOSS: 0.0178, MAE: 0.0178, RMSE: 0.0289, R2: 0.9838), Valid: (LOSS: 0.0463, MAE: 0.0463, RMSE: 0.0756, R2: 0.9174), PNorm: 188.4124, GNorm: 0.4150
[98/299] timecost: 62.26, lr: 0.000072, Train: (LOSS: 0.0174, MAE: 0.0174, RMSE: 0.0285, R2: 0.9847), Valid: (LOSS: 0.0442, MAE: 0.0442, RMSE: 0.0740, R2: 0.9203), PNorm: 188.4189, GNorm: 0.4872
