cuda available with GPU: Tesla V100-PCIE-16GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Loading pretrained weights to generate initialization============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 69.13, lr: 0.000030, Train: (LOSS: 0.2315, MAE: 0.2315, RMSE: 0.2733, R2: -0.0694), Valid: (LOSS: 0.2239, MAE: 0.2239, RMSE: 0.2600, R2: 0.0874), PNorm: 174.3676, GNorm: 0.5405
[25/299] timecost: 63.47, lr: 0.000030, Train: (LOSS: 0.0854, MAE: 0.0854, RMSE: 0.1262, R2: 0.7625), Valid: (LOSS: 0.0796, MAE: 0.0796, RMSE: 0.1193, R2: 0.8034), PNorm: 168.4047, GNorm: 2.6747
[26/299] timecost: 63.17, lr: 0.000030, Train: (LOSS: 0.0804, MAE: 0.0804, RMSE: 0.1181, R2: 0.7905), Valid: (LOSS: 0.0821, MAE: 0.0821, RMSE: 0.1218, R2: 0.7983), PNorm: 168.2623, GNorm: 1.2243
[27/299] timecost: 62.76, lr: 0.000030, Train: (LOSS: 0.0802, MAE: 0.0802, RMSE: 0.1187, R2: 0.7941), Valid: (LOSS: 0.0848, MAE: 0.0848, RMSE: 0.1274, R2: 0.7803), PNorm: 168.1215, GNorm: 1.5286
[28/299] timecost: 62.81, lr: 0.000030, Train: (LOSS: 0.0784, MAE: 0.0784, RMSE: 0.1156, R2: 0.7938), Valid: (LOSS: 0.0862, MAE: 0.0862, RMSE: 0.1240, R2: 0.7863), PNorm: 167.9823, GNorm: 1.6956
[29/299] timecost: 65.01, lr: 0.000030, Train: (LOSS: 0.0798, MAE: 0.0798, RMSE: 0.1179, R2: 0.7836), Valid: (LOSS: 0.0802, MAE: 0.0802, RMSE: 0.1215, R2: 0.7950), PNorm: 167.8458, GNorm: 2.0635
[30/299] timecost: 65.46, lr: 0.000030, Train: (LOSS: 0.0783, MAE: 0.0783, RMSE: 0.1170, R2: 0.7944), Valid: (LOSS: 0.0854, MAE: 0.0854, RMSE: 0.1276, R2: 0.7749), PNorm: 167.7102, GNorm: 1.3531
[31/299] timecost: 65.78, lr: 0.000030, Train: (LOSS: 0.0764, MAE: 0.0764, RMSE: 0.1147, R2: 0.7965), Valid: (LOSS: 0.0870, MAE: 0.0870, RMSE: 0.1287, R2: 0.7667), PNorm: 167.5741, GNorm: 1.2949
[32/299] timecost: 65.74, lr: 0.000030, Train: (LOSS: 0.0746, MAE: 0.0746, RMSE: 0.1134, R2: 0.8116), Valid: (LOSS: 0.0790, MAE: 0.0790, RMSE: 0.1193, R2: 0.8041), PNorm: 167.4399, GNorm: 1.3652
[33/299] timecost: 65.85, lr: 0.000030, Train: (LOSS: 0.0756, MAE: 0.0756, RMSE: 0.1128, R2: 0.8061), Valid: (LOSS: 0.0806, MAE: 0.0806, RMSE: 0.1222, R2: 0.7975), PNorm: 167.3079, GNorm: 1.2761
[34/299] timecost: 65.59, lr: 0.000030, Train: (LOSS: 0.0731, MAE: 0.0731, RMSE: 0.1126, R2: 0.8106), Valid: (LOSS: 0.0763, MAE: 0.0763, RMSE: 0.1167, R2: 0.8149), PNorm: 167.1754, GNorm: 3.2263
[35/299] timecost: 64.83, lr: 0.000030, Train: (LOSS: 0.0757, MAE: 0.0757, RMSE: 0.1139, R2: 0.7990), Valid: (LOSS: 0.0821, MAE: 0.0821, RMSE: 0.1215, R2: 0.7966), PNorm: 167.0456, GNorm: 1.4716
[36/299] timecost: 64.64, lr: 0.000030, Train: (LOSS: 0.0694, MAE: 0.0694, RMSE: 0.1065, R2: 0.8261), Valid: (LOSS: 0.0780, MAE: 0.0780, RMSE: 0.1150, R2: 0.8200), PNorm: 166.9153, GNorm: 1.2633
[37/299] timecost: 64.93, lr: 0.000030, Train: (LOSS: 0.0687, MAE: 0.0687, RMSE: 0.1065, R2: 0.8232), Valid: (LOSS: 0.0740, MAE: 0.0740, RMSE: 0.1151, R2: 0.8196), PNorm: 166.7850, GNorm: 1.2340
[38/299] timecost: 65.32, lr: 0.000030, Train: (LOSS: 0.0662, MAE: 0.0662, RMSE: 0.1030, R2: 0.8358), Valid: (LOSS: 0.0735, MAE: 0.0735, RMSE: 0.1102, R2: 0.8329), PNorm: 166.6552, GNorm: 1.6538
[39/299] timecost: 65.23, lr: 0.000030, Train: (LOSS: 0.0646, MAE: 0.0646, RMSE: 0.1009, R2: 0.8394), Valid: (LOSS: 0.0741, MAE: 0.0741, RMSE: 0.1117, R2: 0.8291), PNorm: 166.5274, GNorm: 2.1699
[40/299] timecost: 65.65, lr: 0.000030, Train: (LOSS: 0.0654, MAE: 0.0654, RMSE: 0.1005, R2: 0.8411), Valid: (LOSS: 0.0816, MAE: 0.0816, RMSE: 0.1207, R2: 0.7933), PNorm: 166.4008, GNorm: 2.8314
[41/299] timecost: 65.07, lr: 0.000030, Train: (LOSS: 0.0642, MAE: 0.0642, RMSE: 0.0992, R2: 0.8418), Valid: (LOSS: 0.0727, MAE: 0.0727, RMSE: 0.1127, R2: 0.8279), PNorm: 166.2765, GNorm: 1.1035
[42/299] timecost: 64.93, lr: 0.000030, Train: (LOSS: 0.0608, MAE: 0.0608, RMSE: 0.0958, R2: 0.8550), Valid: (LOSS: 0.0713, MAE: 0.0713, RMSE: 0.1065, R2: 0.8402), PNorm: 166.1518, GNorm: 1.3698
[43/299] timecost: 65.86, lr: 0.000030, Train: (LOSS: 0.0586, MAE: 0.0586, RMSE: 0.0913, R2: 0.8717), Valid: (LOSS: 0.0751, MAE: 0.0751, RMSE: 0.1108, R2: 0.8260), PNorm: 166.0276, GNorm: 1.1590
[44/299] timecost: 65.42, lr: 0.000030, Train: (LOSS: 0.0576, MAE: 0.0576, RMSE: 0.0902, R2: 0.8749), Valid: (LOSS: 0.0713, MAE: 0.0713, RMSE: 0.1082, R2: 0.8396), PNorm: 165.9048, GNorm: 4.9183
[45/299] timecost: 64.71, lr: 0.000030, Train: (LOSS: 0.0572, MAE: 0.0572, RMSE: 0.0904, R2: 0.8741), Valid: (LOSS: 0.0680, MAE: 0.0680, RMSE: 0.1065, R2: 0.8429), PNorm: 165.7823, GNorm: 1.8063
[46/299] timecost: 65.37, lr: 0.000030, Train: (LOSS: 0.0578, MAE: 0.0578, RMSE: 0.0906, R2: 0.8683), Valid: (LOSS: 0.0646, MAE: 0.0646, RMSE: 0.1020, R2: 0.8561), PNorm: 165.6617, GNorm: 1.2411
[47/299] timecost: 65.30, lr: 0.000030, Train: (LOSS: 0.0527, MAE: 0.0527, RMSE: 0.0827, R2: 0.8946), Valid: (LOSS: 0.0608, MAE: 0.0608, RMSE: 0.0968, R2: 0.8686), PNorm: 165.5409, GNorm: 1.7869
[48/299] timecost: 65.68, lr: 0.000030, Train: (LOSS: 0.0536, MAE: 0.0536, RMSE: 0.0861, R2: 0.8833), Valid: (LOSS: 0.0612, MAE: 0.0612, RMSE: 0.0955, R2: 0.8708), PNorm: 165.4207, GNorm: 2.6411
[49/299] timecost: 65.59, lr: 0.000030, Train: (LOSS: 0.0525, MAE: 0.0525, RMSE: 0.0810, R2: 0.8943), Valid: (LOSS: 0.0674, MAE: 0.0674, RMSE: 0.1053, R2: 0.8462), PNorm: 165.3014, GNorm: 1.2167
[50/299] timecost: 65.67, lr: 0.000030, Train: (LOSS: 0.0519, MAE: 0.0519, RMSE: 0.0797, R2: 0.8985), Valid: (LOSS: 0.0601, MAE: 0.0601, RMSE: 0.0933, R2: 0.8760), PNorm: 165.1824, GNorm: 1.3871
[51/299] timecost: 65.19, lr: 0.000030, Train: (LOSS: 0.0493, MAE: 0.0493, RMSE: 0.0777, R2: 0.9040), Valid: (LOSS: 0.0557, MAE: 0.0557, RMSE: 0.0884, R2: 0.8890), PNorm: 165.0639, GNorm: 1.4049
[52/299] timecost: 65.74, lr: 0.000030, Train: (LOSS: 0.0493, MAE: 0.0493, RMSE: 0.0779, R2: 0.9037), Valid: (LOSS: 0.0638, MAE: 0.0638, RMSE: 0.0976, R2: 0.8626), PNorm: 164.9457, GNorm: 1.2849
[53/299] timecost: 66.74, lr: 0.000030, Train: (LOSS: 0.0470, MAE: 0.0470, RMSE: 0.0737, R2: 0.9144), Valid: (LOSS: 0.0580, MAE: 0.0580, RMSE: 0.0928, R2: 0.8759), PNorm: 164.8278, GNorm: 0.8494
[54/299] timecost: 63.19, lr: 0.000030, Train: (LOSS: 0.0454, MAE: 0.0454, RMSE: 0.0722, R2: 0.9186), Valid: (LOSS: 0.0576, MAE: 0.0576, RMSE: 0.0916, R2: 0.8776), PNorm: 164.7092, GNorm: 1.4473
[55/299] timecost: 63.24, lr: 0.000030, Train: (LOSS: 0.0455, MAE: 0.0455, RMSE: 0.0733, R2: 0.9180), Valid: (LOSS: 0.0643, MAE: 0.0643, RMSE: 0.0976, R2: 0.8669), PNorm: 164.5909, GNorm: 1.3949
[56/299] timecost: 62.93, lr: 0.000030, Train: (LOSS: 0.0453, MAE: 0.0453, RMSE: 0.0718, R2: 0.9152), Valid: (LOSS: 0.0581, MAE: 0.0581, RMSE: 0.0926, R2: 0.8773), PNorm: 164.4734, GNorm: 1.2488
[57/299] timecost: 63.41, lr: 0.000030, Train: (LOSS: 0.0450, MAE: 0.0450, RMSE: 0.0716, R2: 0.9170), Valid: (LOSS: 0.0563, MAE: 0.0563, RMSE: 0.0910, R2: 0.8834), PNorm: 164.3556, GNorm: 1.1333
[58/299] timecost: 65.28, lr: 0.000030, Train: (LOSS: 0.0442, MAE: 0.0442, RMSE: 0.0701, R2: 0.9216), Valid: (LOSS: 0.0586, MAE: 0.0586, RMSE: 0.0912, R2: 0.8796), PNorm: 164.2379, GNorm: 1.5001
[59/299] timecost: 65.77, lr: 0.000030, Train: (LOSS: 0.0437, MAE: 0.0437, RMSE: 0.0685, R2: 0.9245), Valid: (LOSS: 0.0557, MAE: 0.0557, RMSE: 0.0880, R2: 0.8898), PNorm: 164.1196, GNorm: 2.2348
[60/299] timecost: 66.49, lr: 0.000030, Train: (LOSS: 0.0434, MAE: 0.0434, RMSE: 0.0696, R2: 0.9232), Valid: (LOSS: 0.0510, MAE: 0.0510, RMSE: 0.0819, R2: 0.9028), PNorm: 164.0025, GNorm: 1.4385
[61/299] timecost: 66.48, lr: 0.000030, Train: (LOSS: 0.0437, MAE: 0.0437, RMSE: 0.0698, R2: 0.9210), Valid: (LOSS: 0.0571, MAE: 0.0571, RMSE: 0.0902, R2: 0.8857), PNorm: 163.8858, GNorm: 1.0851
[62/299] timecost: 66.66, lr: 0.000030, Train: (LOSS: 0.0419, MAE: 0.0419, RMSE: 0.0666, R2: 0.9288), Valid: (LOSS: 0.0531, MAE: 0.0531, RMSE: 0.0877, R2: 0.8891), PNorm: 163.7691, GNorm: 1.8387
[63/299] timecost: 66.31, lr: 0.000030, Train: (LOSS: 0.0405, MAE: 0.0405, RMSE: 0.0644, R2: 0.9357), Valid: (LOSS: 0.0545, MAE: 0.0545, RMSE: 0.0878, R2: 0.8878), PNorm: 163.6525, GNorm: 1.1728
[64/299] timecost: 63.22, lr: 0.000030, Train: (LOSS: 0.0433, MAE: 0.0433, RMSE: 0.0672, R2: 0.9260), Valid: (LOSS: 0.0520, MAE: 0.0520, RMSE: 0.0823, R2: 0.9016), PNorm: 163.5375, GNorm: 1.5527
[65/299] timecost: 63.01, lr: 0.000030, Train: (LOSS: 0.0396, MAE: 0.0396, RMSE: 0.0627, R2: 0.9379), Valid: (LOSS: 0.0531, MAE: 0.0531, RMSE: 0.0824, R2: 0.9030), PNorm: 163.4212, GNorm: 1.1531
[66/299] timecost: 63.18, lr: 0.000030, Train: (LOSS: 0.0393, MAE: 0.0393, RMSE: 0.0615, R2: 0.9360), Valid: (LOSS: 0.0526, MAE: 0.0526, RMSE: 0.0826, R2: 0.9005), PNorm: 163.3056, GNorm: 1.7373
[67/299] timecost: 64.15, lr: 0.000030, Train: (LOSS: 0.0384, MAE: 0.0384, RMSE: 0.0606, R2: 0.9398), Valid: (LOSS: 0.0526, MAE: 0.0526, RMSE: 0.0829, R2: 0.9017), PNorm: 163.1893, GNorm: 1.5951
[68/299] timecost: 65.17, lr: 0.000030, Train: (LOSS: 0.0384, MAE: 0.0384, RMSE: 0.0609, R2: 0.9390), Valid: (LOSS: 0.0524, MAE: 0.0524, RMSE: 0.0856, R2: 0.8948), PNorm: 163.0729, GNorm: 1.8987
[69/299] timecost: 65.18, lr: 0.000030, Train: (LOSS: 0.0382, MAE: 0.0382, RMSE: 0.0592, R2: 0.9426), Valid: (LOSS: 0.0503, MAE: 0.0503, RMSE: 0.0808, R2: 0.9039), PNorm: 162.9565, GNorm: 1.2589
[70/299] timecost: 65.45, lr: 0.000030, Train: (LOSS: 0.0380, MAE: 0.0380, RMSE: 0.0602, R2: 0.9427), Valid: (LOSS: 0.0507, MAE: 0.0507, RMSE: 0.0792, R2: 0.9087), PNorm: 162.8402, GNorm: 1.8270
[71/299] timecost: 65.65, lr: 0.000030, Train: (LOSS: 0.0361, MAE: 0.0361, RMSE: 0.0575, R2: 0.9454), Valid: (LOSS: 0.0511, MAE: 0.0511, RMSE: 0.0803, R2: 0.9049), PNorm: 162.7249, GNorm: 1.6406
[72/299] timecost: 66.02, lr: 0.000030, Train: (LOSS: 0.0356, MAE: 0.0356, RMSE: 0.0556, R2: 0.9502), Valid: (LOSS: 0.0534, MAE: 0.0534, RMSE: 0.0824, R2: 0.9002), PNorm: 162.6082, GNorm: 1.3309
[73/299] timecost: 65.64, lr: 0.000030, Train: (LOSS: 0.0369, MAE: 0.0369, RMSE: 0.0586, R2: 0.9458), Valid: (LOSS: 0.0523, MAE: 0.0523, RMSE: 0.0807, R2: 0.9046), PNorm: 162.4928, GNorm: 1.4806
[74/299] timecost: 65.19, lr: 0.000030, Train: (LOSS: 0.0366, MAE: 0.0366, RMSE: 0.0564, R2: 0.9464), Valid: (LOSS: 0.0506, MAE: 0.0506, RMSE: 0.0807, R2: 0.9041), PNorm: 162.3779, GNorm: 1.4958
[75/299] timecost: 64.09, lr: 0.000030, Train: (LOSS: 0.0340, MAE: 0.0340, RMSE: 0.0541, R2: 0.9511), Valid: (LOSS: 0.0518, MAE: 0.0518, RMSE: 0.0826, R2: 0.9009), PNorm: 162.2619, GNorm: 1.3621
[76/299] timecost: 63.69, lr: 0.000030, Train: (LOSS: 0.0346, MAE: 0.0346, RMSE: 0.0560, R2: 0.9475), Valid: (LOSS: 0.0487, MAE: 0.0487, RMSE: 0.0779, R2: 0.9127), PNorm: 162.1450, GNorm: 0.8412
[77/299] timecost: 64.01, lr: 0.000030, Train: (LOSS: 0.0336, MAE: 0.0336, RMSE: 0.0532, R2: 0.9518), Valid: (LOSS: 0.0537, MAE: 0.0537, RMSE: 0.0873, R2: 0.8914), PNorm: 162.0292, GNorm: 1.3865
[78/299] timecost: 63.77, lr: 0.000030, Train: (LOSS: 0.0342, MAE: 0.0342, RMSE: 0.0545, R2: 0.9514), Valid: (LOSS: 0.0507, MAE: 0.0507, RMSE: 0.0801, R2: 0.9069), PNorm: 161.9134, GNorm: 1.5905
[79/299] timecost: 63.68, lr: 0.000030, Train: (LOSS: 0.0347, MAE: 0.0347, RMSE: 0.0552, R2: 0.9507), Valid: (LOSS: 0.0478, MAE: 0.0478, RMSE: 0.0741, R2: 0.9202), PNorm: 161.7978, GNorm: 1.0855
[80/299] timecost: 63.74, lr: 0.000030, Train: (LOSS: 0.0321, MAE: 0.0321, RMSE: 0.0509, R2: 0.9560), Valid: (LOSS: 0.0489, MAE: 0.0489, RMSE: 0.0769, R2: 0.9154), PNorm: 161.6797, GNorm: 1.6502
[81/299] timecost: 63.86, lr: 0.000030, Train: (LOSS: 0.0321, MAE: 0.0321, RMSE: 0.0520, R2: 0.9547), Valid: (LOSS: 0.0507, MAE: 0.0507, RMSE: 0.0791, R2: 0.9070), PNorm: 161.5624, GNorm: 0.9858
[82/299] timecost: 63.74, lr: 0.000030, Train: (LOSS: 0.0321, MAE: 0.0321, RMSE: 0.0523, R2: 0.9549), Valid: (LOSS: 0.0493, MAE: 0.0493, RMSE: 0.0773, R2: 0.9121), PNorm: 161.4458, GNorm: 0.9318
[83/299] timecost: 65.09, lr: 0.000030, Train: (LOSS: 0.0330, MAE: 0.0330, RMSE: 0.0523, R2: 0.9520), Valid: (LOSS: 0.0475, MAE: 0.0475, RMSE: 0.0741, R2: 0.9171), PNorm: 161.3287, GNorm: 1.3478
[84/299] timecost: 66.41, lr: 0.000030, Train: (LOSS: 0.0328, MAE: 0.0328, RMSE: 0.0522, R2: 0.9542), Valid: (LOSS: 0.0501, MAE: 0.0501, RMSE: 0.0793, R2: 0.9108), PNorm: 161.2125, GNorm: 0.9922
[85/299] timecost: 67.23, lr: 0.000030, Train: (LOSS: 0.0333, MAE: 0.0333, RMSE: 0.0527, R2: 0.9532), Valid: (LOSS: 0.0546, MAE: 0.0546, RMSE: 0.0847, R2: 0.8964), PNorm: 161.0970, GNorm: 1.0525
[86/299] timecost: 66.95, lr: 0.000030, Train: (LOSS: 0.0331, MAE: 0.0331, RMSE: 0.0518, R2: 0.9576), Valid: (LOSS: 0.0444, MAE: 0.0444, RMSE: 0.0700, R2: 0.9269), PNorm: 160.9803, GNorm: 1.4238
[87/299] timecost: 66.96, lr: 0.000030, Train: (LOSS: 0.0330, MAE: 0.0330, RMSE: 0.0524, R2: 0.9539), Valid: (LOSS: 0.0505, MAE: 0.0505, RMSE: 0.0786, R2: 0.9093), PNorm: 160.8644, GNorm: 1.5255
[88/299] timecost: 67.34, lr: 0.000030, Train: (LOSS: 0.0327, MAE: 0.0327, RMSE: 0.0519, R2: 0.9545), Valid: (LOSS: 0.0467, MAE: 0.0467, RMSE: 0.0731, R2: 0.9203), PNorm: 160.7486, GNorm: 1.1659
[89/299] timecost: 66.81, lr: 0.000030, Train: (LOSS: 0.0328, MAE: 0.0328, RMSE: 0.0524, R2: 0.9559), Valid: (LOSS: 0.0476, MAE: 0.0476, RMSE: 0.0722, R2: 0.9222), PNorm: 160.6330, GNorm: 1.2474
[90/299] timecost: 66.88, lr: 0.000030, Train: (LOSS: 0.0306, MAE: 0.0306, RMSE: 0.0487, R2: 0.9588), Valid: (LOSS: 0.0462, MAE: 0.0462, RMSE: 0.0731, R2: 0.9202), PNorm: 160.5174, GNorm: 1.3613
[91/299] timecost: 67.39, lr: 0.000030, Train: (LOSS: 0.0308, MAE: 0.0308, RMSE: 0.0488, R2: 0.9595), Valid: (LOSS: 0.0458, MAE: 0.0458, RMSE: 0.0757, R2: 0.9161), PNorm: 160.4010, GNorm: 1.1119
[92/299] timecost: 67.23, lr: 0.000030, Train: (LOSS: 0.0292, MAE: 0.0292, RMSE: 0.0470, R2: 0.9615), Valid: (LOSS: 0.0483, MAE: 0.0483, RMSE: 0.0762, R2: 0.9127), PNorm: 160.2833, GNorm: 1.2893
[93/299] timecost: 66.88, lr: 0.000030, Train: (LOSS: 0.0315, MAE: 0.0315, RMSE: 0.0505, R2: 0.9570), Valid: (LOSS: 0.0492, MAE: 0.0492, RMSE: 0.0779, R2: 0.9102), PNorm: 160.1681, GNorm: 1.4579
[94/299] timecost: 67.03, lr: 0.000030, Train: (LOSS: 0.0307, MAE: 0.0307, RMSE: 0.0492, R2: 0.9584), Valid: (LOSS: 0.0451, MAE: 0.0451, RMSE: 0.0722, R2: 0.9232), PNorm: 160.0518, GNorm: 0.9072
[95/299] timecost: 67.21, lr: 0.000030, Train: (LOSS: 0.0300, MAE: 0.0300, RMSE: 0.0475, R2: 0.9631), Valid: (LOSS: 0.0487, MAE: 0.0487, RMSE: 0.0757, R2: 0.9167), PNorm: 159.9346, GNorm: 1.4726
[96/299] timecost: 66.78, lr: 0.000030, Train: (LOSS: 0.0308, MAE: 0.0308, RMSE: 0.0479, R2: 0.9604), Valid: (LOSS: 0.0504, MAE: 0.0504, RMSE: 0.0808, R2: 0.9064), PNorm: 159.8195, GNorm: 2.1533
[97/299] timecost: 66.31, lr: 0.000030, Train: (LOSS: 0.0306, MAE: 0.0306, RMSE: 0.0497, R2: 0.9589), Valid: (LOSS: 0.0435, MAE: 0.0435, RMSE: 0.0703, R2: 0.9241), PNorm: 159.7041, GNorm: 1.3303
[98/299] timecost: 67.06, lr: 0.000030, Train: (LOSS: 0.0287, MAE: 0.0287, RMSE: 0.0467, R2: 0.9640), Valid: (LOSS: 0.0454, MAE: 0.0454, RMSE: 0.0715, R2: 0.9245), PNorm: 159.5876, GNorm: 1.7405
