cuda available with GPU: Tesla V100-PCIE-16GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Loading pretrained weights to generate initialization============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 69.31, lr: 0.000030, Train: (LOSS: 0.2346, MAE: 0.2346, RMSE: 0.2780, R2: -0.1053), Valid: (LOSS: 0.2200, MAE: 0.2200, RMSE: 0.2570, R2: -0.0195), PNorm: 174.4144, GNorm: 0.4339
[49/299] timecost: 62.86, lr: 0.000030, Train: (LOSS: 0.0492, MAE: 0.0492, RMSE: 0.0776, R2: 0.9010), Valid: (LOSS: 0.0578, MAE: 0.0578, RMSE: 0.0870, R2: 0.8704), PNorm: 164.7327, GNorm: 1.9871
[50/299] timecost: 62.96, lr: 0.000030, Train: (LOSS: 0.0494, MAE: 0.0494, RMSE: 0.0788, R2: 0.9028), Valid: (LOSS: 0.0507, MAE: 0.0507, RMSE: 0.0767, R2: 0.8986), PNorm: 164.6079, GNorm: 1.6135
[51/299] timecost: 64.15, lr: 0.000030, Train: (LOSS: 0.0494, MAE: 0.0494, RMSE: 0.0787, R2: 0.9001), Valid: (LOSS: 0.0526, MAE: 0.0526, RMSE: 0.0791, R2: 0.8913), PNorm: 164.4828, GNorm: 5.1690
[52/299] timecost: 64.30, lr: 0.000030, Train: (LOSS: 0.0470, MAE: 0.0470, RMSE: 0.0750, R2: 0.9095), Valid: (LOSS: 0.0488, MAE: 0.0488, RMSE: 0.0775, R2: 0.8935), PNorm: 164.3595, GNorm: 1.0984
[53/299] timecost: 64.68, lr: 0.000030, Train: (LOSS: 0.0466, MAE: 0.0466, RMSE: 0.0742, R2: 0.9110), Valid: (LOSS: 0.0500, MAE: 0.0500, RMSE: 0.0738, R2: 0.9072), PNorm: 164.2349, GNorm: 1.2009
[54/299] timecost: 63.94, lr: 0.000030, Train: (LOSS: 0.0448, MAE: 0.0448, RMSE: 0.0726, R2: 0.9151), Valid: (LOSS: 0.0488, MAE: 0.0488, RMSE: 0.0772, R2: 0.8966), PNorm: 164.1094, GNorm: 1.6681
[55/299] timecost: 63.35, lr: 0.000030, Train: (LOSS: 0.0438, MAE: 0.0438, RMSE: 0.0711, R2: 0.9137), Valid: (LOSS: 0.0506, MAE: 0.0506, RMSE: 0.0775, R2: 0.8950), PNorm: 163.9840, GNorm: 0.8342
[56/299] timecost: 63.52, lr: 0.000030, Train: (LOSS: 0.0452, MAE: 0.0452, RMSE: 0.0729, R2: 0.9167), Valid: (LOSS: 0.0477, MAE: 0.0477, RMSE: 0.0727, R2: 0.9070), PNorm: 163.8591, GNorm: 1.0302
[57/299] timecost: 64.29, lr: 0.000030, Train: (LOSS: 0.0430, MAE: 0.0430, RMSE: 0.0704, R2: 0.9191), Valid: (LOSS: 0.0495, MAE: 0.0495, RMSE: 0.0753, R2: 0.8987), PNorm: 163.7352, GNorm: 1.8955
[58/299] timecost: 64.56, lr: 0.000030, Train: (LOSS: 0.0425, MAE: 0.0425, RMSE: 0.0697, R2: 0.9228), Valid: (LOSS: 0.0489, MAE: 0.0489, RMSE: 0.0734, R2: 0.9075), PNorm: 163.6098, GNorm: 1.3321
[59/299] timecost: 64.72, lr: 0.000030, Train: (LOSS: 0.0430, MAE: 0.0430, RMSE: 0.0691, R2: 0.9209), Valid: (LOSS: 0.0471, MAE: 0.0471, RMSE: 0.0718, R2: 0.9085), PNorm: 163.4858, GNorm: 1.2937
[60/299] timecost: 64.56, lr: 0.000030, Train: (LOSS: 0.0417, MAE: 0.0417, RMSE: 0.0677, R2: 0.9234), Valid: (LOSS: 0.0516, MAE: 0.0516, RMSE: 0.0790, R2: 0.8938), PNorm: 163.3614, GNorm: 1.3174
[61/299] timecost: 63.92, lr: 0.000030, Train: (LOSS: 0.0414, MAE: 0.0414, RMSE: 0.0675, R2: 0.9258), Valid: (LOSS: 0.0465, MAE: 0.0465, RMSE: 0.0712, R2: 0.9104), PNorm: 163.2371, GNorm: 2.3087
[62/299] timecost: 64.53, lr: 0.000030, Train: (LOSS: 0.0427, MAE: 0.0427, RMSE: 0.0675, R2: 0.9275), Valid: (LOSS: 0.0465, MAE: 0.0465, RMSE: 0.0726, R2: 0.9073), PNorm: 163.1135, GNorm: 1.3110
[63/299] timecost: 64.23, lr: 0.000030, Train: (LOSS: 0.0425, MAE: 0.0425, RMSE: 0.0683, R2: 0.9227), Valid: (LOSS: 0.0476, MAE: 0.0476, RMSE: 0.0710, R2: 0.9126), PNorm: 162.9895, GNorm: 1.4282
[64/299] timecost: 64.36, lr: 0.000030, Train: (LOSS: 0.0405, MAE: 0.0405, RMSE: 0.0665, R2: 0.9281), Valid: (LOSS: 0.0465, MAE: 0.0465, RMSE: 0.0710, R2: 0.9100), PNorm: 162.8646, GNorm: 1.7705
[65/299] timecost: 65.02, lr: 0.000030, Train: (LOSS: 0.0403, MAE: 0.0403, RMSE: 0.0658, R2: 0.9313), Valid: (LOSS: 0.0461, MAE: 0.0461, RMSE: 0.0693, R2: 0.9155), PNorm: 162.7413, GNorm: 1.2171
[66/299] timecost: 64.60, lr: 0.000030, Train: (LOSS: 0.0410, MAE: 0.0410, RMSE: 0.0651, R2: 0.9318), Valid: (LOSS: 0.0486, MAE: 0.0486, RMSE: 0.0737, R2: 0.9076), PNorm: 162.6171, GNorm: 1.8956
[67/299] timecost: 64.31, lr: 0.000030, Train: (LOSS: 0.0421, MAE: 0.0421, RMSE: 0.0673, R2: 0.9291), Valid: (LOSS: 0.0467, MAE: 0.0467, RMSE: 0.0711, R2: 0.9090), PNorm: 162.4939, GNorm: 2.4992
[68/299] timecost: 63.44, lr: 0.000030, Train: (LOSS: 0.0385, MAE: 0.0385, RMSE: 0.0624, R2: 0.9367), Valid: (LOSS: 0.0465, MAE: 0.0465, RMSE: 0.0687, R2: 0.9169), PNorm: 162.3700, GNorm: 0.9103
[69/299] timecost: 63.72, lr: 0.000030, Train: (LOSS: 0.0387, MAE: 0.0387, RMSE: 0.0626, R2: 0.9365), Valid: (LOSS: 0.0441, MAE: 0.0441, RMSE: 0.0668, R2: 0.9213), PNorm: 162.2463, GNorm: 1.2279
[70/299] timecost: 63.33, lr: 0.000030, Train: (LOSS: 0.0386, MAE: 0.0386, RMSE: 0.0643, R2: 0.9341), Valid: (LOSS: 0.0501, MAE: 0.0501, RMSE: 0.0758, R2: 0.9009), PNorm: 162.1218, GNorm: 1.4035
[71/299] timecost: 63.32, lr: 0.000030, Train: (LOSS: 0.0387, MAE: 0.0387, RMSE: 0.0629, R2: 0.9314), Valid: (LOSS: 0.0453, MAE: 0.0453, RMSE: 0.0690, R2: 0.9181), PNorm: 161.9987, GNorm: 3.1059
[72/299] timecost: 64.92, lr: 0.000030, Train: (LOSS: 0.0409, MAE: 0.0409, RMSE: 0.0661, R2: 0.9233), Valid: (LOSS: 0.0451, MAE: 0.0451, RMSE: 0.0676, R2: 0.9191), PNorm: 161.8755, GNorm: 0.9474
[73/299] timecost: 64.67, lr: 0.000030, Train: (LOSS: 0.0383, MAE: 0.0383, RMSE: 0.0617, R2: 0.9398), Valid: (LOSS: 0.0443, MAE: 0.0443, RMSE: 0.0660, R2: 0.9231), PNorm: 161.7529, GNorm: 1.0589
[74/299] timecost: 64.88, lr: 0.000030, Train: (LOSS: 0.0360, MAE: 0.0360, RMSE: 0.0592, R2: 0.9418), Valid: (LOSS: 0.0436, MAE: 0.0436, RMSE: 0.0667, R2: 0.9223), PNorm: 161.6290, GNorm: 0.8918
[75/299] timecost: 64.48, lr: 0.000030, Train: (LOSS: 0.0372, MAE: 0.0372, RMSE: 0.0604, R2: 0.9413), Valid: (LOSS: 0.0426, MAE: 0.0426, RMSE: 0.0653, R2: 0.9235), PNorm: 161.5053, GNorm: 2.5919
[76/299] timecost: 64.74, lr: 0.000030, Train: (LOSS: 0.0358, MAE: 0.0358, RMSE: 0.0578, R2: 0.9465), Valid: (LOSS: 0.0447, MAE: 0.0447, RMSE: 0.0672, R2: 0.9223), PNorm: 161.3817, GNorm: 0.6602
[77/299] timecost: 64.41, lr: 0.000030, Train: (LOSS: 0.0376, MAE: 0.0376, RMSE: 0.0603, R2: 0.9395), Valid: (LOSS: 0.0409, MAE: 0.0409, RMSE: 0.0633, R2: 0.9275), PNorm: 161.2585, GNorm: 0.9352
[78/299] timecost: 64.31, lr: 0.000030, Train: (LOSS: 0.0367, MAE: 0.0367, RMSE: 0.0587, R2: 0.9437), Valid: (LOSS: 0.0417, MAE: 0.0417, RMSE: 0.0633, R2: 0.9296), PNorm: 161.1344, GNorm: 2.2405
[79/299] timecost: 64.65, lr: 0.000030, Train: (LOSS: 0.0348, MAE: 0.0348, RMSE: 0.0565, R2: 0.9483), Valid: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0627, R2: 0.9325), PNorm: 161.0112, GNorm: 1.9124
[80/299] timecost: 64.51, lr: 0.000030, Train: (LOSS: 0.0360, MAE: 0.0360, RMSE: 0.0575, R2: 0.9427), Valid: (LOSS: 0.0434, MAE: 0.0434, RMSE: 0.0670, R2: 0.9197), PNorm: 160.8873, GNorm: 1.0072
[81/299] timecost: 64.47, lr: 0.000030, Train: (LOSS: 0.0357, MAE: 0.0357, RMSE: 0.0574, R2: 0.9476), Valid: (LOSS: 0.0406, MAE: 0.0406, RMSE: 0.0634, R2: 0.9288), PNorm: 160.7634, GNorm: 1.0001
[82/299] timecost: 62.98, lr: 0.000030, Train: (LOSS: 0.0335, MAE: 0.0335, RMSE: 0.0553, R2: 0.9490), Valid: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0641, R2: 0.9267), PNorm: 160.6387, GNorm: 0.8456
[83/299] timecost: 63.43, lr: 0.000030, Train: (LOSS: 0.0333, MAE: 0.0333, RMSE: 0.0544, R2: 0.9514), Valid: (LOSS: 0.0414, MAE: 0.0414, RMSE: 0.0636, R2: 0.9239), PNorm: 160.5152, GNorm: 1.4538
[84/299] timecost: 63.96, lr: 0.000030, Train: (LOSS: 0.0346, MAE: 0.0346, RMSE: 0.0559, R2: 0.9489), Valid: (LOSS: 0.0437, MAE: 0.0437, RMSE: 0.0670, R2: 0.9216), PNorm: 160.3911, GNorm: 1.1264
[85/299] timecost: 64.40, lr: 0.000030, Train: (LOSS: 0.0352, MAE: 0.0352, RMSE: 0.0555, R2: 0.9495), Valid: (LOSS: 0.0406, MAE: 0.0406, RMSE: 0.0644, R2: 0.9249), PNorm: 160.2682, GNorm: 1.3652
[86/299] timecost: 64.01, lr: 0.000030, Train: (LOSS: 0.0336, MAE: 0.0336, RMSE: 0.0536, R2: 0.9526), Valid: (LOSS: 0.0411, MAE: 0.0411, RMSE: 0.0639, R2: 0.9267), PNorm: 160.1448, GNorm: 1.1016
[87/299] timecost: 64.08, lr: 0.000030, Train: (LOSS: 0.0328, MAE: 0.0328, RMSE: 0.0538, R2: 0.9534), Valid: (LOSS: 0.0426, MAE: 0.0426, RMSE: 0.0643, R2: 0.9277), PNorm: 160.0205, GNorm: 1.4905
[88/299] timecost: 64.10, lr: 0.000030, Train: (LOSS: 0.0345, MAE: 0.0345, RMSE: 0.0558, R2: 0.9496), Valid: (LOSS: 0.0375, MAE: 0.0375, RMSE: 0.0576, R2: 0.9399), PNorm: 159.8975, GNorm: 1.2239
[89/299] timecost: 63.89, lr: 0.000030, Train: (LOSS: 0.0334, MAE: 0.0334, RMSE: 0.0537, R2: 0.9515), Valid: (LOSS: 0.0415, MAE: 0.0415, RMSE: 0.0635, R2: 0.9269), PNorm: 159.7739, GNorm: 1.3888
[90/299] timecost: 62.96, lr: 0.000030, Train: (LOSS: 0.0325, MAE: 0.0325, RMSE: 0.0528, R2: 0.9516), Valid: (LOSS: 0.0418, MAE: 0.0418, RMSE: 0.0641, R2: 0.9272), PNorm: 159.6511, GNorm: 1.0618
[91/299] timecost: 62.43, lr: 0.000030, Train: (LOSS: 0.0329, MAE: 0.0329, RMSE: 0.0536, R2: 0.9515), Valid: (LOSS: 0.0412, MAE: 0.0412, RMSE: 0.0629, R2: 0.9295), PNorm: 159.5266, GNorm: 1.1426
[92/299] timecost: 62.58, lr: 0.000030, Train: (LOSS: 0.0319, MAE: 0.0319, RMSE: 0.0513, R2: 0.9565), Valid: (LOSS: 0.0387, MAE: 0.0387, RMSE: 0.0600, R2: 0.9342), PNorm: 159.4033, GNorm: 0.7078
[93/299] timecost: 62.55, lr: 0.000030, Train: (LOSS: 0.0324, MAE: 0.0324, RMSE: 0.0524, R2: 0.9531), Valid: (LOSS: 0.0397, MAE: 0.0397, RMSE: 0.0631, R2: 0.9287), PNorm: 159.2791, GNorm: 0.8376
[94/299] timecost: 62.26, lr: 0.000030, Train: (LOSS: 0.0324, MAE: 0.0324, RMSE: 0.0524, R2: 0.9518), Valid: (LOSS: 0.0392, MAE: 0.0392, RMSE: 0.0606, R2: 0.9327), PNorm: 159.1552, GNorm: 0.9709
[95/299] timecost: 62.43, lr: 0.000030, Train: (LOSS: 0.0304, MAE: 0.0304, RMSE: 0.0500, R2: 0.9570), Valid: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0581, R2: 0.9371), PNorm: 159.0297, GNorm: 1.0749
[96/299] timecost: 62.56, lr: 0.000030, Train: (LOSS: 0.0304, MAE: 0.0304, RMSE: 0.0500, R2: 0.9565), Valid: (LOSS: 0.0403, MAE: 0.0403, RMSE: 0.0616, R2: 0.9318), PNorm: 158.9046, GNorm: 1.5723
[97/299] timecost: 62.55, lr: 0.000030, Train: (LOSS: 0.0312, MAE: 0.0312, RMSE: 0.0516, R2: 0.9539), Valid: (LOSS: 0.0399, MAE: 0.0399, RMSE: 0.0612, R2: 0.9330), PNorm: 158.7805, GNorm: 1.0544
[98/299] timecost: 62.94, lr: 0.000030, Train: (LOSS: 0.0310, MAE: 0.0310, RMSE: 0.0503, R2: 0.9574), Valid: (LOSS: 0.0388, MAE: 0.0388, RMSE: 0.0605, R2: 0.9345), PNorm: 158.6555, GNorm: 0.9391
