cuda available with GPU: Tesla V100-PCIE-16GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Not pretrained weights used============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 64.87, lr: 0.000100, Train: (LOSS: 0.3269, MAE: 0.3269, RMSE: 0.4179, R2: -1.4813), Valid: (LOSS: 0.3114, MAE: 0.3114, RMSE: 0.4032, R2: -1.5016), PNorm: 187.0195, GNorm: 0.0000
[40/299] timecost: 60.48, lr: 0.000100, Train: (LOSS: 0.0444, MAE: 0.0444, RMSE: 0.0687, R2: 0.9259), Valid: (LOSS: 0.0479, MAE: 0.0479, RMSE: 0.0748, R2: 0.8947), PNorm: 187.9948, GNorm: 0.5000
[41/299] timecost: 59.89, lr: 0.000100, Train: (LOSS: 0.0433, MAE: 0.0433, RMSE: 0.0668, R2: 0.9282), Valid: (LOSS: 0.0459, MAE: 0.0459, RMSE: 0.0707, R2: 0.9129), PNorm: 188.0125, GNorm: 0.5000
[42/299] timecost: 59.85, lr: 0.000100, Train: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0647, R2: 0.9305), Valid: (LOSS: 0.0481, MAE: 0.0481, RMSE: 0.0741, R2: 0.9085), PNorm: 188.0294, GNorm: 0.5000
[43/299] timecost: 59.58, lr: 0.000100, Train: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0633, R2: 0.9364), Valid: (LOSS: 0.0540, MAE: 0.0540, RMSE: 0.0844, R2: 0.8760), PNorm: 188.0457, GNorm: 0.5000
[44/299] timecost: 59.46, lr: 0.000100, Train: (LOSS: 0.0411, MAE: 0.0411, RMSE: 0.0643, R2: 0.9340), Valid: (LOSS: 0.0488, MAE: 0.0488, RMSE: 0.0793, R2: 0.8898), PNorm: 188.0617, GNorm: 0.5000
[45/299] timecost: 58.79, lr: 0.000100, Train: (LOSS: 0.0390, MAE: 0.0390, RMSE: 0.0607, R2: 0.9418), Valid: (LOSS: 0.0454, MAE: 0.0454, RMSE: 0.0716, R2: 0.9110), PNorm: 188.0750, GNorm: 0.5000
[46/299] timecost: 58.54, lr: 0.000100, Train: (LOSS: 0.0382, MAE: 0.0382, RMSE: 0.0589, R2: 0.9450), Valid: (LOSS: 0.0469, MAE: 0.0469, RMSE: 0.0761, R2: 0.8999), PNorm: 188.0917, GNorm: 0.4785
[47/299] timecost: 58.82, lr: 0.000100, Train: (LOSS: 0.0387, MAE: 0.0387, RMSE: 0.0604, R2: 0.9430), Valid: (LOSS: 0.0440, MAE: 0.0440, RMSE: 0.0686, R2: 0.9186), PNorm: 188.1071, GNorm: 0.5000
[48/299] timecost: 58.73, lr: 0.000100, Train: (LOSS: 0.0380, MAE: 0.0380, RMSE: 0.0582, R2: 0.9443), Valid: (LOSS: 0.0421, MAE: 0.0421, RMSE: 0.0648, R2: 0.9260), PNorm: 188.1215, GNorm: 0.4372
[49/299] timecost: 60.36, lr: 0.000100, Train: (LOSS: 0.0367, MAE: 0.0367, RMSE: 0.0569, R2: 0.9465), Valid: (LOSS: 0.0531, MAE: 0.0531, RMSE: 0.0820, R2: 0.8834), PNorm: 188.1374, GNorm: 0.4541
[50/299] timecost: 60.76, lr: 0.000100, Train: (LOSS: 0.0374, MAE: 0.0374, RMSE: 0.0584, R2: 0.9460), Valid: (LOSS: 0.0426, MAE: 0.0426, RMSE: 0.0680, R2: 0.9189), PNorm: 188.1528, GNorm: 0.4187
[51/299] timecost: 59.93, lr: 0.000100, Train: (LOSS: 0.0351, MAE: 0.0351, RMSE: 0.0553, R2: 0.9525), Valid: (LOSS: 0.0437, MAE: 0.0437, RMSE: 0.0698, R2: 0.9158), PNorm: 188.1666, GNorm: 0.5000
[52/299] timecost: 60.35, lr: 0.000100, Train: (LOSS: 0.0364, MAE: 0.0364, RMSE: 0.0556, R2: 0.9480), Valid: (LOSS: 0.0485, MAE: 0.0485, RMSE: 0.0788, R2: 0.8878), PNorm: 188.1865, GNorm: 0.4185
[53/299] timecost: 61.20, lr: 0.000100, Train: (LOSS: 0.0352, MAE: 0.0352, RMSE: 0.0550, R2: 0.9508), Valid: (LOSS: 0.0418, MAE: 0.0418, RMSE: 0.0696, R2: 0.9143), PNorm: 188.1989, GNorm: 0.5000
[54/299] timecost: 60.94, lr: 0.000100, Train: (LOSS: 0.0333, MAE: 0.0333, RMSE: 0.0535, R2: 0.9538), Valid: (LOSS: 0.0477, MAE: 0.0477, RMSE: 0.0764, R2: 0.8979), PNorm: 188.2118, GNorm: 0.3991
[55/299] timecost: 61.17, lr: 0.000100, Train: (LOSS: 0.0338, MAE: 0.0338, RMSE: 0.0530, R2: 0.9553), Valid: (LOSS: 0.0399, MAE: 0.0399, RMSE: 0.0643, R2: 0.9267), PNorm: 188.2267, GNorm: 0.5000
[56/299] timecost: 61.09, lr: 0.000100, Train: (LOSS: 0.0341, MAE: 0.0341, RMSE: 0.0541, R2: 0.9515), Valid: (LOSS: 0.0405, MAE: 0.0405, RMSE: 0.0638, R2: 0.9275), PNorm: 188.2406, GNorm: 0.5000
[57/299] timecost: 60.73, lr: 0.000100, Train: (LOSS: 0.0323, MAE: 0.0323, RMSE: 0.0518, R2: 0.9564), Valid: (LOSS: 0.0412, MAE: 0.0412, RMSE: 0.0676, R2: 0.9164), PNorm: 188.2537, GNorm: 0.5000
[58/299] timecost: 61.07, lr: 0.000100, Train: (LOSS: 0.0319, MAE: 0.0319, RMSE: 0.0493, R2: 0.9588), Valid: (LOSS: 0.0415, MAE: 0.0415, RMSE: 0.0642, R2: 0.9289), PNorm: 188.2669, GNorm: 0.5000
[59/299] timecost: 60.50, lr: 0.000100, Train: (LOSS: 0.0329, MAE: 0.0329, RMSE: 0.0518, R2: 0.9556), Valid: (LOSS: 0.0410, MAE: 0.0410, RMSE: 0.0668, R2: 0.9199), PNorm: 188.2794, GNorm: 0.3897
[60/299] timecost: 60.62, lr: 0.000100, Train: (LOSS: 0.0314, MAE: 0.0314, RMSE: 0.0499, R2: 0.9601), Valid: (LOSS: 0.0413, MAE: 0.0413, RMSE: 0.0654, R2: 0.9243), PNorm: 188.2917, GNorm: 0.4822
[61/299] timecost: 60.92, lr: 0.000100, Train: (LOSS: 0.0315, MAE: 0.0315, RMSE: 0.0498, R2: 0.9587), Valid: (LOSS: 0.0454, MAE: 0.0454, RMSE: 0.0759, R2: 0.8995), PNorm: 188.3086, GNorm: 0.4416
[62/299] timecost: 60.59, lr: 0.000100, Train: (LOSS: 0.0315, MAE: 0.0315, RMSE: 0.0502, R2: 0.9589), Valid: (LOSS: 0.0409, MAE: 0.0409, RMSE: 0.0657, R2: 0.9242), PNorm: 188.3250, GNorm: 0.3924
[63/299] timecost: 60.41, lr: 0.000100, Train: (LOSS: 0.0312, MAE: 0.0312, RMSE: 0.0496, R2: 0.9583), Valid: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0646, R2: 0.9273), PNorm: 188.3373, GNorm: 0.5000
[64/299] timecost: 60.59, lr: 0.000100, Train: (LOSS: 0.0300, MAE: 0.0300, RMSE: 0.0479, R2: 0.9623), Valid: (LOSS: 0.0418, MAE: 0.0418, RMSE: 0.0669, R2: 0.9230), PNorm: 188.3515, GNorm: 0.4793
[65/299] timecost: 60.03, lr: 0.000100, Train: (LOSS: 0.0296, MAE: 0.0296, RMSE: 0.0477, R2: 0.9625), Valid: (LOSS: 0.0400, MAE: 0.0400, RMSE: 0.0669, R2: 0.9174), PNorm: 188.3647, GNorm: 0.4829
[66/299] timecost: 60.02, lr: 0.000100, Train: (LOSS: 0.0295, MAE: 0.0295, RMSE: 0.0468, R2: 0.9617), Valid: (LOSS: 0.0400, MAE: 0.0400, RMSE: 0.0668, R2: 0.9195), PNorm: 188.3795, GNorm: 0.5000
[67/299] timecost: 59.14, lr: 0.000100, Train: (LOSS: 0.0281, MAE: 0.0281, RMSE: 0.0452, R2: 0.9655), Valid: (LOSS: 0.0364, MAE: 0.0364, RMSE: 0.0574, R2: 0.9385), PNorm: 188.3947, GNorm: 0.3184
[68/299] timecost: 58.97, lr: 0.000100, Train: (LOSS: 0.0278, MAE: 0.0278, RMSE: 0.0444, R2: 0.9657), Valid: (LOSS: 0.0423, MAE: 0.0423, RMSE: 0.0690, R2: 0.9153), PNorm: 188.4108, GNorm: 0.3800
[69/299] timecost: 59.68, lr: 0.000100, Train: (LOSS: 0.0278, MAE: 0.0278, RMSE: 0.0448, R2: 0.9672), Valid: (LOSS: 0.0406, MAE: 0.0406, RMSE: 0.0652, R2: 0.9243), PNorm: 188.4256, GNorm: 0.3865
[70/299] timecost: 60.51, lr: 0.000100, Train: (LOSS: 0.0274, MAE: 0.0274, RMSE: 0.0437, R2: 0.9663), Valid: (LOSS: 0.0382, MAE: 0.0382, RMSE: 0.0631, R2: 0.9279), PNorm: 188.4376, GNorm: 0.5000
[71/299] timecost: 58.91, lr: 0.000100, Train: (LOSS: 0.0271, MAE: 0.0271, RMSE: 0.0431, R2: 0.9682), Valid: (LOSS: 0.0395, MAE: 0.0395, RMSE: 0.0668, R2: 0.9214), PNorm: 188.4507, GNorm: 0.5000
[72/299] timecost: 59.24, lr: 0.000100, Train: (LOSS: 0.0262, MAE: 0.0262, RMSE: 0.0421, R2: 0.9697), Valid: (LOSS: 0.0379, MAE: 0.0379, RMSE: 0.0574, R2: 0.9410), PNorm: 188.4629, GNorm: 0.4989
[73/299] timecost: 59.30, lr: 0.000100, Train: (LOSS: 0.0262, MAE: 0.0262, RMSE: 0.0424, R2: 0.9677), Valid: (LOSS: 0.0404, MAE: 0.0404, RMSE: 0.0716, R2: 0.9012), PNorm: 188.4751, GNorm: 0.5000
[74/299] timecost: 59.29, lr: 0.000100, Train: (LOSS: 0.0267, MAE: 0.0267, RMSE: 0.0438, R2: 0.9683), Valid: (LOSS: 0.0407, MAE: 0.0407, RMSE: 0.0634, R2: 0.9301), PNorm: 188.4888, GNorm: 0.3812
[75/299] timecost: 59.22, lr: 0.000100, Train: (LOSS: 0.0252, MAE: 0.0252, RMSE: 0.0413, R2: 0.9697), Valid: (LOSS: 0.0380, MAE: 0.0380, RMSE: 0.0582, R2: 0.9374), PNorm: 188.5014, GNorm: 0.4024
[76/299] timecost: 58.72, lr: 0.000100, Train: (LOSS: 0.0252, MAE: 0.0252, RMSE: 0.0410, R2: 0.9694), Valid: (LOSS: 0.0414, MAE: 0.0414, RMSE: 0.0661, R2: 0.9239), PNorm: 188.5128, GNorm: 0.3681
[77/299] timecost: 59.56, lr: 0.000100, Train: (LOSS: 0.0261, MAE: 0.0261, RMSE: 0.0419, R2: 0.9715), Valid: (LOSS: 0.0395, MAE: 0.0395, RMSE: 0.0627, R2: 0.9309), PNorm: 188.5284, GNorm: 0.5000
[78/299] timecost: 60.83, lr: 0.000100, Train: (LOSS: 0.0259, MAE: 0.0259, RMSE: 0.0419, R2: 0.9707), Valid: (LOSS: 0.0389, MAE: 0.0389, RMSE: 0.0631, R2: 0.9299), PNorm: 188.5413, GNorm: 0.5000
[79/299] timecost: 59.68, lr: 0.000100, Train: (LOSS: 0.0244, MAE: 0.0244, RMSE: 0.0405, R2: 0.9719), Valid: (LOSS: 0.0386, MAE: 0.0386, RMSE: 0.0611, R2: 0.9348), PNorm: 188.5546, GNorm: 0.5000
[80/299] timecost: 59.76, lr: 0.000100, Train: (LOSS: 0.0252, MAE: 0.0252, RMSE: 0.0415, R2: 0.9691), Valid: (LOSS: 0.0399, MAE: 0.0399, RMSE: 0.0651, R2: 0.9267), PNorm: 188.5717, GNorm: 0.5000
[81/299] timecost: 59.47, lr: 0.000100, Train: (LOSS: 0.0251, MAE: 0.0251, RMSE: 0.0406, R2: 0.9711), Valid: (LOSS: 0.0394, MAE: 0.0394, RMSE: 0.0610, R2: 0.9346), PNorm: 188.5858, GNorm: 0.4005
[82/299] timecost: 59.95, lr: 0.000100, Train: (LOSS: 0.0250, MAE: 0.0250, RMSE: 0.0402, R2: 0.9716), Valid: (LOSS: 0.0382, MAE: 0.0382, RMSE: 0.0638, R2: 0.9252), PNorm: 188.6008, GNorm: 0.3649
Epoch 00084: reducing learning rate of group 0 to 8.5000e-05.
[83/299] timecost: 60.93, lr: 0.000085, Train: (LOSS: 0.0235, MAE: 0.0235, RMSE: 0.0384, R2: 0.9749), Valid: (LOSS: 0.0383, MAE: 0.0383, RMSE: 0.0605, R2: 0.9367), PNorm: 188.6135, GNorm: 0.3714
[84/299] timecost: 61.03, lr: 0.000085, Train: (LOSS: 0.0228, MAE: 0.0228, RMSE: 0.0374, R2: 0.9742), Valid: (LOSS: 0.0393, MAE: 0.0393, RMSE: 0.0646, R2: 0.9263), PNorm: 188.6235, GNorm: 0.4222
[85/299] timecost: 60.98, lr: 0.000085, Train: (LOSS: 0.0244, MAE: 0.0244, RMSE: 0.0399, R2: 0.9719), Valid: (LOSS: 0.0383, MAE: 0.0383, RMSE: 0.0602, R2: 0.9393), PNorm: 188.6370, GNorm: 0.4977
[86/299] timecost: 60.59, lr: 0.000085, Train: (LOSS: 0.0226, MAE: 0.0226, RMSE: 0.0368, R2: 0.9765), Valid: (LOSS: 0.0374, MAE: 0.0374, RMSE: 0.0576, R2: 0.9405), PNorm: 188.6491, GNorm: 0.4311
[87/299] timecost: 60.08, lr: 0.000085, Train: (LOSS: 0.0227, MAE: 0.0227, RMSE: 0.0373, R2: 0.9746), Valid: (LOSS: 0.0376, MAE: 0.0376, RMSE: 0.0597, R2: 0.9366), PNorm: 188.6582, GNorm: 0.4228
[88/299] timecost: 59.82, lr: 0.000085, Train: (LOSS: 0.0219, MAE: 0.0219, RMSE: 0.0367, R2: 0.9758), Valid: (LOSS: 0.0373, MAE: 0.0373, RMSE: 0.0632, R2: 0.9288), PNorm: 188.6693, GNorm: 0.5000
[89/299] timecost: 60.10, lr: 0.000085, Train: (LOSS: 0.0217, MAE: 0.0217, RMSE: 0.0360, R2: 0.9753), Valid: (LOSS: 0.0366, MAE: 0.0366, RMSE: 0.0588, R2: 0.9391), PNorm: 188.6819, GNorm: 0.4453
[90/299] timecost: 60.62, lr: 0.000085, Train: (LOSS: 0.0218, MAE: 0.0218, RMSE: 0.0360, R2: 0.9763), Valid: (LOSS: 0.0394, MAE: 0.0394, RMSE: 0.0638, R2: 0.9265), PNorm: 188.6910, GNorm: 0.5000
[91/299] timecost: 61.47, lr: 0.000085, Train: (LOSS: 0.0209, MAE: 0.0209, RMSE: 0.0349, R2: 0.9780), Valid: (LOSS: 0.0354, MAE: 0.0354, RMSE: 0.0586, R2: 0.9384), PNorm: 188.7008, GNorm: 0.4505
[92/299] timecost: 62.35, lr: 0.000085, Train: (LOSS: 0.0215, MAE: 0.0215, RMSE: 0.0358, R2: 0.9759), Valid: (LOSS: 0.0396, MAE: 0.0396, RMSE: 0.0642, R2: 0.9274), PNorm: 188.7089, GNorm: 0.5000
[93/299] timecost: 62.34, lr: 0.000085, Train: (LOSS: 0.0212, MAE: 0.0212, RMSE: 0.0354, R2: 0.9777), Valid: (LOSS: 0.0358, MAE: 0.0358, RMSE: 0.0564, R2: 0.9426), PNorm: 188.7197, GNorm: 0.4435
[94/299] timecost: 62.35, lr: 0.000085, Train: (LOSS: 0.0216, MAE: 0.0216, RMSE: 0.0354, R2: 0.9756), Valid: (LOSS: 0.0365, MAE: 0.0365, RMSE: 0.0595, R2: 0.9378), PNorm: 188.7309, GNorm: 0.4989
[95/299] timecost: 62.31, lr: 0.000085, Train: (LOSS: 0.0202, MAE: 0.0202, RMSE: 0.0343, R2: 0.9775), Valid: (LOSS: 0.0368, MAE: 0.0368, RMSE: 0.0588, R2: 0.9374), PNorm: 188.7403, GNorm: 0.5000
[96/299] timecost: 62.37, lr: 0.000085, Train: (LOSS: 0.0207, MAE: 0.0207, RMSE: 0.0344, R2: 0.9764), Valid: (LOSS: 0.0359, MAE: 0.0359, RMSE: 0.0581, R2: 0.9385), PNorm: 188.7490, GNorm: 0.4913
[97/299] timecost: 62.48, lr: 0.000085, Train: (LOSS: 0.0210, MAE: 0.0210, RMSE: 0.0349, R2: 0.9767), Valid: (LOSS: 0.0370, MAE: 0.0370, RMSE: 0.0588, R2: 0.9391), PNorm: 188.7584, GNorm: 0.3459
[98/299] timecost: 62.24, lr: 0.000085, Train: (LOSS: 0.0196, MAE: 0.0196, RMSE: 0.0332, R2: 0.9792), Valid: (LOSS: 0.0358, MAE: 0.0358, RMSE: 0.0558, R2: 0.9447), PNorm: 188.7701, GNorm: 0.3700
