cuda available with GPU: Tesla V100S-PCIE-32GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Not pretrained weights used============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 57.64, lr: 0.000100, Train: (LOSS: 0.2103, MAE: 0.2103, RMSE: 0.2555, R2: 0.0487), Valid: (LOSS: 0.1921, MAE: 0.1921, RMSE: 0.2343, R2: 0.2056), PNorm: 187.0394, GNorm: 0.5000
[48/299] timecost: 57.26, lr: 0.000100, Train: (LOSS: 0.0317, MAE: 0.0317, RMSE: 0.0496, R2: 0.9578), Valid: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0708, R2: 0.9221), PNorm: 188.1812, GNorm: 0.5000
[49/299] timecost: 57.18, lr: 0.000100, Train: (LOSS: 0.0328, MAE: 0.0328, RMSE: 0.0524, R2: 0.9546), Valid: (LOSS: 0.0433, MAE: 0.0433, RMSE: 0.0672, R2: 0.9295), PNorm: 188.1975, GNorm: 0.4914
[50/299] timecost: 56.99, lr: 0.000100, Train: (LOSS: 0.0319, MAE: 0.0319, RMSE: 0.0506, R2: 0.9576), Valid: (LOSS: 0.0425, MAE: 0.0425, RMSE: 0.0626, R2: 0.9401), PNorm: 188.2142, GNorm: 0.5000
[51/299] timecost: 57.07, lr: 0.000100, Train: (LOSS: 0.0308, MAE: 0.0308, RMSE: 0.0482, R2: 0.9610), Valid: (LOSS: 0.0405, MAE: 0.0405, RMSE: 0.0649, R2: 0.9359), PNorm: 188.2282, GNorm: 0.4902
[52/299] timecost: 57.00, lr: 0.000100, Train: (LOSS: 0.0315, MAE: 0.0315, RMSE: 0.0495, R2: 0.9591), Valid: (LOSS: 0.0438, MAE: 0.0438, RMSE: 0.0680, R2: 0.9312), PNorm: 188.2442, GNorm: 0.4589
[53/299] timecost: 55.65, lr: 0.000100, Train: (LOSS: 0.0312, MAE: 0.0312, RMSE: 0.0492, R2: 0.9601), Valid: (LOSS: 0.0392, MAE: 0.0392, RMSE: 0.0598, R2: 0.9468), PNorm: 188.2620, GNorm: 0.4237
[54/299] timecost: 55.74, lr: 0.000100, Train: (LOSS: 0.0293, MAE: 0.0293, RMSE: 0.0464, R2: 0.9633), Valid: (LOSS: 0.0410, MAE: 0.0410, RMSE: 0.0628, R2: 0.9402), PNorm: 188.2774, GNorm: 0.5000
[55/299] timecost: 55.47, lr: 0.000100, Train: (LOSS: 0.0297, MAE: 0.0297, RMSE: 0.0467, R2: 0.9636), Valid: (LOSS: 0.0408, MAE: 0.0408, RMSE: 0.0645, R2: 0.9354), PNorm: 188.2936, GNorm: 0.4370
[56/299] timecost: 55.66, lr: 0.000100, Train: (LOSS: 0.0290, MAE: 0.0290, RMSE: 0.0460, R2: 0.9662), Valid: (LOSS: 0.0388, MAE: 0.0388, RMSE: 0.0608, R2: 0.9435), PNorm: 188.3069, GNorm: 0.4276
[57/299] timecost: 55.75, lr: 0.000100, Train: (LOSS: 0.0287, MAE: 0.0287, RMSE: 0.0451, R2: 0.9645), Valid: (LOSS: 0.0408, MAE: 0.0408, RMSE: 0.0603, R2: 0.9449), PNorm: 188.3231, GNorm: 0.5000
[58/299] timecost: 55.71, lr: 0.000100, Train: (LOSS: 0.0280, MAE: 0.0280, RMSE: 0.0448, R2: 0.9649), Valid: (LOSS: 0.0450, MAE: 0.0450, RMSE: 0.0653, R2: 0.9350), PNorm: 188.3426, GNorm: 0.5000
[59/299] timecost: 55.74, lr: 0.000100, Train: (LOSS: 0.0287, MAE: 0.0287, RMSE: 0.0456, R2: 0.9643), Valid: (LOSS: 0.0381, MAE: 0.0381, RMSE: 0.0594, R2: 0.9464), PNorm: 188.3573, GNorm: 0.4633
[60/299] timecost: 55.62, lr: 0.000100, Train: (LOSS: 0.0273, MAE: 0.0273, RMSE: 0.0435, R2: 0.9684), Valid: (LOSS: 0.0413, MAE: 0.0413, RMSE: 0.0609, R2: 0.9449), PNorm: 188.3742, GNorm: 0.5000
[61/299] timecost: 55.79, lr: 0.000100, Train: (LOSS: 0.0275, MAE: 0.0275, RMSE: 0.0431, R2: 0.9695), Valid: (LOSS: 0.0392, MAE: 0.0392, RMSE: 0.0594, R2: 0.9456), PNorm: 188.3897, GNorm: 0.4678
[62/299] timecost: 55.63, lr: 0.000100, Train: (LOSS: 0.0266, MAE: 0.0266, RMSE: 0.0421, R2: 0.9696), Valid: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0586, R2: 0.9459), PNorm: 188.4043, GNorm: 0.4759
[63/299] timecost: 55.65, lr: 0.000100, Train: (LOSS: 0.0259, MAE: 0.0259, RMSE: 0.0414, R2: 0.9717), Valid: (LOSS: 0.0369, MAE: 0.0369, RMSE: 0.0570, R2: 0.9487), PNorm: 188.4188, GNorm: 0.5000
[64/299] timecost: 55.45, lr: 0.000100, Train: (LOSS: 0.0261, MAE: 0.0261, RMSE: 0.0408, R2: 0.9713), Valid: (LOSS: 0.0391, MAE: 0.0391, RMSE: 0.0585, R2: 0.9480), PNorm: 188.4329, GNorm: 0.5000
[65/299] timecost: 55.47, lr: 0.000100, Train: (LOSS: 0.0265, MAE: 0.0265, RMSE: 0.0409, R2: 0.9719), Valid: (LOSS: 0.0374, MAE: 0.0374, RMSE: 0.0587, R2: 0.9442), PNorm: 188.4509, GNorm: 0.5000
[66/299] timecost: 55.59, lr: 0.000100, Train: (LOSS: 0.0271, MAE: 0.0271, RMSE: 0.0440, R2: 0.9664), Valid: (LOSS: 0.0370, MAE: 0.0370, RMSE: 0.0559, R2: 0.9516), PNorm: 188.4622, GNorm: 0.4920
[67/299] timecost: 55.45, lr: 0.000100, Train: (LOSS: 0.0247, MAE: 0.0247, RMSE: 0.0397, R2: 0.9731), Valid: (LOSS: 0.0392, MAE: 0.0392, RMSE: 0.0614, R2: 0.9391), PNorm: 188.4791, GNorm: 0.4889
[68/299] timecost: 55.54, lr: 0.000100, Train: (LOSS: 0.0242, MAE: 0.0242, RMSE: 0.0387, R2: 0.9737), Valid: (LOSS: 0.0374, MAE: 0.0374, RMSE: 0.0590, R2: 0.9448), PNorm: 188.4932, GNorm: 0.4424
[69/299] timecost: 55.55, lr: 0.000100, Train: (LOSS: 0.0243, MAE: 0.0243, RMSE: 0.0385, R2: 0.9755), Valid: (LOSS: 0.0360, MAE: 0.0360, RMSE: 0.0548, R2: 0.9536), PNorm: 188.5090, GNorm: 0.4956
[70/299] timecost: 55.62, lr: 0.000100, Train: (LOSS: 0.0248, MAE: 0.0248, RMSE: 0.0387, R2: 0.9743), Valid: (LOSS: 0.0349, MAE: 0.0349, RMSE: 0.0538, R2: 0.9559), PNorm: 188.5228, GNorm: 0.4625
[71/299] timecost: 55.48, lr: 0.000100, Train: (LOSS: 0.0248, MAE: 0.0248, RMSE: 0.0388, R2: 0.9735), Valid: (LOSS: 0.0384, MAE: 0.0384, RMSE: 0.0589, R2: 0.9468), PNorm: 188.5375, GNorm: 0.4493
[72/299] timecost: 55.69, lr: 0.000100, Train: (LOSS: 0.0242, MAE: 0.0242, RMSE: 0.0382, R2: 0.9755), Valid: (LOSS: 0.0399, MAE: 0.0399, RMSE: 0.0591, R2: 0.9467), PNorm: 188.5562, GNorm: 0.4475
[73/299] timecost: 55.48, lr: 0.000100, Train: (LOSS: 0.0240, MAE: 0.0240, RMSE: 0.0375, R2: 0.9764), Valid: (LOSS: 0.0365, MAE: 0.0365, RMSE: 0.0568, R2: 0.9472), PNorm: 188.5714, GNorm: 0.4749
[74/299] timecost: 55.84, lr: 0.000100, Train: (LOSS: 0.0250, MAE: 0.0250, RMSE: 0.0386, R2: 0.9739), Valid: (LOSS: 0.0380, MAE: 0.0380, RMSE: 0.0552, R2: 0.9522), PNorm: 188.5900, GNorm: 0.5000
[75/299] timecost: 55.96, lr: 0.000100, Train: (LOSS: 0.0240, MAE: 0.0240, RMSE: 0.0372, R2: 0.9774), Valid: (LOSS: 0.0379, MAE: 0.0379, RMSE: 0.0578, R2: 0.9470), PNorm: 188.6072, GNorm: 0.4854
[76/299] timecost: 56.05, lr: 0.000100, Train: (LOSS: 0.0234, MAE: 0.0234, RMSE: 0.0366, R2: 0.9772), Valid: (LOSS: 0.0367, MAE: 0.0367, RMSE: 0.0552, R2: 0.9519), PNorm: 188.6237, GNorm: 0.4773
[77/299] timecost: 56.30, lr: 0.000100, Train: (LOSS: 0.0221, MAE: 0.0221, RMSE: 0.0349, R2: 0.9799), Valid: (LOSS: 0.0362, MAE: 0.0362, RMSE: 0.0567, R2: 0.9502), PNorm: 188.6381, GNorm: 0.5000
[78/299] timecost: 56.43, lr: 0.000100, Train: (LOSS: 0.0219, MAE: 0.0219, RMSE: 0.0351, R2: 0.9795), Valid: (LOSS: 0.0414, MAE: 0.0414, RMSE: 0.0607, R2: 0.9434), PNorm: 188.6594, GNorm: 0.5000
[79/299] timecost: 56.22, lr: 0.000100, Train: (LOSS: 0.0232, MAE: 0.0232, RMSE: 0.0364, R2: 0.9776), Valid: (LOSS: 0.0361, MAE: 0.0361, RMSE: 0.0532, R2: 0.9547), PNorm: 188.6732, GNorm: 0.4997
[80/299] timecost: 56.18, lr: 0.000100, Train: (LOSS: 0.0219, MAE: 0.0219, RMSE: 0.0340, R2: 0.9798), Valid: (LOSS: 0.0383, MAE: 0.0383, RMSE: 0.0583, R2: 0.9475), PNorm: 188.6897, GNorm: 0.5000
[81/299] timecost: 56.60, lr: 0.000100, Train: (LOSS: 0.0225, MAE: 0.0225, RMSE: 0.0355, R2: 0.9787), Valid: (LOSS: 0.0366, MAE: 0.0366, RMSE: 0.0563, R2: 0.9505), PNorm: 188.7069, GNorm: 0.5000
[82/299] timecost: 56.48, lr: 0.000100, Train: (LOSS: 0.0224, MAE: 0.0224, RMSE: 0.0348, R2: 0.9788), Valid: (LOSS: 0.0364, MAE: 0.0364, RMSE: 0.0574, R2: 0.9485), PNorm: 188.7283, GNorm: 0.3557
[83/299] timecost: 56.28, lr: 0.000100, Train: (LOSS: 0.0225, MAE: 0.0225, RMSE: 0.0352, R2: 0.9791), Valid: (LOSS: 0.0362, MAE: 0.0362, RMSE: 0.0557, R2: 0.9510), PNorm: 188.7437, GNorm: 0.3923
[84/299] timecost: 56.01, lr: 0.000100, Train: (LOSS: 0.0208, MAE: 0.0208, RMSE: 0.0323, R2: 0.9830), Valid: (LOSS: 0.0361, MAE: 0.0361, RMSE: 0.0557, R2: 0.9520), PNorm: 188.7638, GNorm: 0.3679
[85/299] timecost: 56.35, lr: 0.000100, Train: (LOSS: 0.0221, MAE: 0.0221, RMSE: 0.0346, R2: 0.9795), Valid: (LOSS: 0.0370, MAE: 0.0370, RMSE: 0.0563, R2: 0.9504), PNorm: 188.7771, GNorm: 0.5000
Epoch 00087: reducing learning rate of group 0 to 8.5000e-05.
[86/299] timecost: 56.78, lr: 0.000085, Train: (LOSS: 0.0210, MAE: 0.0210, RMSE: 0.0335, R2: 0.9811), Valid: (LOSS: 0.0383, MAE: 0.0383, RMSE: 0.0584, R2: 0.9464), PNorm: 188.7952, GNorm: 0.4166
[87/299] timecost: 56.26, lr: 0.000085, Train: (LOSS: 0.0194, MAE: 0.0194, RMSE: 0.0312, R2: 0.9832), Valid: (LOSS: 0.0370, MAE: 0.0370, RMSE: 0.0567, R2: 0.9503), PNorm: 188.8015, GNorm: 0.5000
[88/299] timecost: 56.27, lr: 0.000085, Train: (LOSS: 0.0193, MAE: 0.0193, RMSE: 0.0305, R2: 0.9835), Valid: (LOSS: 0.0374, MAE: 0.0374, RMSE: 0.0586, R2: 0.9469), PNorm: 188.8157, GNorm: 0.5000
[89/299] timecost: 56.09, lr: 0.000085, Train: (LOSS: 0.0184, MAE: 0.0184, RMSE: 0.0294, R2: 0.9855), Valid: (LOSS: 0.0356, MAE: 0.0356, RMSE: 0.0544, R2: 0.9529), PNorm: 188.8257, GNorm: 0.5000
[90/299] timecost: 56.29, lr: 0.000085, Train: (LOSS: 0.0189, MAE: 0.0189, RMSE: 0.0303, R2: 0.9827), Valid: (LOSS: 0.0363, MAE: 0.0363, RMSE: 0.0569, R2: 0.9487), PNorm: 188.8364, GNorm: 0.3225
[91/299] timecost: 55.93, lr: 0.000085, Train: (LOSS: 0.0178, MAE: 0.0178, RMSE: 0.0286, R2: 0.9854), Valid: (LOSS: 0.0370, MAE: 0.0370, RMSE: 0.0579, R2: 0.9484), PNorm: 188.8468, GNorm: 0.4989
[92/299] timecost: 56.09, lr: 0.000085, Train: (LOSS: 0.0181, MAE: 0.0181, RMSE: 0.0290, R2: 0.9848), Valid: (LOSS: 0.0358, MAE: 0.0358, RMSE: 0.0542, R2: 0.9547), PNorm: 188.8567, GNorm: 0.4263
[93/299] timecost: 56.11, lr: 0.000085, Train: (LOSS: 0.0177, MAE: 0.0177, RMSE: 0.0284, R2: 0.9844), Valid: (LOSS: 0.0360, MAE: 0.0360, RMSE: 0.0565, R2: 0.9500), PNorm: 188.8664, GNorm: 0.4112
[94/299] timecost: 55.78, lr: 0.000085, Train: (LOSS: 0.0188, MAE: 0.0188, RMSE: 0.0302, R2: 0.9840), Valid: (LOSS: 0.0370, MAE: 0.0370, RMSE: 0.0568, R2: 0.9507), PNorm: 188.8815, GNorm: 0.2955
[95/299] timecost: 55.48, lr: 0.000085, Train: (LOSS: 0.0178, MAE: 0.0178, RMSE: 0.0286, R2: 0.9846), Valid: (LOSS: 0.0372, MAE: 0.0372, RMSE: 0.0573, R2: 0.9488), PNorm: 188.8955, GNorm: 0.3773
[96/299] timecost: 56.10, lr: 0.000085, Train: (LOSS: 0.0177, MAE: 0.0177, RMSE: 0.0287, R2: 0.9852), Valid: (LOSS: 0.0346, MAE: 0.0346, RMSE: 0.0535, R2: 0.9551), PNorm: 188.9048, GNorm: 0.5000
[97/299] timecost: 55.92, lr: 0.000085, Train: (LOSS: 0.0178, MAE: 0.0178, RMSE: 0.0285, R2: 0.9861), Valid: (LOSS: 0.0357, MAE: 0.0357, RMSE: 0.0536, R2: 0.9557), PNorm: 188.9169, GNorm: 0.4449
[98/299] timecost: 55.93, lr: 0.000085, Train: (LOSS: 0.0172, MAE: 0.0172, RMSE: 0.0268, R2: 0.9869), Valid: (LOSS: 0.0373, MAE: 0.0373, RMSE: 0.0579, R2: 0.9477), PNorm: 188.9307, GNorm: 0.3787
