cuda available with GPU: Tesla V100-PCIE-16GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Loading pretrained weights to generate initialization============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 67.11, lr: 0.000030, Train: (LOSS: 0.2309, MAE: 0.2309, RMSE: 0.2732, R2: -0.0584), Valid: (LOSS: 0.2220, MAE: 0.2220, RMSE: 0.2571, R2: 0.0647), PNorm: 174.3928, GNorm: 1.3711
[11/299] timecost: 64.08, lr: 0.000030, Train: (LOSS: 0.1136, MAE: 0.1136, RMSE: 0.1604, R2: 0.6186), Valid: (LOSS: 0.1106, MAE: 0.1106, RMSE: 0.1549, R2: 0.6575), PNorm: 170.7189, GNorm: 4.0012
[12/299] timecost: 63.97, lr: 0.000030, Train: (LOSS: 0.1084, MAE: 0.1084, RMSE: 0.1554, R2: 0.6379), Valid: (LOSS: 0.1167, MAE: 0.1167, RMSE: 0.1654, R2: 0.6005), PNorm: 170.4689, GNorm: 1.2763
[13/299] timecost: 64.45, lr: 0.000030, Train: (LOSS: 0.1064, MAE: 0.1064, RMSE: 0.1528, R2: 0.6543), Valid: (LOSS: 0.1132, MAE: 0.1132, RMSE: 0.1618, R2: 0.6191), PNorm: 170.2215, GNorm: 1.5087
[14/299] timecost: 64.57, lr: 0.000030, Train: (LOSS: 0.1054, MAE: 0.1054, RMSE: 0.1511, R2: 0.6574), Valid: (LOSS: 0.0968, MAE: 0.0968, RMSE: 0.1373, R2: 0.7284), PNorm: 169.9791, GNorm: 1.7377
[15/299] timecost: 64.09, lr: 0.000030, Train: (LOSS: 0.0993, MAE: 0.0993, RMSE: 0.1434, R2: 0.6797), Valid: (LOSS: 0.1043, MAE: 0.1043, RMSE: 0.1519, R2: 0.6685), PNorm: 169.7394, GNorm: 1.4991
[16/299] timecost: 64.03, lr: 0.000030, Train: (LOSS: 0.0984, MAE: 0.0984, RMSE: 0.1428, R2: 0.6934), Valid: (LOSS: 0.0915, MAE: 0.0915, RMSE: 0.1333, R2: 0.7458), PNorm: 169.5032, GNorm: 2.3696
[17/299] timecost: 63.87, lr: 0.000030, Train: (LOSS: 0.0931, MAE: 0.0931, RMSE: 0.1371, R2: 0.7115), Valid: (LOSS: 0.0915, MAE: 0.0915, RMSE: 0.1326, R2: 0.7443), PNorm: 169.2699, GNorm: 1.9940
[18/299] timecost: 63.90, lr: 0.000030, Train: (LOSS: 0.0932, MAE: 0.0932, RMSE: 0.1360, R2: 0.7203), Valid: (LOSS: 0.0950, MAE: 0.0950, RMSE: 0.1367, R2: 0.7326), PNorm: 169.0390, GNorm: 2.6477
[19/299] timecost: 63.95, lr: 0.000030, Train: (LOSS: 0.0889, MAE: 0.0889, RMSE: 0.1316, R2: 0.7370), Valid: (LOSS: 0.0911, MAE: 0.0911, RMSE: 0.1357, R2: 0.7318), PNorm: 168.8091, GNorm: 2.8305
[20/299] timecost: 64.73, lr: 0.000030, Train: (LOSS: 0.0910, MAE: 0.0910, RMSE: 0.1340, R2: 0.7221), Valid: (LOSS: 0.0860, MAE: 0.0860, RMSE: 0.1289, R2: 0.7557), PNorm: 168.5820, GNorm: 1.6592
[21/299] timecost: 64.30, lr: 0.000030, Train: (LOSS: 0.0848, MAE: 0.0848, RMSE: 0.1295, R2: 0.7477), Valid: (LOSS: 0.0853, MAE: 0.0853, RMSE: 0.1280, R2: 0.7594), PNorm: 168.3562, GNorm: 3.2125
[22/299] timecost: 63.97, lr: 0.000030, Train: (LOSS: 0.0831, MAE: 0.0831, RMSE: 0.1260, R2: 0.7572), Valid: (LOSS: 0.0845, MAE: 0.0845, RMSE: 0.1236, R2: 0.7749), PNorm: 168.1319, GNorm: 2.3123
[23/299] timecost: 63.98, lr: 0.000030, Train: (LOSS: 0.0847, MAE: 0.0847, RMSE: 0.1246, R2: 0.7632), Valid: (LOSS: 0.0866, MAE: 0.0866, RMSE: 0.1238, R2: 0.7774), PNorm: 167.9116, GNorm: 2.9976
[24/299] timecost: 63.96, lr: 0.000030, Train: (LOSS: 0.0835, MAE: 0.0835, RMSE: 0.1262, R2: 0.7584), Valid: (LOSS: 0.0874, MAE: 0.0874, RMSE: 0.1317, R2: 0.7441), PNorm: 167.6930, GNorm: 2.8017
[25/299] timecost: 63.83, lr: 0.000030, Train: (LOSS: 0.0868, MAE: 0.0868, RMSE: 0.1298, R2: 0.7414), Valid: (LOSS: 0.0855, MAE: 0.0855, RMSE: 0.1274, R2: 0.7580), PNorm: 167.4787, GNorm: 1.6906
[26/299] timecost: 63.82, lr: 0.000030, Train: (LOSS: 0.0807, MAE: 0.0807, RMSE: 0.1225, R2: 0.7699), Valid: (LOSS: 0.0846, MAE: 0.0846, RMSE: 0.1263, R2: 0.7656), PNorm: 167.2650, GNorm: 2.8858
[27/299] timecost: 64.05, lr: 0.000030, Train: (LOSS: 0.0752, MAE: 0.0752, RMSE: 0.1167, R2: 0.8000), Valid: (LOSS: 0.0825, MAE: 0.0825, RMSE: 0.1211, R2: 0.7810), PNorm: 167.0524, GNorm: 1.6536
[28/299] timecost: 64.25, lr: 0.000030, Train: (LOSS: 0.0737, MAE: 0.0737, RMSE: 0.1141, R2: 0.7996), Valid: (LOSS: 0.0894, MAE: 0.0894, RMSE: 0.1339, R2: 0.7358), PNorm: 166.8420, GNorm: 1.5036
[29/299] timecost: 63.92, lr: 0.000030, Train: (LOSS: 0.0745, MAE: 0.0745, RMSE: 0.1155, R2: 0.7875), Valid: (LOSS: 0.0788, MAE: 0.0788, RMSE: 0.1113, R2: 0.8159), PNorm: 166.6339, GNorm: 2.7670
[30/299] timecost: 63.86, lr: 0.000030, Train: (LOSS: 0.0758, MAE: 0.0758, RMSE: 0.1172, R2: 0.7865), Valid: (LOSS: 0.0843, MAE: 0.0843, RMSE: 0.1239, R2: 0.7698), PNorm: 166.4283, GNorm: 2.0939
[31/299] timecost: 63.90, lr: 0.000030, Train: (LOSS: 0.0734, MAE: 0.0734, RMSE: 0.1124, R2: 0.8017), Valid: (LOSS: 0.0779, MAE: 0.0779, RMSE: 0.1162, R2: 0.7986), PNorm: 166.2230, GNorm: 1.0524
[32/299] timecost: 63.85, lr: 0.000030, Train: (LOSS: 0.0732, MAE: 0.0732, RMSE: 0.1124, R2: 0.8083), Valid: (LOSS: 0.0765, MAE: 0.0765, RMSE: 0.1139, R2: 0.8021), PNorm: 166.0195, GNorm: 1.8295
[33/299] timecost: 63.98, lr: 0.000030, Train: (LOSS: 0.0721, MAE: 0.0721, RMSE: 0.1118, R2: 0.8114), Valid: (LOSS: 0.0777, MAE: 0.0777, RMSE: 0.1199, R2: 0.7840), PNorm: 165.8182, GNorm: 2.0631
[34/299] timecost: 64.66, lr: 0.000030, Train: (LOSS: 0.0645, MAE: 0.0645, RMSE: 0.1028, R2: 0.8378), Valid: (LOSS: 0.0697, MAE: 0.0697, RMSE: 0.1050, R2: 0.8365), PNorm: 165.6165, GNorm: 1.6677
[35/299] timecost: 64.91, lr: 0.000030, Train: (LOSS: 0.0667, MAE: 0.0667, RMSE: 0.1056, R2: 0.8253), Valid: (LOSS: 0.0722, MAE: 0.0722, RMSE: 0.1089, R2: 0.8253), PNorm: 165.4180, GNorm: 1.2049
[36/299] timecost: 63.99, lr: 0.000030, Train: (LOSS: 0.0653, MAE: 0.0653, RMSE: 0.1037, R2: 0.8366), Valid: (LOSS: 0.0878, MAE: 0.0878, RMSE: 0.1250, R2: 0.7706), PNorm: 165.2207, GNorm: 1.3759
[37/299] timecost: 63.86, lr: 0.000030, Train: (LOSS: 0.0647, MAE: 0.0647, RMSE: 0.1020, R2: 0.8396), Valid: (LOSS: 0.0814, MAE: 0.0814, RMSE: 0.1278, R2: 0.7609), PNorm: 165.0263, GNorm: 1.0793
[38/299] timecost: 63.99, lr: 0.000030, Train: (LOSS: 0.0634, MAE: 0.0634, RMSE: 0.1015, R2: 0.8406), Valid: (LOSS: 0.0732, MAE: 0.0732, RMSE: 0.1129, R2: 0.8070), PNorm: 164.8330, GNorm: 1.6749
[39/299] timecost: 63.92, lr: 0.000030, Train: (LOSS: 0.0629, MAE: 0.0629, RMSE: 0.0991, R2: 0.8442), Valid: (LOSS: 0.0704, MAE: 0.0704, RMSE: 0.1075, R2: 0.8240), PNorm: 164.6408, GNorm: 1.6683
[40/299] timecost: 64.02, lr: 0.000030, Train: (LOSS: 0.0582, MAE: 0.0582, RMSE: 0.0932, R2: 0.8677), Valid: (LOSS: 0.0683, MAE: 0.0683, RMSE: 0.1034, R2: 0.8373), PNorm: 164.4495, GNorm: 1.4046
[41/299] timecost: 64.25, lr: 0.000030, Train: (LOSS: 0.0621, MAE: 0.0621, RMSE: 0.0984, R2: 0.8453), Valid: (LOSS: 0.0837, MAE: 0.0837, RMSE: 0.1271, R2: 0.7540), PNorm: 164.2604, GNorm: 1.7362
[42/299] timecost: 64.16, lr: 0.000030, Train: (LOSS: 0.0631, MAE: 0.0631, RMSE: 0.1007, R2: 0.8376), Valid: (LOSS: 0.0700, MAE: 0.0700, RMSE: 0.1029, R2: 0.8405), PNorm: 164.0725, GNorm: 1.1218
[43/299] timecost: 64.20, lr: 0.000030, Train: (LOSS: 0.0561, MAE: 0.0561, RMSE: 0.0883, R2: 0.8800), Valid: (LOSS: 0.0601, MAE: 0.0601, RMSE: 0.0923, R2: 0.8731), PNorm: 163.8854, GNorm: 1.5375
[44/299] timecost: 64.45, lr: 0.000030, Train: (LOSS: 0.0513, MAE: 0.0513, RMSE: 0.0834, R2: 0.8860), Valid: (LOSS: 0.0620, MAE: 0.0620, RMSE: 0.0950, R2: 0.8662), PNorm: 163.6989, GNorm: 1.5056
[45/299] timecost: 64.44, lr: 0.000030, Train: (LOSS: 0.0542, MAE: 0.0542, RMSE: 0.0851, R2: 0.8810), Valid: (LOSS: 0.0588, MAE: 0.0588, RMSE: 0.0911, R2: 0.8754), PNorm: 163.5140, GNorm: 2.3604
[46/299] timecost: 64.62, lr: 0.000030, Train: (LOSS: 0.0530, MAE: 0.0530, RMSE: 0.0845, R2: 0.8891), Valid: (LOSS: 0.0607, MAE: 0.0607, RMSE: 0.0935, R2: 0.8685), PNorm: 163.3304, GNorm: 1.5471
[47/299] timecost: 64.79, lr: 0.000030, Train: (LOSS: 0.0508, MAE: 0.0508, RMSE: 0.0800, R2: 0.8967), Valid: (LOSS: 0.0631, MAE: 0.0631, RMSE: 0.0969, R2: 0.8591), PNorm: 163.1477, GNorm: 1.2746
[48/299] timecost: 63.98, lr: 0.000030, Train: (LOSS: 0.0477, MAE: 0.0477, RMSE: 0.0781, R2: 0.8996), Valid: (LOSS: 0.0657, MAE: 0.0657, RMSE: 0.0996, R2: 0.8486), PNorm: 162.9651, GNorm: 2.3425
[49/299] timecost: 63.66, lr: 0.000030, Train: (LOSS: 0.0503, MAE: 0.0503, RMSE: 0.0812, R2: 0.8943), Valid: (LOSS: 0.0590, MAE: 0.0590, RMSE: 0.0883, R2: 0.8800), PNorm: 162.7837, GNorm: 1.7074
[50/299] timecost: 66.97, lr: 0.000030, Train: (LOSS: 0.0480, MAE: 0.0480, RMSE: 0.0777, R2: 0.9042), Valid: (LOSS: 0.0689, MAE: 0.0689, RMSE: 0.1035, R2: 0.8448), PNorm: 162.6031, GNorm: 1.5587
[51/299] timecost: 64.58, lr: 0.000030, Train: (LOSS: 0.0474, MAE: 0.0474, RMSE: 0.0763, R2: 0.9071), Valid: (LOSS: 0.0585, MAE: 0.0585, RMSE: 0.0915, R2: 0.8744), PNorm: 162.4236, GNorm: 1.8099
[52/299] timecost: 64.30, lr: 0.000030, Train: (LOSS: 0.0474, MAE: 0.0474, RMSE: 0.0761, R2: 0.9029), Valid: (LOSS: 0.0567, MAE: 0.0567, RMSE: 0.0891, R2: 0.8798), PNorm: 162.2450, GNorm: 1.2360
[53/299] timecost: 65.23, lr: 0.000030, Train: (LOSS: 0.0442, MAE: 0.0442, RMSE: 0.0714, R2: 0.9168), Valid: (LOSS: 0.0551, MAE: 0.0551, RMSE: 0.0836, R2: 0.8943), PNorm: 162.0664, GNorm: 1.2718
[54/299] timecost: 65.94, lr: 0.000030, Train: (LOSS: 0.0428, MAE: 0.0428, RMSE: 0.0701, R2: 0.9200), Valid: (LOSS: 0.0562, MAE: 0.0562, RMSE: 0.0859, R2: 0.8896), PNorm: 161.8880, GNorm: 1.3941
[55/299] timecost: 66.85, lr: 0.000030, Train: (LOSS: 0.0422, MAE: 0.0422, RMSE: 0.0687, R2: 0.9229), Valid: (LOSS: 0.0528, MAE: 0.0528, RMSE: 0.0835, R2: 0.8944), PNorm: 161.7097, GNorm: 1.2371
[56/299] timecost: 66.87, lr: 0.000030, Train: (LOSS: 0.0438, MAE: 0.0438, RMSE: 0.0711, R2: 0.9213), Valid: (LOSS: 0.0603, MAE: 0.0603, RMSE: 0.0905, R2: 0.8764), PNorm: 161.5324, GNorm: 1.0957
[57/299] timecost: 66.95, lr: 0.000030, Train: (LOSS: 0.0411, MAE: 0.0411, RMSE: 0.0685, R2: 0.9238), Valid: (LOSS: 0.0551, MAE: 0.0551, RMSE: 0.0861, R2: 0.8882), PNorm: 161.3550, GNorm: 1.2946
[58/299] timecost: 66.88, lr: 0.000030, Train: (LOSS: 0.0415, MAE: 0.0415, RMSE: 0.0683, R2: 0.9207), Valid: (LOSS: 0.0540, MAE: 0.0540, RMSE: 0.0834, R2: 0.8930), PNorm: 161.1779, GNorm: 2.2623
[59/299] timecost: 67.10, lr: 0.000030, Train: (LOSS: 0.0421, MAE: 0.0421, RMSE: 0.0693, R2: 0.9215), Valid: (LOSS: 0.0550, MAE: 0.0550, RMSE: 0.0865, R2: 0.8884), PNorm: 161.0017, GNorm: 1.3875
[60/299] timecost: 66.82, lr: 0.000030, Train: (LOSS: 0.0401, MAE: 0.0401, RMSE: 0.0647, R2: 0.9299), Valid: (LOSS: 0.0530, MAE: 0.0530, RMSE: 0.0843, R2: 0.8949), PNorm: 160.8254, GNorm: 1.6489
[61/299] timecost: 66.88, lr: 0.000030, Train: (LOSS: 0.0399, MAE: 0.0399, RMSE: 0.0651, R2: 0.9289), Valid: (LOSS: 0.0508, MAE: 0.0508, RMSE: 0.0799, R2: 0.9031), PNorm: 160.6490, GNorm: 1.1183
[62/299] timecost: 66.97, lr: 0.000030, Train: (LOSS: 0.0390, MAE: 0.0390, RMSE: 0.0623, R2: 0.9319), Valid: (LOSS: 0.0544, MAE: 0.0544, RMSE: 0.0837, R2: 0.8898), PNorm: 160.4729, GNorm: 1.5124
[63/299] timecost: 66.88, lr: 0.000030, Train: (LOSS: 0.0399, MAE: 0.0399, RMSE: 0.0666, R2: 0.9298), Valid: (LOSS: 0.0542, MAE: 0.0542, RMSE: 0.0847, R2: 0.8925), PNorm: 160.2962, GNorm: 0.9726
[64/299] timecost: 64.93, lr: 0.000030, Train: (LOSS: 0.0430, MAE: 0.0430, RMSE: 0.0701, R2: 0.9167), Valid: (LOSS: 0.0501, MAE: 0.0501, RMSE: 0.0796, R2: 0.9015), PNorm: 160.1221, GNorm: 1.3497
[65/299] timecost: 63.40, lr: 0.000030, Train: (LOSS: 0.0369, MAE: 0.0369, RMSE: 0.0613, R2: 0.9362), Valid: (LOSS: 0.0476, MAE: 0.0476, RMSE: 0.0772, R2: 0.9111), PNorm: 159.9455, GNorm: 1.5545
[66/299] timecost: 63.92, lr: 0.000030, Train: (LOSS: 0.0365, MAE: 0.0365, RMSE: 0.0607, R2: 0.9393), Valid: (LOSS: 0.0482, MAE: 0.0482, RMSE: 0.0770, R2: 0.9104), PNorm: 159.7683, GNorm: 1.5583
[67/299] timecost: 63.30, lr: 0.000030, Train: (LOSS: 0.0372, MAE: 0.0372, RMSE: 0.0607, R2: 0.9377), Valid: (LOSS: 0.0497, MAE: 0.0497, RMSE: 0.0768, R2: 0.9100), PNorm: 159.5910, GNorm: 1.2334
[68/299] timecost: 64.00, lr: 0.000030, Train: (LOSS: 0.0363, MAE: 0.0363, RMSE: 0.0603, R2: 0.9395), Valid: (LOSS: 0.0495, MAE: 0.0495, RMSE: 0.0795, R2: 0.9046), PNorm: 159.4132, GNorm: 1.0679
[69/299] timecost: 65.36, lr: 0.000030, Train: (LOSS: 0.0353, MAE: 0.0353, RMSE: 0.0592, R2: 0.9413), Valid: (LOSS: 0.0495, MAE: 0.0495, RMSE: 0.0775, R2: 0.9091), PNorm: 159.2352, GNorm: 1.1912
[70/299] timecost: 65.12, lr: 0.000030, Train: (LOSS: 0.0344, MAE: 0.0344, RMSE: 0.0571, R2: 0.9430), Valid: (LOSS: 0.0481, MAE: 0.0481, RMSE: 0.0790, R2: 0.9042), PNorm: 159.0558, GNorm: 1.3976
[71/299] timecost: 64.55, lr: 0.000030, Train: (LOSS: 0.0346, MAE: 0.0346, RMSE: 0.0566, R2: 0.9429), Valid: (LOSS: 0.0477, MAE: 0.0477, RMSE: 0.0742, R2: 0.9156), PNorm: 158.8769, GNorm: 1.4727
[72/299] timecost: 64.62, lr: 0.000030, Train: (LOSS: 0.0344, MAE: 0.0344, RMSE: 0.0567, R2: 0.9450), Valid: (LOSS: 0.0477, MAE: 0.0477, RMSE: 0.0768, R2: 0.9090), PNorm: 158.6964, GNorm: 1.6520
[73/299] timecost: 64.73, lr: 0.000030, Train: (LOSS: 0.0337, MAE: 0.0337, RMSE: 0.0560, R2: 0.9476), Valid: (LOSS: 0.0485, MAE: 0.0485, RMSE: 0.0761, R2: 0.9103), PNorm: 158.5153, GNorm: 1.1544
[74/299] timecost: 65.03, lr: 0.000030, Train: (LOSS: 0.0345, MAE: 0.0345, RMSE: 0.0574, R2: 0.9454), Valid: (LOSS: 0.0470, MAE: 0.0470, RMSE: 0.0755, R2: 0.9132), PNorm: 158.3338, GNorm: 1.2798
[75/299] timecost: 64.86, lr: 0.000030, Train: (LOSS: 0.0326, MAE: 0.0326, RMSE: 0.0539, R2: 0.9522), Valid: (LOSS: 0.0491, MAE: 0.0491, RMSE: 0.0770, R2: 0.9087), PNorm: 158.1508, GNorm: 1.3148
[76/299] timecost: 64.65, lr: 0.000030, Train: (LOSS: 0.0343, MAE: 0.0343, RMSE: 0.0572, R2: 0.9466), Valid: (LOSS: 0.0474, MAE: 0.0474, RMSE: 0.0761, R2: 0.9109), PNorm: 157.9674, GNorm: 1.4354
[77/299] timecost: 64.70, lr: 0.000030, Train: (LOSS: 0.0332, MAE: 0.0332, RMSE: 0.0537, R2: 0.9483), Valid: (LOSS: 0.0468, MAE: 0.0468, RMSE: 0.0745, R2: 0.9140), PNorm: 157.7832, GNorm: 1.0562
[78/299] timecost: 63.36, lr: 0.000030, Train: (LOSS: 0.0330, MAE: 0.0330, RMSE: 0.0540, R2: 0.9491), Valid: (LOSS: 0.0481, MAE: 0.0481, RMSE: 0.0764, R2: 0.9101), PNorm: 157.5988, GNorm: 1.2747
[79/299] timecost: 63.69, lr: 0.000030, Train: (LOSS: 0.0321, MAE: 0.0321, RMSE: 0.0527, R2: 0.9522), Valid: (LOSS: 0.0468, MAE: 0.0468, RMSE: 0.0753, R2: 0.9143), PNorm: 157.4130, GNorm: 1.6461
[80/299] timecost: 63.37, lr: 0.000030, Train: (LOSS: 0.0320, MAE: 0.0320, RMSE: 0.0529, R2: 0.9527), Valid: (LOSS: 0.0468, MAE: 0.0468, RMSE: 0.0751, R2: 0.9123), PNorm: 157.2265, GNorm: 1.4865
[81/299] timecost: 64.04, lr: 0.000030, Train: (LOSS: 0.0331, MAE: 0.0331, RMSE: 0.0543, R2: 0.9489), Valid: (LOSS: 0.0512, MAE: 0.0512, RMSE: 0.0808, R2: 0.9011), PNorm: 157.0389, GNorm: 0.7314
[82/299] timecost: 63.92, lr: 0.000030, Train: (LOSS: 0.0343, MAE: 0.0343, RMSE: 0.0570, R2: 0.9420), Valid: (LOSS: 0.0501, MAE: 0.0501, RMSE: 0.0778, R2: 0.9062), PNorm: 156.8523, GNorm: 0.9973
[83/299] timecost: 65.82, lr: 0.000030, Train: (LOSS: 0.0341, MAE: 0.0341, RMSE: 0.0561, R2: 0.9467), Valid: (LOSS: 0.0479, MAE: 0.0479, RMSE: 0.0775, R2: 0.9084), PNorm: 156.6650, GNorm: 0.8341
[84/299] timecost: 66.79, lr: 0.000030, Train: (LOSS: 0.0309, MAE: 0.0309, RMSE: 0.0526, R2: 0.9520), Valid: (LOSS: 0.0472, MAE: 0.0472, RMSE: 0.0721, R2: 0.9186), PNorm: 156.4754, GNorm: 0.8142
[85/299] timecost: 66.77, lr: 0.000030, Train: (LOSS: 0.0300, MAE: 0.0300, RMSE: 0.0508, R2: 0.9551), Valid: (LOSS: 0.0477, MAE: 0.0477, RMSE: 0.0755, R2: 0.9117), PNorm: 156.2843, GNorm: 1.3361
[86/299] timecost: 66.90, lr: 0.000030, Train: (LOSS: 0.0309, MAE: 0.0309, RMSE: 0.0519, R2: 0.9531), Valid: (LOSS: 0.0469, MAE: 0.0469, RMSE: 0.0740, R2: 0.9166), PNorm: 156.0926, GNorm: 1.1295
[87/299] timecost: 66.92, lr: 0.000030, Train: (LOSS: 0.0302, MAE: 0.0302, RMSE: 0.0514, R2: 0.9537), Valid: (LOSS: 0.0501, MAE: 0.0501, RMSE: 0.0779, R2: 0.9074), PNorm: 155.8997, GNorm: 1.6771
[88/299] timecost: 66.87, lr: 0.000030, Train: (LOSS: 0.0297, MAE: 0.0297, RMSE: 0.0493, R2: 0.9566), Valid: (LOSS: 0.0465, MAE: 0.0465, RMSE: 0.0724, R2: 0.9202), PNorm: 155.7056, GNorm: 1.1099
[89/299] timecost: 66.78, lr: 0.000030, Train: (LOSS: 0.0297, MAE: 0.0297, RMSE: 0.0493, R2: 0.9580), Valid: (LOSS: 0.0458, MAE: 0.0458, RMSE: 0.0728, R2: 0.9171), PNorm: 155.5102, GNorm: 1.0091
[90/299] timecost: 66.93, lr: 0.000030, Train: (LOSS: 0.0295, MAE: 0.0295, RMSE: 0.0489, R2: 0.9572), Valid: (LOSS: 0.0451, MAE: 0.0451, RMSE: 0.0705, R2: 0.9196), PNorm: 155.3129, GNorm: 1.2020
[91/299] timecost: 66.78, lr: 0.000030, Train: (LOSS: 0.0293, MAE: 0.0293, RMSE: 0.0493, R2: 0.9558), Valid: (LOSS: 0.0439, MAE: 0.0439, RMSE: 0.0690, R2: 0.9257), PNorm: 155.1157, GNorm: 1.0694
[92/299] timecost: 66.70, lr: 0.000030, Train: (LOSS: 0.0290, MAE: 0.0290, RMSE: 0.0485, R2: 0.9554), Valid: (LOSS: 0.0434, MAE: 0.0434, RMSE: 0.0730, R2: 0.9182), PNorm: 154.9167, GNorm: 0.8963
[93/299] timecost: 67.04, lr: 0.000030, Train: (LOSS: 0.0296, MAE: 0.0296, RMSE: 0.0497, R2: 0.9567), Valid: (LOSS: 0.0440, MAE: 0.0440, RMSE: 0.0691, R2: 0.9232), PNorm: 154.7160, GNorm: 1.2557
[94/299] timecost: 66.62, lr: 0.000030, Train: (LOSS: 0.0307, MAE: 0.0307, RMSE: 0.0493, R2: 0.9553), Valid: (LOSS: 0.0464, MAE: 0.0464, RMSE: 0.0735, R2: 0.9147), PNorm: 154.5153, GNorm: 0.9311
[95/299] timecost: 66.74, lr: 0.000030, Train: (LOSS: 0.0298, MAE: 0.0298, RMSE: 0.0486, R2: 0.9573), Valid: (LOSS: 0.0420, MAE: 0.0420, RMSE: 0.0669, R2: 0.9288), PNorm: 154.3132, GNorm: 1.7291
[96/299] timecost: 66.87, lr: 0.000030, Train: (LOSS: 0.0275, MAE: 0.0275, RMSE: 0.0454, R2: 0.9613), Valid: (LOSS: 0.0439, MAE: 0.0439, RMSE: 0.0713, R2: 0.9229), PNorm: 154.1090, GNorm: 1.1492
[97/299] timecost: 66.82, lr: 0.000030, Train: (LOSS: 0.0289, MAE: 0.0289, RMSE: 0.0484, R2: 0.9602), Valid: (LOSS: 0.0425, MAE: 0.0425, RMSE: 0.0696, R2: 0.9248), PNorm: 153.9042, GNorm: 0.9117
[98/299] timecost: 66.73, lr: 0.000030, Train: (LOSS: 0.0281, MAE: 0.0281, RMSE: 0.0461, R2: 0.9604), Valid: (LOSS: 0.0443, MAE: 0.0443, RMSE: 0.0712, R2: 0.9223), PNorm: 153.6980, GNorm: 0.9189
