cuda available with GPU: Tesla V100-PCIE-16GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Not pretrained weights used============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 66.12, lr: 0.000100, Train: (LOSS: 0.2072, MAE: 0.2072, RMSE: 0.2570, R2: 0.0368), Valid: (LOSS: 0.1755, MAE: 0.1755, RMSE: 0.2236, R2: 0.2711), PNorm: 187.0409, GNorm: 0.5000
[13/299] timecost: 63.69, lr: 0.000100, Train: (LOSS: 0.1020, MAE: 0.1020, RMSE: 0.1486, R2: 0.6716), Valid: (LOSS: 0.1148, MAE: 0.1148, RMSE: 0.1637, R2: 0.6079), PNorm: 187.4617, GNorm: 0.5000
[14/299] timecost: 64.21, lr: 0.000100, Train: (LOSS: 0.0867, MAE: 0.0867, RMSE: 0.1268, R2: 0.7636), Valid: (LOSS: 0.1057, MAE: 0.1057, RMSE: 0.1571, R2: 0.6353), PNorm: 187.4881, GNorm: 0.5000
[15/299] timecost: 64.86, lr: 0.000100, Train: (LOSS: 0.0850, MAE: 0.0850, RMSE: 0.1254, R2: 0.7635), Valid: (LOSS: 0.0953, MAE: 0.0953, RMSE: 0.1394, R2: 0.7126), PNorm: 187.5070, GNorm: 0.4931
[16/299] timecost: 64.96, lr: 0.000100, Train: (LOSS: 0.0800, MAE: 0.0800, RMSE: 0.1183, R2: 0.7890), Valid: (LOSS: 0.0988, MAE: 0.0988, RMSE: 0.1435, R2: 0.6821), PNorm: 187.5311, GNorm: 0.5000
[17/299] timecost: 65.53, lr: 0.000100, Train: (LOSS: 0.0778, MAE: 0.0778, RMSE: 0.1154, R2: 0.7956), Valid: (LOSS: 0.0877, MAE: 0.0877, RMSE: 0.1325, R2: 0.7330), PNorm: 187.5580, GNorm: 0.5000
[18/299] timecost: 64.81, lr: 0.000100, Train: (LOSS: 0.0696, MAE: 0.0696, RMSE: 0.1041, R2: 0.8330), Valid: (LOSS: 0.0743, MAE: 0.0743, RMSE: 0.1138, R2: 0.7996), PNorm: 187.5810, GNorm: 0.5000
[19/299] timecost: 64.67, lr: 0.000100, Train: (LOSS: 0.0645, MAE: 0.0645, RMSE: 0.0972, R2: 0.8550), Valid: (LOSS: 0.0835, MAE: 0.0835, RMSE: 0.1269, R2: 0.7556), PNorm: 187.6053, GNorm: 0.5000
[20/299] timecost: 64.58, lr: 0.000100, Train: (LOSS: 0.0637, MAE: 0.0637, RMSE: 0.0964, R2: 0.8555), Valid: (LOSS: 0.0757, MAE: 0.0757, RMSE: 0.1108, R2: 0.8101), PNorm: 187.6273, GNorm: 0.5000
[21/299] timecost: 61.68, lr: 0.000100, Train: (LOSS: 0.0595, MAE: 0.0595, RMSE: 0.0916, R2: 0.8677), Valid: (LOSS: 0.0738, MAE: 0.0738, RMSE: 0.1194, R2: 0.7770), PNorm: 187.6468, GNorm: 0.5000
[22/299] timecost: 64.98, lr: 0.000100, Train: (LOSS: 0.0576, MAE: 0.0576, RMSE: 0.0880, R2: 0.8801), Valid: (LOSS: 0.0681, MAE: 0.0681, RMSE: 0.1058, R2: 0.8245), PNorm: 187.6694, GNorm: 0.5000
[23/299] timecost: 65.24, lr: 0.000100, Train: (LOSS: 0.0545, MAE: 0.0545, RMSE: 0.0829, R2: 0.8958), Valid: (LOSS: 0.0709, MAE: 0.0709, RMSE: 0.1122, R2: 0.8009), PNorm: 187.6877, GNorm: 0.5000
[24/299] timecost: 65.06, lr: 0.000100, Train: (LOSS: 0.0538, MAE: 0.0538, RMSE: 0.0835, R2: 0.8855), Valid: (LOSS: 0.0654, MAE: 0.0654, RMSE: 0.1005, R2: 0.8391), PNorm: 187.7088, GNorm: 0.5000
[25/299] timecost: 64.90, lr: 0.000100, Train: (LOSS: 0.0499, MAE: 0.0499, RMSE: 0.0772, R2: 0.9043), Valid: (LOSS: 0.0617, MAE: 0.0617, RMSE: 0.0937, R2: 0.8618), PNorm: 187.7295, GNorm: 0.5000
[26/299] timecost: 64.57, lr: 0.000100, Train: (LOSS: 0.0495, MAE: 0.0495, RMSE: 0.0784, R2: 0.9022), Valid: (LOSS: 0.0643, MAE: 0.0643, RMSE: 0.0986, R2: 0.8464), PNorm: 187.7449, GNorm: 0.4349
[27/299] timecost: 61.08, lr: 0.000100, Train: (LOSS: 0.0471, MAE: 0.0471, RMSE: 0.0727, R2: 0.9152), Valid: (LOSS: 0.0622, MAE: 0.0622, RMSE: 0.0996, R2: 0.8461), PNorm: 187.7625, GNorm: 0.5000
[28/299] timecost: 60.21, lr: 0.000100, Train: (LOSS: 0.0482, MAE: 0.0482, RMSE: 0.0743, R2: 0.9131), Valid: (LOSS: 0.0594, MAE: 0.0594, RMSE: 0.0970, R2: 0.8497), PNorm: 187.7795, GNorm: 0.5000
[29/299] timecost: 63.69, lr: 0.000100, Train: (LOSS: 0.0437, MAE: 0.0437, RMSE: 0.0689, R2: 0.9232), Valid: (LOSS: 0.0540, MAE: 0.0540, RMSE: 0.0933, R2: 0.8577), PNorm: 187.7925, GNorm: 0.5000
[30/299] timecost: 64.51, lr: 0.000100, Train: (LOSS: 0.0438, MAE: 0.0438, RMSE: 0.0691, R2: 0.9229), Valid: (LOSS: 0.0568, MAE: 0.0568, RMSE: 0.0891, R2: 0.8745), PNorm: 187.8122, GNorm: 0.4961
[31/299] timecost: 63.68, lr: 0.000100, Train: (LOSS: 0.0430, MAE: 0.0430, RMSE: 0.0662, R2: 0.9297), Valid: (LOSS: 0.0557, MAE: 0.0557, RMSE: 0.0850, R2: 0.8897), PNorm: 187.8340, GNorm: 0.5000
[32/299] timecost: 63.33, lr: 0.000100, Train: (LOSS: 0.0418, MAE: 0.0418, RMSE: 0.0656, R2: 0.9298), Valid: (LOSS: 0.0532, MAE: 0.0532, RMSE: 0.0868, R2: 0.8785), PNorm: 187.8486, GNorm: 0.5000
[33/299] timecost: 63.48, lr: 0.000100, Train: (LOSS: 0.0412, MAE: 0.0412, RMSE: 0.0643, R2: 0.9324), Valid: (LOSS: 0.0556, MAE: 0.0556, RMSE: 0.0878, R2: 0.8756), PNorm: 187.8646, GNorm: 0.4829
[34/299] timecost: 63.58, lr: 0.000100, Train: (LOSS: 0.0394, MAE: 0.0394, RMSE: 0.0626, R2: 0.9355), Valid: (LOSS: 0.0512, MAE: 0.0512, RMSE: 0.0805, R2: 0.9009), PNorm: 187.8777, GNorm: 0.5000
[35/299] timecost: 63.34, lr: 0.000100, Train: (LOSS: 0.0397, MAE: 0.0397, RMSE: 0.0624, R2: 0.9381), Valid: (LOSS: 0.0577, MAE: 0.0577, RMSE: 0.0930, R2: 0.8594), PNorm: 187.8920, GNorm: 0.4103
[36/299] timecost: 63.33, lr: 0.000100, Train: (LOSS: 0.0409, MAE: 0.0409, RMSE: 0.0661, R2: 0.9292), Valid: (LOSS: 0.0519, MAE: 0.0519, RMSE: 0.0857, R2: 0.8784), PNorm: 187.9111, GNorm: 0.4734
[37/299] timecost: 64.34, lr: 0.000100, Train: (LOSS: 0.0371, MAE: 0.0371, RMSE: 0.0594, R2: 0.9421), Valid: (LOSS: 0.0493, MAE: 0.0493, RMSE: 0.0820, R2: 0.8937), PNorm: 187.9241, GNorm: 0.5000
[38/299] timecost: 65.32, lr: 0.000100, Train: (LOSS: 0.0388, MAE: 0.0388, RMSE: 0.0623, R2: 0.9380), Valid: (LOSS: 0.0532, MAE: 0.0532, RMSE: 0.0868, R2: 0.8787), PNorm: 187.9413, GNorm: 0.5000
[39/299] timecost: 65.09, lr: 0.000100, Train: (LOSS: 0.0372, MAE: 0.0372, RMSE: 0.0594, R2: 0.9411), Valid: (LOSS: 0.0539, MAE: 0.0539, RMSE: 0.0830, R2: 0.8931), PNorm: 187.9541, GNorm: 0.5000
[40/299] timecost: 65.35, lr: 0.000100, Train: (LOSS: 0.0366, MAE: 0.0366, RMSE: 0.0580, R2: 0.9435), Valid: (LOSS: 0.0517, MAE: 0.0517, RMSE: 0.0788, R2: 0.9034), PNorm: 187.9716, GNorm: 0.5000
[41/299] timecost: 61.51, lr: 0.000100, Train: (LOSS: 0.0351, MAE: 0.0351, RMSE: 0.0562, R2: 0.9461), Valid: (LOSS: 0.0451, MAE: 0.0451, RMSE: 0.0697, R2: 0.9251), PNorm: 187.9871, GNorm: 0.5000
[42/299] timecost: 60.43, lr: 0.000100, Train: (LOSS: 0.0357, MAE: 0.0357, RMSE: 0.0563, R2: 0.9496), Valid: (LOSS: 0.0535, MAE: 0.0535, RMSE: 0.0841, R2: 0.8901), PNorm: 187.9992, GNorm: 0.5000
[43/299] timecost: 60.63, lr: 0.000100, Train: (LOSS: 0.0344, MAE: 0.0344, RMSE: 0.0546, R2: 0.9493), Valid: (LOSS: 0.0490, MAE: 0.0490, RMSE: 0.0849, R2: 0.8787), PNorm: 188.0164, GNorm: 0.5000
[44/299] timecost: 63.40, lr: 0.000100, Train: (LOSS: 0.0322, MAE: 0.0322, RMSE: 0.0520, R2: 0.9515), Valid: (LOSS: 0.0522, MAE: 0.0522, RMSE: 0.0838, R2: 0.8886), PNorm: 188.0310, GNorm: 0.4066
[45/299] timecost: 62.12, lr: 0.000100, Train: (LOSS: 0.0333, MAE: 0.0333, RMSE: 0.0525, R2: 0.9531), Valid: (LOSS: 0.0525, MAE: 0.0525, RMSE: 0.0814, R2: 0.8980), PNorm: 188.0445, GNorm: 0.4564
[46/299] timecost: 59.91, lr: 0.000100, Train: (LOSS: 0.0327, MAE: 0.0327, RMSE: 0.0528, R2: 0.9543), Valid: (LOSS: 0.0536, MAE: 0.0536, RMSE: 0.0860, R2: 0.8793), PNorm: 188.0632, GNorm: 0.5000
[47/299] timecost: 59.56, lr: 0.000100, Train: (LOSS: 0.0322, MAE: 0.0322, RMSE: 0.0517, R2: 0.9520), Valid: (LOSS: 0.0480, MAE: 0.0480, RMSE: 0.0748, R2: 0.9113), PNorm: 188.0788, GNorm: 0.5000
[48/299] timecost: 59.90, lr: 0.000100, Train: (LOSS: 0.0322, MAE: 0.0322, RMSE: 0.0517, R2: 0.9538), Valid: (LOSS: 0.0474, MAE: 0.0474, RMSE: 0.0766, R2: 0.9085), PNorm: 188.0937, GNorm: 0.5000
[49/299] timecost: 59.88, lr: 0.000100, Train: (LOSS: 0.0319, MAE: 0.0319, RMSE: 0.0511, R2: 0.9548), Valid: (LOSS: 0.0496, MAE: 0.0496, RMSE: 0.0755, R2: 0.9099), PNorm: 188.1109, GNorm: 0.5000
[50/299] timecost: 62.83, lr: 0.000100, Train: (LOSS: 0.0311, MAE: 0.0311, RMSE: 0.0502, R2: 0.9575), Valid: (LOSS: 0.0485, MAE: 0.0485, RMSE: 0.0747, R2: 0.9123), PNorm: 188.1238, GNorm: 0.4938
[51/299] timecost: 64.70, lr: 0.000100, Train: (LOSS: 0.0307, MAE: 0.0307, RMSE: 0.0489, R2: 0.9590), Valid: (LOSS: 0.0471, MAE: 0.0471, RMSE: 0.0746, R2: 0.9102), PNorm: 188.1365, GNorm: 0.5000
[52/299] timecost: 64.70, lr: 0.000100, Train: (LOSS: 0.0305, MAE: 0.0305, RMSE: 0.0486, R2: 0.9595), Valid: (LOSS: 0.0460, MAE: 0.0460, RMSE: 0.0752, R2: 0.9101), PNorm: 188.1534, GNorm: 0.5000
[53/299] timecost: 64.39, lr: 0.000100, Train: (LOSS: 0.0305, MAE: 0.0305, RMSE: 0.0487, R2: 0.9582), Valid: (LOSS: 0.0473, MAE: 0.0473, RMSE: 0.0725, R2: 0.9190), PNorm: 188.1674, GNorm: 0.4562
[54/299] timecost: 63.88, lr: 0.000100, Train: (LOSS: 0.0297, MAE: 0.0297, RMSE: 0.0479, R2: 0.9622), Valid: (LOSS: 0.0451, MAE: 0.0451, RMSE: 0.0732, R2: 0.9113), PNorm: 188.1847, GNorm: 0.5000
[55/299] timecost: 64.04, lr: 0.000100, Train: (LOSS: 0.0281, MAE: 0.0281, RMSE: 0.0459, R2: 0.9636), Valid: (LOSS: 0.0466, MAE: 0.0466, RMSE: 0.0692, R2: 0.9261), PNorm: 188.1974, GNorm: 0.5000
[56/299] timecost: 63.94, lr: 0.000100, Train: (LOSS: 0.0285, MAE: 0.0285, RMSE: 0.0460, R2: 0.9621), Valid: (LOSS: 0.0458, MAE: 0.0458, RMSE: 0.0680, R2: 0.9274), PNorm: 188.2097, GNorm: 0.5000
Epoch 00058: reducing learning rate of group 0 to 8.5000e-05.
[57/299] timecost: 63.68, lr: 0.000085, Train: (LOSS: 0.0287, MAE: 0.0287, RMSE: 0.0469, R2: 0.9599), Valid: (LOSS: 0.0468, MAE: 0.0468, RMSE: 0.0724, R2: 0.9192), PNorm: 188.2271, GNorm: 0.5000
[58/299] timecost: 63.62, lr: 0.000085, Train: (LOSS: 0.0290, MAE: 0.0290, RMSE: 0.0476, R2: 0.9609), Valid: (LOSS: 0.0484, MAE: 0.0484, RMSE: 0.0714, R2: 0.9200), PNorm: 188.2384, GNorm: 0.5000
[59/299] timecost: 64.52, lr: 0.000085, Train: (LOSS: 0.0270, MAE: 0.0270, RMSE: 0.0442, R2: 0.9644), Valid: (LOSS: 0.0425, MAE: 0.0425, RMSE: 0.0649, R2: 0.9322), PNorm: 188.2480, GNorm: 0.4597
[60/299] timecost: 59.38, lr: 0.000085, Train: (LOSS: 0.0259, MAE: 0.0259, RMSE: 0.0435, R2: 0.9654), Valid: (LOSS: 0.0453, MAE: 0.0453, RMSE: 0.0697, R2: 0.9234), PNorm: 188.2583, GNorm: 0.4851
[61/299] timecost: 61.41, lr: 0.000085, Train: (LOSS: 0.0252, MAE: 0.0252, RMSE: 0.0433, R2: 0.9678), Valid: (LOSS: 0.0439, MAE: 0.0439, RMSE: 0.0671, R2: 0.9289), PNorm: 188.2728, GNorm: 0.5000
[62/299] timecost: 62.12, lr: 0.000085, Train: (LOSS: 0.0246, MAE: 0.0246, RMSE: 0.0420, R2: 0.9681), Valid: (LOSS: 0.0417, MAE: 0.0417, RMSE: 0.0645, R2: 0.9343), PNorm: 188.2818, GNorm: 0.4177
[63/299] timecost: 61.62, lr: 0.000085, Train: (LOSS: 0.0257, MAE: 0.0257, RMSE: 0.0438, R2: 0.9656), Valid: (LOSS: 0.0452, MAE: 0.0452, RMSE: 0.0722, R2: 0.9151), PNorm: 188.2918, GNorm: 0.4601
[64/299] timecost: 61.91, lr: 0.000085, Train: (LOSS: 0.0247, MAE: 0.0247, RMSE: 0.0421, R2: 0.9682), Valid: (LOSS: 0.0439, MAE: 0.0439, RMSE: 0.0674, R2: 0.9292), PNorm: 188.3051, GNorm: 0.5000
[65/299] timecost: 61.48, lr: 0.000085, Train: (LOSS: 0.0248, MAE: 0.0248, RMSE: 0.0422, R2: 0.9687), Valid: (LOSS: 0.0468, MAE: 0.0468, RMSE: 0.0775, R2: 0.8990), PNorm: 188.3167, GNorm: 0.4647
[66/299] timecost: 62.06, lr: 0.000085, Train: (LOSS: 0.0254, MAE: 0.0254, RMSE: 0.0421, R2: 0.9678), Valid: (LOSS: 0.0419, MAE: 0.0419, RMSE: 0.0645, R2: 0.9321), PNorm: 188.3280, GNorm: 0.3121
[67/299] timecost: 62.53, lr: 0.000085, Train: (LOSS: 0.0246, MAE: 0.0246, RMSE: 0.0407, R2: 0.9701), Valid: (LOSS: 0.0458, MAE: 0.0458, RMSE: 0.0700, R2: 0.9227), PNorm: 188.3389, GNorm: 0.5000
[68/299] timecost: 62.08, lr: 0.000085, Train: (LOSS: 0.0245, MAE: 0.0245, RMSE: 0.0421, R2: 0.9693), Valid: (LOSS: 0.0422, MAE: 0.0422, RMSE: 0.0664, R2: 0.9305), PNorm: 188.3516, GNorm: 0.3666
[69/299] timecost: 62.40, lr: 0.000085, Train: (LOSS: 0.0235, MAE: 0.0235, RMSE: 0.0401, R2: 0.9683), Valid: (LOSS: 0.0444, MAE: 0.0444, RMSE: 0.0678, R2: 0.9273), PNorm: 188.3628, GNorm: 0.5000
[70/299] timecost: 62.50, lr: 0.000085, Train: (LOSS: 0.0229, MAE: 0.0229, RMSE: 0.0395, R2: 0.9723), Valid: (LOSS: 0.0415, MAE: 0.0415, RMSE: 0.0642, R2: 0.9339), PNorm: 188.3729, GNorm: 0.5000
[71/299] timecost: 61.91, lr: 0.000085, Train: (LOSS: 0.0230, MAE: 0.0230, RMSE: 0.0386, R2: 0.9715), Valid: (LOSS: 0.0413, MAE: 0.0413, RMSE: 0.0667, R2: 0.9309), PNorm: 188.3857, GNorm: 0.3977
[72/299] timecost: 62.25, lr: 0.000085, Train: (LOSS: 0.0227, MAE: 0.0227, RMSE: 0.0390, R2: 0.9686), Valid: (LOSS: 0.0427, MAE: 0.0427, RMSE: 0.0688, R2: 0.9244), PNorm: 188.3955, GNorm: 0.4067
[73/299] timecost: 63.72, lr: 0.000085, Train: (LOSS: 0.0234, MAE: 0.0234, RMSE: 0.0401, R2: 0.9701), Valid: (LOSS: 0.0433, MAE: 0.0433, RMSE: 0.0685, R2: 0.9263), PNorm: 188.4085, GNorm: 0.4401
[74/299] timecost: 63.25, lr: 0.000085, Train: (LOSS: 0.0234, MAE: 0.0234, RMSE: 0.0402, R2: 0.9693), Valid: (LOSS: 0.0435, MAE: 0.0435, RMSE: 0.0675, R2: 0.9283), PNorm: 188.4198, GNorm: 0.5000
[75/299] timecost: 62.96, lr: 0.000085, Train: (LOSS: 0.0232, MAE: 0.0232, RMSE: 0.0384, R2: 0.9687), Valid: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0640, R2: 0.9350), PNorm: 188.4315, GNorm: 0.4047
[76/299] timecost: 62.73, lr: 0.000085, Train: (LOSS: 0.0218, MAE: 0.0218, RMSE: 0.0376, R2: 0.9736), Valid: (LOSS: 0.0419, MAE: 0.0419, RMSE: 0.0633, R2: 0.9362), PNorm: 188.4384, GNorm: 0.3912
[77/299] timecost: 63.17, lr: 0.000085, Train: (LOSS: 0.0223, MAE: 0.0223, RMSE: 0.0382, R2: 0.9720), Valid: (LOSS: 0.0434, MAE: 0.0434, RMSE: 0.0694, R2: 0.9223), PNorm: 188.4503, GNorm: 0.5000
Epoch 00079: reducing learning rate of group 0 to 7.2250e-05.
[78/299] timecost: 63.03, lr: 0.000072, Train: (LOSS: 0.0225, MAE: 0.0225, RMSE: 0.0380, R2: 0.9720), Valid: (LOSS: 0.0428, MAE: 0.0428, RMSE: 0.0658, R2: 0.9319), PNorm: 188.4606, GNorm: 0.5000
[79/299] timecost: 62.85, lr: 0.000072, Train: (LOSS: 0.0214, MAE: 0.0214, RMSE: 0.0376, R2: 0.9738), Valid: (LOSS: 0.0427, MAE: 0.0427, RMSE: 0.0659, R2: 0.9323), PNorm: 188.4692, GNorm: 0.4215
[80/299] timecost: 63.05, lr: 0.000072, Train: (LOSS: 0.0208, MAE: 0.0208, RMSE: 0.0362, R2: 0.9739), Valid: (LOSS: 0.0417, MAE: 0.0417, RMSE: 0.0638, R2: 0.9360), PNorm: 188.4769, GNorm: 0.4489
[81/299] timecost: 62.75, lr: 0.000072, Train: (LOSS: 0.0203, MAE: 0.0203, RMSE: 0.0360, R2: 0.9751), Valid: (LOSS: 0.0425, MAE: 0.0425, RMSE: 0.0663, R2: 0.9312), PNorm: 188.4868, GNorm: 0.4918
[82/299] timecost: 62.59, lr: 0.000072, Train: (LOSS: 0.0197, MAE: 0.0197, RMSE: 0.0351, R2: 0.9767), Valid: (LOSS: 0.0446, MAE: 0.0446, RMSE: 0.0701, R2: 0.9244), PNorm: 188.4964, GNorm: 0.4932
[83/299] timecost: 62.86, lr: 0.000072, Train: (LOSS: 0.0197, MAE: 0.0197, RMSE: 0.0343, R2: 0.9777), Valid: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0646, R2: 0.9353), PNorm: 188.5045, GNorm: 0.5000
[84/299] timecost: 62.81, lr: 0.000072, Train: (LOSS: 0.0193, MAE: 0.0193, RMSE: 0.0343, R2: 0.9764), Valid: (LOSS: 0.0445, MAE: 0.0445, RMSE: 0.0730, R2: 0.9132), PNorm: 188.5100, GNorm: 0.4690
[85/299] timecost: 62.01, lr: 0.000072, Train: (LOSS: 0.0196, MAE: 0.0196, RMSE: 0.0346, R2: 0.9763), Valid: (LOSS: 0.0418, MAE: 0.0418, RMSE: 0.0641, R2: 0.9352), PNorm: 188.5179, GNorm: 0.4370
[86/299] timecost: 60.94, lr: 0.000072, Train: (LOSS: 0.0196, MAE: 0.0196, RMSE: 0.0341, R2: 0.9755), Valid: (LOSS: 0.0420, MAE: 0.0420, RMSE: 0.0663, R2: 0.9321), PNorm: 188.5267, GNorm: 0.3386
[87/299] timecost: 61.57, lr: 0.000072, Train: (LOSS: 0.0191, MAE: 0.0191, RMSE: 0.0344, R2: 0.9778), Valid: (LOSS: 0.0405, MAE: 0.0405, RMSE: 0.0617, R2: 0.9399), PNorm: 188.5359, GNorm: 0.5000
[88/299] timecost: 60.49, lr: 0.000072, Train: (LOSS: 0.0188, MAE: 0.0188, RMSE: 0.0333, R2: 0.9764), Valid: (LOSS: 0.0405, MAE: 0.0405, RMSE: 0.0628, R2: 0.9388), PNorm: 188.5462, GNorm: 0.5000
[89/299] timecost: 62.58, lr: 0.000072, Train: (LOSS: 0.0192, MAE: 0.0192, RMSE: 0.0341, R2: 0.9758), Valid: (LOSS: 0.0423, MAE: 0.0423, RMSE: 0.0651, R2: 0.9340), PNorm: 188.5552, GNorm: 0.5000
[90/299] timecost: 63.41, lr: 0.000072, Train: (LOSS: 0.0190, MAE: 0.0190, RMSE: 0.0348, R2: 0.9782), Valid: (LOSS: 0.0427, MAE: 0.0427, RMSE: 0.0657, R2: 0.9344), PNorm: 188.5633, GNorm: 0.3807
[91/299] timecost: 63.82, lr: 0.000072, Train: (LOSS: 0.0186, MAE: 0.0186, RMSE: 0.0341, R2: 0.9784), Valid: (LOSS: 0.0408, MAE: 0.0408, RMSE: 0.0645, R2: 0.9350), PNorm: 188.5710, GNorm: 0.4005
[92/299] timecost: 64.20, lr: 0.000072, Train: (LOSS: 0.0192, MAE: 0.0192, RMSE: 0.0345, R2: 0.9772), Valid: (LOSS: 0.0430, MAE: 0.0430, RMSE: 0.0644, R2: 0.9360), PNorm: 188.5809, GNorm: 0.3411
[93/299] timecost: 62.78, lr: 0.000072, Train: (LOSS: 0.0180, MAE: 0.0180, RMSE: 0.0336, R2: 0.9784), Valid: (LOSS: 0.0426, MAE: 0.0426, RMSE: 0.0645, R2: 0.9354), PNorm: 188.5891, GNorm: 0.5000
[94/299] timecost: 62.93, lr: 0.000072, Train: (LOSS: 0.0188, MAE: 0.0188, RMSE: 0.0339, R2: 0.9773), Valid: (LOSS: 0.0425, MAE: 0.0425, RMSE: 0.0640, R2: 0.9365), PNorm: 188.5979, GNorm: 0.5000
[95/299] timecost: 62.89, lr: 0.000072, Train: (LOSS: 0.0186, MAE: 0.0186, RMSE: 0.0329, R2: 0.9779), Valid: (LOSS: 0.0438, MAE: 0.0438, RMSE: 0.0672, R2: 0.9303), PNorm: 188.6098, GNorm: 0.4412
[96/299] timecost: 62.74, lr: 0.000072, Train: (LOSS: 0.0183, MAE: 0.0183, RMSE: 0.0323, R2: 0.9794), Valid: (LOSS: 0.0420, MAE: 0.0420, RMSE: 0.0651, R2: 0.9353), PNorm: 188.6171, GNorm: 0.4980
[97/299] timecost: 62.54, lr: 0.000072, Train: (LOSS: 0.0185, MAE: 0.0185, RMSE: 0.0328, R2: 0.9777), Valid: (LOSS: 0.0445, MAE: 0.0445, RMSE: 0.0682, R2: 0.9291), PNorm: 188.6258, GNorm: 0.5000
[98/299] timecost: 62.59, lr: 0.000072, Train: (LOSS: 0.0180, MAE: 0.0180, RMSE: 0.0331, R2: 0.9785), Valid: (LOSS: 0.0429, MAE: 0.0429, RMSE: 0.0640, R2: 0.9377), PNorm: 188.6355, GNorm: 0.4905
