cuda available with GPU: Tesla V100-PCIE-16GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Not pretrained weights used============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 61.94, lr: 0.000100, Train: (LOSS: 0.2251, MAE: 0.2251, RMSE: 0.2737, R2: -0.1099), Valid: (LOSS: 0.1888, MAE: 0.1888, RMSE: 0.2409, R2: 0.1943), PNorm: 187.0383, GNorm: 0.5000
[35/299] timecost: 59.76, lr: 0.000100, Train: (LOSS: 0.0467, MAE: 0.0467, RMSE: 0.0735, R2: 0.9108), Valid: (LOSS: 0.0467, MAE: 0.0467, RMSE: 0.0639, R2: 0.9370), PNorm: 187.8252, GNorm: 0.5000
[36/299] timecost: 59.34, lr: 0.000100, Train: (LOSS: 0.0456, MAE: 0.0456, RMSE: 0.0708, R2: 0.9189), Valid: (LOSS: 0.0455, MAE: 0.0455, RMSE: 0.0653, R2: 0.9364), PNorm: 187.8434, GNorm: 0.4609
[37/299] timecost: 59.76, lr: 0.000100, Train: (LOSS: 0.0447, MAE: 0.0447, RMSE: 0.0699, R2: 0.9199), Valid: (LOSS: 0.0435, MAE: 0.0435, RMSE: 0.0623, R2: 0.9443), PNorm: 187.8577, GNorm: 0.5000
[38/299] timecost: 59.96, lr: 0.000100, Train: (LOSS: 0.0430, MAE: 0.0430, RMSE: 0.0674, R2: 0.9268), Valid: (LOSS: 0.0438, MAE: 0.0438, RMSE: 0.0611, R2: 0.9444), PNorm: 187.8715, GNorm: 0.5000
[39/299] timecost: 59.54, lr: 0.000100, Train: (LOSS: 0.0410, MAE: 0.0410, RMSE: 0.0662, R2: 0.9273), Valid: (LOSS: 0.0434, MAE: 0.0434, RMSE: 0.0613, R2: 0.9416), PNorm: 187.8881, GNorm: 0.5000
[40/299] timecost: 59.72, lr: 0.000100, Train: (LOSS: 0.0404, MAE: 0.0404, RMSE: 0.0643, R2: 0.9307), Valid: (LOSS: 0.0454, MAE: 0.0454, RMSE: 0.0618, R2: 0.9433), PNorm: 187.9013, GNorm: 0.5000
[41/299] timecost: 59.89, lr: 0.000100, Train: (LOSS: 0.0397, MAE: 0.0397, RMSE: 0.0632, R2: 0.9352), Valid: (LOSS: 0.0451, MAE: 0.0451, RMSE: 0.0629, R2: 0.9411), PNorm: 187.9153, GNorm: 0.5000
[42/299] timecost: 60.24, lr: 0.000100, Train: (LOSS: 0.0390, MAE: 0.0390, RMSE: 0.0621, R2: 0.9357), Valid: (LOSS: 0.0417, MAE: 0.0417, RMSE: 0.0585, R2: 0.9483), PNorm: 187.9299, GNorm: 0.5000
[43/299] timecost: 60.07, lr: 0.000100, Train: (LOSS: 0.0378, MAE: 0.0378, RMSE: 0.0601, R2: 0.9389), Valid: (LOSS: 0.0440, MAE: 0.0440, RMSE: 0.0614, R2: 0.9433), PNorm: 187.9419, GNorm: 0.5000
[44/299] timecost: 60.11, lr: 0.000100, Train: (LOSS: 0.0375, MAE: 0.0375, RMSE: 0.0603, R2: 0.9409), Valid: (LOSS: 0.0429, MAE: 0.0429, RMSE: 0.0604, R2: 0.9440), PNorm: 187.9581, GNorm: 0.5000
[45/299] timecost: 59.94, lr: 0.000100, Train: (LOSS: 0.0368, MAE: 0.0368, RMSE: 0.0584, R2: 0.9437), Valid: (LOSS: 0.0415, MAE: 0.0415, RMSE: 0.0579, R2: 0.9498), PNorm: 187.9720, GNorm: 0.4835
[46/299] timecost: 60.13, lr: 0.000100, Train: (LOSS: 0.0357, MAE: 0.0357, RMSE: 0.0571, R2: 0.9439), Valid: (LOSS: 0.0385, MAE: 0.0385, RMSE: 0.0538, R2: 0.9556), PNorm: 187.9850, GNorm: 0.5000
[47/299] timecost: 60.24, lr: 0.000100, Train: (LOSS: 0.0360, MAE: 0.0360, RMSE: 0.0578, R2: 0.9453), Valid: (LOSS: 0.0443, MAE: 0.0443, RMSE: 0.0622, R2: 0.9421), PNorm: 188.0007, GNorm: 0.4864
[48/299] timecost: 60.33, lr: 0.000100, Train: (LOSS: 0.0359, MAE: 0.0359, RMSE: 0.0570, R2: 0.9440), Valid: (LOSS: 0.0411, MAE: 0.0411, RMSE: 0.0571, R2: 0.9522), PNorm: 188.0129, GNorm: 0.4958
[49/299] timecost: 61.65, lr: 0.000100, Train: (LOSS: 0.0347, MAE: 0.0347, RMSE: 0.0559, R2: 0.9457), Valid: (LOSS: 0.0385, MAE: 0.0385, RMSE: 0.0542, R2: 0.9568), PNorm: 188.0285, GNorm: 0.5000
[50/299] timecost: 62.64, lr: 0.000100, Train: (LOSS: 0.0324, MAE: 0.0324, RMSE: 0.0521, R2: 0.9545), Valid: (LOSS: 0.0399, MAE: 0.0399, RMSE: 0.0573, R2: 0.9499), PNorm: 188.0394, GNorm: 0.4132
[51/299] timecost: 62.55, lr: 0.000100, Train: (LOSS: 0.0323, MAE: 0.0323, RMSE: 0.0524, R2: 0.9548), Valid: (LOSS: 0.0392, MAE: 0.0392, RMSE: 0.0573, R2: 0.9510), PNorm: 188.0524, GNorm: 0.4716
[52/299] timecost: 62.57, lr: 0.000100, Train: (LOSS: 0.0328, MAE: 0.0328, RMSE: 0.0528, R2: 0.9521), Valid: (LOSS: 0.0384, MAE: 0.0384, RMSE: 0.0561, R2: 0.9537), PNorm: 188.0647, GNorm: 0.4691
[53/299] timecost: 62.52, lr: 0.000100, Train: (LOSS: 0.0316, MAE: 0.0316, RMSE: 0.0519, R2: 0.9556), Valid: (LOSS: 0.0390, MAE: 0.0390, RMSE: 0.0555, R2: 0.9536), PNorm: 188.0784, GNorm: 0.4483
[54/299] timecost: 62.44, lr: 0.000100, Train: (LOSS: 0.0323, MAE: 0.0323, RMSE: 0.0528, R2: 0.9499), Valid: (LOSS: 0.0414, MAE: 0.0414, RMSE: 0.0592, R2: 0.9489), PNorm: 188.0920, GNorm: 0.5000
[55/299] timecost: 62.38, lr: 0.000100, Train: (LOSS: 0.0309, MAE: 0.0309, RMSE: 0.0507, R2: 0.9534), Valid: (LOSS: 0.0404, MAE: 0.0404, RMSE: 0.0593, R2: 0.9481), PNorm: 188.1049, GNorm: 0.5000
[56/299] timecost: 62.13, lr: 0.000100, Train: (LOSS: 0.0304, MAE: 0.0304, RMSE: 0.0495, R2: 0.9558), Valid: (LOSS: 0.0401, MAE: 0.0401, RMSE: 0.0584, R2: 0.9489), PNorm: 188.1184, GNorm: 0.5000
[57/299] timecost: 59.11, lr: 0.000100, Train: (LOSS: 0.0300, MAE: 0.0300, RMSE: 0.0493, R2: 0.9578), Valid: (LOSS: 0.0386, MAE: 0.0386, RMSE: 0.0542, R2: 0.9560), PNorm: 188.1274, GNorm: 0.5000
[58/299] timecost: 58.59, lr: 0.000100, Train: (LOSS: 0.0285, MAE: 0.0285, RMSE: 0.0460, R2: 0.9623), Valid: (LOSS: 0.0378, MAE: 0.0378, RMSE: 0.0533, R2: 0.9576), PNorm: 188.1390, GNorm: 0.3972
[59/299] timecost: 59.39, lr: 0.000100, Train: (LOSS: 0.0285, MAE: 0.0285, RMSE: 0.0473, R2: 0.9602), Valid: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0549, R2: 0.9563), PNorm: 188.1497, GNorm: 0.5000
[60/299] timecost: 59.53, lr: 0.000100, Train: (LOSS: 0.0285, MAE: 0.0285, RMSE: 0.0473, R2: 0.9604), Valid: (LOSS: 0.0432, MAE: 0.0432, RMSE: 0.0616, R2: 0.9388), PNorm: 188.1645, GNorm: 0.5000
[61/299] timecost: 59.45, lr: 0.000100, Train: (LOSS: 0.0288, MAE: 0.0288, RMSE: 0.0476, R2: 0.9588), Valid: (LOSS: 0.0393, MAE: 0.0393, RMSE: 0.0562, R2: 0.9542), PNorm: 188.1763, GNorm: 0.4240
[62/299] timecost: 60.21, lr: 0.000100, Train: (LOSS: 0.0284, MAE: 0.0284, RMSE: 0.0463, R2: 0.9636), Valid: (LOSS: 0.0402, MAE: 0.0402, RMSE: 0.0575, R2: 0.9527), PNorm: 188.1879, GNorm: 0.5000
[63/299] timecost: 59.74, lr: 0.000100, Train: (LOSS: 0.0278, MAE: 0.0278, RMSE: 0.0462, R2: 0.9630), Valid: (LOSS: 0.0381, MAE: 0.0381, RMSE: 0.0571, R2: 0.9523), PNorm: 188.2003, GNorm: 0.4524
[64/299] timecost: 59.98, lr: 0.000100, Train: (LOSS: 0.0271, MAE: 0.0271, RMSE: 0.0449, R2: 0.9649), Valid: (LOSS: 0.0362, MAE: 0.0362, RMSE: 0.0530, R2: 0.9598), PNorm: 188.2128, GNorm: 0.5000
[65/299] timecost: 59.90, lr: 0.000100, Train: (LOSS: 0.0270, MAE: 0.0270, RMSE: 0.0447, R2: 0.9661), Valid: (LOSS: 0.0371, MAE: 0.0371, RMSE: 0.0538, R2: 0.9583), PNorm: 188.2239, GNorm: 0.4606
[66/299] timecost: 59.59, lr: 0.000100, Train: (LOSS: 0.0274, MAE: 0.0274, RMSE: 0.0455, R2: 0.9625), Valid: (LOSS: 0.0411, MAE: 0.0411, RMSE: 0.0592, R2: 0.9481), PNorm: 188.2377, GNorm: 0.5000
[67/299] timecost: 60.84, lr: 0.000100, Train: (LOSS: 0.0273, MAE: 0.0273, RMSE: 0.0451, R2: 0.9632), Valid: (LOSS: 0.0391, MAE: 0.0391, RMSE: 0.0576, R2: 0.9503), PNorm: 188.2503, GNorm: 0.5000
[68/299] timecost: 61.54, lr: 0.000100, Train: (LOSS: 0.0258, MAE: 0.0258, RMSE: 0.0427, R2: 0.9661), Valid: (LOSS: 0.0383, MAE: 0.0383, RMSE: 0.0570, R2: 0.9540), PNorm: 188.2630, GNorm: 0.4519
[69/299] timecost: 58.98, lr: 0.000100, Train: (LOSS: 0.0253, MAE: 0.0253, RMSE: 0.0422, R2: 0.9693), Valid: (LOSS: 0.0391, MAE: 0.0391, RMSE: 0.0590, R2: 0.9510), PNorm: 188.2755, GNorm: 0.4487
[70/299] timecost: 59.34, lr: 0.000100, Train: (LOSS: 0.0267, MAE: 0.0267, RMSE: 0.0441, R2: 0.9668), Valid: (LOSS: 0.0400, MAE: 0.0400, RMSE: 0.0584, R2: 0.9501), PNorm: 188.2881, GNorm: 0.5000
[71/299] timecost: 59.17, lr: 0.000100, Train: (LOSS: 0.0257, MAE: 0.0257, RMSE: 0.0425, R2: 0.9679), Valid: (LOSS: 0.0391, MAE: 0.0391, RMSE: 0.0581, R2: 0.9518), PNorm: 188.3032, GNorm: 0.4352
[72/299] timecost: 59.37, lr: 0.000100, Train: (LOSS: 0.0246, MAE: 0.0246, RMSE: 0.0417, R2: 0.9697), Valid: (LOSS: 0.0400, MAE: 0.0400, RMSE: 0.0574, R2: 0.9520), PNorm: 188.3151, GNorm: 0.5000
[73/299] timecost: 59.43, lr: 0.000100, Train: (LOSS: 0.0245, MAE: 0.0245, RMSE: 0.0412, R2: 0.9707), Valid: (LOSS: 0.0383, MAE: 0.0383, RMSE: 0.0565, R2: 0.9539), PNorm: 188.3270, GNorm: 0.5000
[74/299] timecost: 59.42, lr: 0.000100, Train: (LOSS: 0.0244, MAE: 0.0244, RMSE: 0.0400, R2: 0.9723), Valid: (LOSS: 0.0376, MAE: 0.0376, RMSE: 0.0544, R2: 0.9562), PNorm: 188.3395, GNorm: 0.5000
[75/299] timecost: 59.33, lr: 0.000100, Train: (LOSS: 0.0248, MAE: 0.0248, RMSE: 0.0408, R2: 0.9696), Valid: (LOSS: 0.0391, MAE: 0.0391, RMSE: 0.0568, R2: 0.9533), PNorm: 188.3536, GNorm: 0.5000
[76/299] timecost: 59.70, lr: 0.000100, Train: (LOSS: 0.0245, MAE: 0.0245, RMSE: 0.0401, R2: 0.9721), Valid: (LOSS: 0.0374, MAE: 0.0374, RMSE: 0.0568, R2: 0.9541), PNorm: 188.3667, GNorm: 0.5000
[77/299] timecost: 59.65, lr: 0.000100, Train: (LOSS: 0.0236, MAE: 0.0236, RMSE: 0.0381, R2: 0.9748), Valid: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0574, R2: 0.9525), PNorm: 188.3812, GNorm: 0.5000
[78/299] timecost: 59.77, lr: 0.000100, Train: (LOSS: 0.0239, MAE: 0.0239, RMSE: 0.0380, R2: 0.9726), Valid: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0550, R2: 0.9568), PNorm: 188.3893, GNorm: 0.4209
[79/299] timecost: 59.57, lr: 0.000100, Train: (LOSS: 0.0235, MAE: 0.0235, RMSE: 0.0380, R2: 0.9746), Valid: (LOSS: 0.0382, MAE: 0.0382, RMSE: 0.0566, R2: 0.9526), PNorm: 188.4026, GNorm: 0.5000
[80/299] timecost: 59.78, lr: 0.000100, Train: (LOSS: 0.0230, MAE: 0.0230, RMSE: 0.0369, R2: 0.9767), Valid: (LOSS: 0.0352, MAE: 0.0352, RMSE: 0.0540, R2: 0.9568), PNorm: 188.4161, GNorm: 0.4552
[81/299] timecost: 59.47, lr: 0.000100, Train: (LOSS: 0.0227, MAE: 0.0227, RMSE: 0.0365, R2: 0.9756), Valid: (LOSS: 0.0393, MAE: 0.0393, RMSE: 0.0591, R2: 0.9491), PNorm: 188.4287, GNorm: 0.5000
[82/299] timecost: 59.60, lr: 0.000100, Train: (LOSS: 0.0234, MAE: 0.0234, RMSE: 0.0369, R2: 0.9759), Valid: (LOSS: 0.0394, MAE: 0.0394, RMSE: 0.0605, R2: 0.9461), PNorm: 188.4417, GNorm: 0.5000
[83/299] timecost: 59.66, lr: 0.000100, Train: (LOSS: 0.0225, MAE: 0.0225, RMSE: 0.0361, R2: 0.9774), Valid: (LOSS: 0.0379, MAE: 0.0379, RMSE: 0.0563, R2: 0.9543), PNorm: 188.4562, GNorm: 0.5000
[84/299] timecost: 59.21, lr: 0.000100, Train: (LOSS: 0.0231, MAE: 0.0231, RMSE: 0.0360, R2: 0.9778), Valid: (LOSS: 0.0381, MAE: 0.0381, RMSE: 0.0538, R2: 0.9581), PNorm: 188.4690, GNorm: 0.5000
[85/299] timecost: 59.55, lr: 0.000100, Train: (LOSS: 0.0223, MAE: 0.0223, RMSE: 0.0358, R2: 0.9777), Valid: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0561, R2: 0.9546), PNorm: 188.4813, GNorm: 0.5000
[86/299] timecost: 58.62, lr: 0.000100, Train: (LOSS: 0.0217, MAE: 0.0217, RMSE: 0.0337, R2: 0.9806), Valid: (LOSS: 0.0379, MAE: 0.0379, RMSE: 0.0567, R2: 0.9537), PNorm: 188.4969, GNorm: 0.5000
[87/299] timecost: 57.83, lr: 0.000100, Train: (LOSS: 0.0219, MAE: 0.0219, RMSE: 0.0346, R2: 0.9790), Valid: (LOSS: 0.0372, MAE: 0.0372, RMSE: 0.0551, R2: 0.9576), PNorm: 188.5098, GNorm: 0.5000
[88/299] timecost: 58.16, lr: 0.000100, Train: (LOSS: 0.0206, MAE: 0.0206, RMSE: 0.0325, R2: 0.9807), Valid: (LOSS: 0.0378, MAE: 0.0378, RMSE: 0.0583, R2: 0.9503), PNorm: 188.5212, GNorm: 0.5000
[89/299] timecost: 58.41, lr: 0.000100, Train: (LOSS: 0.0217, MAE: 0.0217, RMSE: 0.0338, R2: 0.9804), Valid: (LOSS: 0.0384, MAE: 0.0384, RMSE: 0.0571, R2: 0.9533), PNorm: 188.5378, GNorm: 0.5000
[90/299] timecost: 58.49, lr: 0.000100, Train: (LOSS: 0.0203, MAE: 0.0203, RMSE: 0.0321, R2: 0.9820), Valid: (LOSS: 0.0382, MAE: 0.0382, RMSE: 0.0580, R2: 0.9525), PNorm: 188.5493, GNorm: 0.5000
[91/299] timecost: 58.90, lr: 0.000100, Train: (LOSS: 0.0200, MAE: 0.0200, RMSE: 0.0316, R2: 0.9823), Valid: (LOSS: 0.0387, MAE: 0.0387, RMSE: 0.0569, R2: 0.9528), PNorm: 188.5623, GNorm: 0.4651
[92/299] timecost: 59.04, lr: 0.000100, Train: (LOSS: 0.0209, MAE: 0.0209, RMSE: 0.0321, R2: 0.9823), Valid: (LOSS: 0.0388, MAE: 0.0388, RMSE: 0.0575, R2: 0.9522), PNorm: 188.5750, GNorm: 0.4989
[93/299] timecost: 59.18, lr: 0.000100, Train: (LOSS: 0.0200, MAE: 0.0200, RMSE: 0.0308, R2: 0.9828), Valid: (LOSS: 0.0398, MAE: 0.0398, RMSE: 0.0590, R2: 0.9508), PNorm: 188.5884, GNorm: 0.5000
[94/299] timecost: 59.17, lr: 0.000100, Train: (LOSS: 0.0198, MAE: 0.0198, RMSE: 0.0309, R2: 0.9834), Valid: (LOSS: 0.0378, MAE: 0.0378, RMSE: 0.0559, R2: 0.9548), PNorm: 188.5997, GNorm: 0.4560
[95/299] timecost: 59.48, lr: 0.000100, Train: (LOSS: 0.0197, MAE: 0.0197, RMSE: 0.0298, R2: 0.9842), Valid: (LOSS: 0.0370, MAE: 0.0370, RMSE: 0.0540, R2: 0.9579), PNorm: 188.6122, GNorm: 0.4457
Epoch 00097: reducing learning rate of group 0 to 8.5000e-05.
[96/299] timecost: 59.15, lr: 0.000085, Train: (LOSS: 0.0196, MAE: 0.0196, RMSE: 0.0306, R2: 0.9827), Valid: (LOSS: 0.0390, MAE: 0.0390, RMSE: 0.0597, R2: 0.9478), PNorm: 188.6247, GNorm: 0.5000
[97/299] timecost: 58.84, lr: 0.000085, Train: (LOSS: 0.0189, MAE: 0.0189, RMSE: 0.0296, R2: 0.9843), Valid: (LOSS: 0.0372, MAE: 0.0372, RMSE: 0.0557, R2: 0.9553), PNorm: 188.6339, GNorm: 0.5000
[98/299] timecost: 59.36, lr: 0.000085, Train: (LOSS: 0.0178, MAE: 0.0178, RMSE: 0.0275, R2: 0.9870), Valid: (LOSS: 0.0389, MAE: 0.0389, RMSE: 0.0583, R2: 0.9508), PNorm: 188.6453, GNorm: 0.5000
