cuda available with GPU: Tesla V100-PCIE-16GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Loading pretrained weights to generate initialization============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 65.49, lr: 0.000030, Train: (LOSS: 0.2267, MAE: 0.2267, RMSE: 0.2693, R2: -0.0499), Valid: (LOSS: 0.2234, MAE: 0.2234, RMSE: 0.2691, R2: 0.0029), PNorm: 174.3893, GNorm: 0.3546
[25/299] timecost: 63.61, lr: 0.000030, Train: (LOSS: 0.0922, MAE: 0.0922, RMSE: 0.1358, R2: 0.7195), Valid: (LOSS: 0.0962, MAE: 0.0962, RMSE: 0.1365, R2: 0.7258), PNorm: 168.1510, GNorm: 1.2876
[26/299] timecost: 64.23, lr: 0.000030, Train: (LOSS: 0.0897, MAE: 0.0897, RMSE: 0.1330, R2: 0.7273), Valid: (LOSS: 0.0961, MAE: 0.0961, RMSE: 0.1377, R2: 0.7198), PNorm: 167.9963, GNorm: 4.5005
[27/299] timecost: 64.05, lr: 0.000030, Train: (LOSS: 0.0852, MAE: 0.0852, RMSE: 0.1275, R2: 0.7478), Valid: (LOSS: 0.0883, MAE: 0.0883, RMSE: 0.1261, R2: 0.7713), PNorm: 167.8423, GNorm: 3.8362
[28/299] timecost: 64.12, lr: 0.000030, Train: (LOSS: 0.0871, MAE: 0.0871, RMSE: 0.1310, R2: 0.7442), Valid: (LOSS: 0.0912, MAE: 0.0912, RMSE: 0.1267, R2: 0.7601), PNorm: 167.6934, GNorm: 2.4077
[29/299] timecost: 62.97, lr: 0.000030, Train: (LOSS: 0.0813, MAE: 0.0813, RMSE: 0.1238, R2: 0.7650), Valid: (LOSS: 0.0776, MAE: 0.0776, RMSE: 0.1129, R2: 0.8155), PNorm: 167.5466, GNorm: 3.7560
[30/299] timecost: 63.43, lr: 0.000030, Train: (LOSS: 0.0810, MAE: 0.0810, RMSE: 0.1218, R2: 0.7756), Valid: (LOSS: 0.0837, MAE: 0.0837, RMSE: 0.1276, R2: 0.7594), PNorm: 167.4024, GNorm: 2.9935
[31/299] timecost: 64.26, lr: 0.000030, Train: (LOSS: 0.0813, MAE: 0.0813, RMSE: 0.1240, R2: 0.7546), Valid: (LOSS: 0.0838, MAE: 0.0838, RMSE: 0.1215, R2: 0.7898), PNorm: 167.2614, GNorm: 1.2254
[32/299] timecost: 64.37, lr: 0.000030, Train: (LOSS: 0.0801, MAE: 0.0801, RMSE: 0.1197, R2: 0.7741), Valid: (LOSS: 0.0864, MAE: 0.0864, RMSE: 0.1241, R2: 0.7661), PNorm: 167.1234, GNorm: 2.4809
[33/299] timecost: 63.87, lr: 0.000030, Train: (LOSS: 0.0779, MAE: 0.0779, RMSE: 0.1190, R2: 0.7783), Valid: (LOSS: 0.0759, MAE: 0.0759, RMSE: 0.1130, R2: 0.8091), PNorm: 166.9883, GNorm: 2.5392
[34/299] timecost: 63.88, lr: 0.000030, Train: (LOSS: 0.0761, MAE: 0.0761, RMSE: 0.1168, R2: 0.7892), Valid: (LOSS: 0.0842, MAE: 0.0842, RMSE: 0.1199, R2: 0.7910), PNorm: 166.8527, GNorm: 1.8238
[35/299] timecost: 64.08, lr: 0.000030, Train: (LOSS: 0.0755, MAE: 0.0755, RMSE: 0.1164, R2: 0.7873), Valid: (LOSS: 0.0787, MAE: 0.0787, RMSE: 0.1194, R2: 0.7852), PNorm: 166.7207, GNorm: 1.1868
[36/299] timecost: 63.78, lr: 0.000030, Train: (LOSS: 0.0743, MAE: 0.0743, RMSE: 0.1157, R2: 0.7940), Valid: (LOSS: 0.0741, MAE: 0.0741, RMSE: 0.1092, R2: 0.8155), PNorm: 166.5887, GNorm: 1.5147
[37/299] timecost: 64.00, lr: 0.000030, Train: (LOSS: 0.0715, MAE: 0.0715, RMSE: 0.1117, R2: 0.8052), Valid: (LOSS: 0.0768, MAE: 0.0768, RMSE: 0.1192, R2: 0.7942), PNorm: 166.4568, GNorm: 0.8938
[38/299] timecost: 62.89, lr: 0.000030, Train: (LOSS: 0.0780, MAE: 0.0780, RMSE: 0.1210, R2: 0.7726), Valid: (LOSS: 0.0761, MAE: 0.0761, RMSE: 0.1139, R2: 0.7995), PNorm: 166.3299, GNorm: 3.1848
[39/299] timecost: 63.34, lr: 0.000030, Train: (LOSS: 0.0702, MAE: 0.0702, RMSE: 0.1109, R2: 0.8092), Valid: (LOSS: 0.0677, MAE: 0.0677, RMSE: 0.1040, R2: 0.8314), PNorm: 166.2013, GNorm: 1.7938
[40/299] timecost: 63.55, lr: 0.000030, Train: (LOSS: 0.0690, MAE: 0.0690, RMSE: 0.1089, R2: 0.8177), Valid: (LOSS: 0.0716, MAE: 0.0716, RMSE: 0.1108, R2: 0.8029), PNorm: 166.0738, GNorm: 1.0989
[41/299] timecost: 63.49, lr: 0.000030, Train: (LOSS: 0.0687, MAE: 0.0687, RMSE: 0.1091, R2: 0.8185), Valid: (LOSS: 0.0682, MAE: 0.0682, RMSE: 0.1102, R2: 0.8100), PNorm: 165.9473, GNorm: 1.2617
[42/299] timecost: 62.46, lr: 0.000030, Train: (LOSS: 0.0690, MAE: 0.0690, RMSE: 0.1088, R2: 0.8126), Valid: (LOSS: 0.0807, MAE: 0.0807, RMSE: 0.1134, R2: 0.8064), PNorm: 165.8224, GNorm: 2.5514
[43/299] timecost: 62.33, lr: 0.000030, Train: (LOSS: 0.0695, MAE: 0.0695, RMSE: 0.1098, R2: 0.8103), Valid: (LOSS: 0.0720, MAE: 0.0720, RMSE: 0.1052, R2: 0.8271), PNorm: 165.7000, GNorm: 2.0242
[44/299] timecost: 63.17, lr: 0.000030, Train: (LOSS: 0.0680, MAE: 0.0680, RMSE: 0.1062, R2: 0.8258), Valid: (LOSS: 0.0701, MAE: 0.0701, RMSE: 0.1009, R2: 0.8373), PNorm: 165.5789, GNorm: 1.3205
[45/299] timecost: 64.20, lr: 0.000030, Train: (LOSS: 0.0661, MAE: 0.0661, RMSE: 0.1037, R2: 0.8295), Valid: (LOSS: 0.0604, MAE: 0.0604, RMSE: 0.0959, R2: 0.8513), PNorm: 165.4576, GNorm: 1.2984
[46/299] timecost: 63.62, lr: 0.000030, Train: (LOSS: 0.0649, MAE: 0.0649, RMSE: 0.1020, R2: 0.8360), Valid: (LOSS: 0.0608, MAE: 0.0608, RMSE: 0.0884, R2: 0.8772), PNorm: 165.3379, GNorm: 1.1033
[47/299] timecost: 63.76, lr: 0.000030, Train: (LOSS: 0.0615, MAE: 0.0615, RMSE: 0.0971, R2: 0.8492), Valid: (LOSS: 0.0756, MAE: 0.0756, RMSE: 0.1075, R2: 0.8205), PNorm: 165.2171, GNorm: 1.1443
[48/299] timecost: 63.68, lr: 0.000030, Train: (LOSS: 0.0623, MAE: 0.0623, RMSE: 0.0998, R2: 0.8422), Valid: (LOSS: 0.0586, MAE: 0.0586, RMSE: 0.0844, R2: 0.8883), PNorm: 165.0987, GNorm: 1.8070
[49/299] timecost: 63.81, lr: 0.000030, Train: (LOSS: 0.0610, MAE: 0.0610, RMSE: 0.0963, R2: 0.8562), Valid: (LOSS: 0.0606, MAE: 0.0606, RMSE: 0.0858, R2: 0.8884), PNorm: 164.9802, GNorm: 3.5425
[50/299] timecost: 64.23, lr: 0.000030, Train: (LOSS: 0.0593, MAE: 0.0593, RMSE: 0.0955, R2: 0.8549), Valid: (LOSS: 0.0755, MAE: 0.0755, RMSE: 0.1113, R2: 0.8256), PNorm: 164.8639, GNorm: 1.1488
[51/299] timecost: 63.93, lr: 0.000030, Train: (LOSS: 0.0592, MAE: 0.0592, RMSE: 0.0944, R2: 0.8575), Valid: (LOSS: 0.0558, MAE: 0.0558, RMSE: 0.0788, R2: 0.9029), PNorm: 164.7488, GNorm: 1.3167
[52/299] timecost: 63.78, lr: 0.000030, Train: (LOSS: 0.0561, MAE: 0.0561, RMSE: 0.0895, R2: 0.8668), Valid: (LOSS: 0.0534, MAE: 0.0534, RMSE: 0.0777, R2: 0.9044), PNorm: 164.6343, GNorm: 1.8242
[53/299] timecost: 63.85, lr: 0.000030, Train: (LOSS: 0.0533, MAE: 0.0533, RMSE: 0.0867, R2: 0.8787), Valid: (LOSS: 0.0519, MAE: 0.0519, RMSE: 0.0752, R2: 0.9106), PNorm: 164.5200, GNorm: 1.0849
[54/299] timecost: 63.94, lr: 0.000030, Train: (LOSS: 0.0565, MAE: 0.0565, RMSE: 0.0902, R2: 0.8743), Valid: (LOSS: 0.0593, MAE: 0.0593, RMSE: 0.0828, R2: 0.8983), PNorm: 164.4069, GNorm: 2.3754
[55/299] timecost: 63.72, lr: 0.000030, Train: (LOSS: 0.0550, MAE: 0.0550, RMSE: 0.0877, R2: 0.8755), Valid: (LOSS: 0.0566, MAE: 0.0566, RMSE: 0.0784, R2: 0.9100), PNorm: 164.2946, GNorm: 1.6518
[56/299] timecost: 64.01, lr: 0.000030, Train: (LOSS: 0.0524, MAE: 0.0524, RMSE: 0.0842, R2: 0.8870), Valid: (LOSS: 0.0524, MAE: 0.0524, RMSE: 0.0745, R2: 0.9120), PNorm: 164.1831, GNorm: 1.5086
[57/299] timecost: 63.53, lr: 0.000030, Train: (LOSS: 0.0529, MAE: 0.0529, RMSE: 0.0837, R2: 0.8835), Valid: (LOSS: 0.0542, MAE: 0.0542, RMSE: 0.0782, R2: 0.9021), PNorm: 164.0717, GNorm: 1.6527
[58/299] timecost: 63.80, lr: 0.000030, Train: (LOSS: 0.0506, MAE: 0.0506, RMSE: 0.0827, R2: 0.8877), Valid: (LOSS: 0.0498, MAE: 0.0498, RMSE: 0.0759, R2: 0.9093), PNorm: 163.9602, GNorm: 1.4333
[59/299] timecost: 63.69, lr: 0.000030, Train: (LOSS: 0.0485, MAE: 0.0485, RMSE: 0.0789, R2: 0.8939), Valid: (LOSS: 0.0543, MAE: 0.0543, RMSE: 0.0770, R2: 0.9073), PNorm: 163.8493, GNorm: 0.9880
[60/299] timecost: 64.12, lr: 0.000030, Train: (LOSS: 0.0505, MAE: 0.0505, RMSE: 0.0818, R2: 0.8881), Valid: (LOSS: 0.0594, MAE: 0.0594, RMSE: 0.0950, R2: 0.8660), PNorm: 163.7377, GNorm: 1.6956
[61/299] timecost: 63.90, lr: 0.000030, Train: (LOSS: 0.0491, MAE: 0.0491, RMSE: 0.0796, R2: 0.8963), Valid: (LOSS: 0.0501, MAE: 0.0501, RMSE: 0.0719, R2: 0.9227), PNorm: 163.6277, GNorm: 1.2839
[62/299] timecost: 62.60, lr: 0.000030, Train: (LOSS: 0.0495, MAE: 0.0495, RMSE: 0.0799, R2: 0.8974), Valid: (LOSS: 0.0521, MAE: 0.0521, RMSE: 0.0729, R2: 0.9187), PNorm: 163.5183, GNorm: 1.5595
[63/299] timecost: 62.56, lr: 0.000030, Train: (LOSS: 0.0467, MAE: 0.0467, RMSE: 0.0781, R2: 0.9021), Valid: (LOSS: 0.0473, MAE: 0.0473, RMSE: 0.0688, R2: 0.9269), PNorm: 163.4072, GNorm: 1.6503
[64/299] timecost: 62.56, lr: 0.000030, Train: (LOSS: 0.0479, MAE: 0.0479, RMSE: 0.0792, R2: 0.8967), Valid: (LOSS: 0.0534, MAE: 0.0534, RMSE: 0.0776, R2: 0.9130), PNorm: 163.2965, GNorm: 1.3868
[65/299] timecost: 62.52, lr: 0.000030, Train: (LOSS: 0.0477, MAE: 0.0477, RMSE: 0.0781, R2: 0.9006), Valid: (LOSS: 0.0489, MAE: 0.0489, RMSE: 0.0684, R2: 0.9270), PNorm: 163.1887, GNorm: 1.1927
[66/299] timecost: 62.37, lr: 0.000030, Train: (LOSS: 0.0455, MAE: 0.0455, RMSE: 0.0752, R2: 0.9079), Valid: (LOSS: 0.0470, MAE: 0.0470, RMSE: 0.0686, R2: 0.9287), PNorm: 163.0787, GNorm: 1.3552
[67/299] timecost: 64.32, lr: 0.000030, Train: (LOSS: 0.0451, MAE: 0.0451, RMSE: 0.0732, R2: 0.9071), Valid: (LOSS: 0.0463, MAE: 0.0463, RMSE: 0.0668, R2: 0.9333), PNorm: 162.9686, GNorm: 2.2141
[68/299] timecost: 63.06, lr: 0.000030, Train: (LOSS: 0.0454, MAE: 0.0454, RMSE: 0.0741, R2: 0.9106), Valid: (LOSS: 0.0496, MAE: 0.0496, RMSE: 0.0710, R2: 0.9261), PNorm: 162.8602, GNorm: 1.7399
[69/299] timecost: 63.50, lr: 0.000030, Train: (LOSS: 0.0455, MAE: 0.0455, RMSE: 0.0749, R2: 0.9092), Valid: (LOSS: 0.0451, MAE: 0.0451, RMSE: 0.0645, R2: 0.9385), PNorm: 162.7508, GNorm: 1.6219
[70/299] timecost: 63.66, lr: 0.000030, Train: (LOSS: 0.0438, MAE: 0.0438, RMSE: 0.0707, R2: 0.9179), Valid: (LOSS: 0.0462, MAE: 0.0462, RMSE: 0.0652, R2: 0.9401), PNorm: 162.6423, GNorm: 1.5937
[71/299] timecost: 63.53, lr: 0.000030, Train: (LOSS: 0.0427, MAE: 0.0427, RMSE: 0.0698, R2: 0.9230), Valid: (LOSS: 0.0450, MAE: 0.0450, RMSE: 0.0641, R2: 0.9379), PNorm: 162.5334, GNorm: 1.1396
[72/299] timecost: 63.84, lr: 0.000030, Train: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0681, R2: 0.9221), Valid: (LOSS: 0.0501, MAE: 0.0501, RMSE: 0.0683, R2: 0.9320), PNorm: 162.4243, GNorm: 2.2840
[73/299] timecost: 63.73, lr: 0.000030, Train: (LOSS: 0.0418, MAE: 0.0418, RMSE: 0.0682, R2: 0.9239), Valid: (LOSS: 0.0524, MAE: 0.0524, RMSE: 0.0745, R2: 0.9180), PNorm: 162.3157, GNorm: 1.6015
[74/299] timecost: 63.53, lr: 0.000030, Train: (LOSS: 0.0413, MAE: 0.0413, RMSE: 0.0671, R2: 0.9272), Valid: (LOSS: 0.0459, MAE: 0.0459, RMSE: 0.0646, R2: 0.9373), PNorm: 162.2071, GNorm: 1.0224
[75/299] timecost: 62.91, lr: 0.000030, Train: (LOSS: 0.0423, MAE: 0.0423, RMSE: 0.0686, R2: 0.9204), Valid: (LOSS: 0.0498, MAE: 0.0498, RMSE: 0.0699, R2: 0.9322), PNorm: 162.0981, GNorm: 1.4512
[76/299] timecost: 63.06, lr: 0.000030, Train: (LOSS: 0.0406, MAE: 0.0406, RMSE: 0.0661, R2: 0.9271), Valid: (LOSS: 0.0450, MAE: 0.0450, RMSE: 0.0630, R2: 0.9417), PNorm: 161.9893, GNorm: 1.0168
[77/299] timecost: 63.52, lr: 0.000030, Train: (LOSS: 0.0401, MAE: 0.0401, RMSE: 0.0662, R2: 0.9254), Valid: (LOSS: 0.0470, MAE: 0.0470, RMSE: 0.0656, R2: 0.9370), PNorm: 161.8811, GNorm: 1.8626
[78/299] timecost: 64.49, lr: 0.000030, Train: (LOSS: 0.0395, MAE: 0.0395, RMSE: 0.0639, R2: 0.9342), Valid: (LOSS: 0.0442, MAE: 0.0442, RMSE: 0.0648, R2: 0.9394), PNorm: 161.7722, GNorm: 1.0306
[79/299] timecost: 64.52, lr: 0.000030, Train: (LOSS: 0.0388, MAE: 0.0388, RMSE: 0.0632, R2: 0.9337), Valid: (LOSS: 0.0534, MAE: 0.0534, RMSE: 0.0742, R2: 0.9231), PNorm: 161.6637, GNorm: 2.5470
[80/299] timecost: 64.20, lr: 0.000030, Train: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0625, R2: 0.9358), Valid: (LOSS: 0.0458, MAE: 0.0458, RMSE: 0.0651, R2: 0.9369), PNorm: 161.5556, GNorm: 1.0992
[81/299] timecost: 63.84, lr: 0.000030, Train: (LOSS: 0.0386, MAE: 0.0386, RMSE: 0.0646, R2: 0.9318), Valid: (LOSS: 0.0443, MAE: 0.0443, RMSE: 0.0637, R2: 0.9402), PNorm: 161.4458, GNorm: 1.6248
[82/299] timecost: 63.90, lr: 0.000030, Train: (LOSS: 0.0388, MAE: 0.0388, RMSE: 0.0626, R2: 0.9328), Valid: (LOSS: 0.0473, MAE: 0.0473, RMSE: 0.0665, R2: 0.9369), PNorm: 161.3374, GNorm: 1.1080
[83/299] timecost: 63.93, lr: 0.000030, Train: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0614, R2: 0.9365), Valid: (LOSS: 0.0504, MAE: 0.0504, RMSE: 0.0728, R2: 0.9249), PNorm: 161.2289, GNorm: 1.9530
[84/299] timecost: 63.84, lr: 0.000030, Train: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0602, R2: 0.9368), Valid: (LOSS: 0.0446, MAE: 0.0446, RMSE: 0.0645, R2: 0.9404), PNorm: 161.1188, GNorm: 1.1317
[85/299] timecost: 63.83, lr: 0.000030, Train: (LOSS: 0.0370, MAE: 0.0370, RMSE: 0.0599, R2: 0.9406), Valid: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0588, R2: 0.9492), PNorm: 161.0101, GNorm: 2.5274
[86/299] timecost: 63.69, lr: 0.000030, Train: (LOSS: 0.0394, MAE: 0.0394, RMSE: 0.0633, R2: 0.9302), Valid: (LOSS: 0.0439, MAE: 0.0439, RMSE: 0.0614, R2: 0.9439), PNorm: 160.9040, GNorm: 1.1031
[87/299] timecost: 64.55, lr: 0.000030, Train: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0608, R2: 0.9370), Valid: (LOSS: 0.0440, MAE: 0.0440, RMSE: 0.0646, R2: 0.9386), PNorm: 160.7965, GNorm: 1.5876
[88/299] timecost: 64.97, lr: 0.000030, Train: (LOSS: 0.0366, MAE: 0.0366, RMSE: 0.0590, R2: 0.9408), Valid: (LOSS: 0.0411, MAE: 0.0411, RMSE: 0.0592, R2: 0.9497), PNorm: 160.6881, GNorm: 0.9365
[89/299] timecost: 64.28, lr: 0.000030, Train: (LOSS: 0.0349, MAE: 0.0349, RMSE: 0.0572, R2: 0.9403), Valid: (LOSS: 0.0411, MAE: 0.0411, RMSE: 0.0595, R2: 0.9485), PNorm: 160.5793, GNorm: 0.7960
[90/299] timecost: 64.61, lr: 0.000030, Train: (LOSS: 0.0368, MAE: 0.0368, RMSE: 0.0590, R2: 0.9420), Valid: (LOSS: 0.0417, MAE: 0.0417, RMSE: 0.0591, R2: 0.9492), PNorm: 160.4716, GNorm: 1.0044
[91/299] timecost: 64.60, lr: 0.000030, Train: (LOSS: 0.0350, MAE: 0.0350, RMSE: 0.0578, R2: 0.9452), Valid: (LOSS: 0.0419, MAE: 0.0419, RMSE: 0.0603, R2: 0.9482), PNorm: 160.3642, GNorm: 1.7005
[92/299] timecost: 64.33, lr: 0.000030, Train: (LOSS: 0.0340, MAE: 0.0340, RMSE: 0.0565, R2: 0.9463), Valid: (LOSS: 0.0421, MAE: 0.0421, RMSE: 0.0610, R2: 0.9472), PNorm: 160.2551, GNorm: 1.1179
[93/299] timecost: 64.11, lr: 0.000030, Train: (LOSS: 0.0345, MAE: 0.0345, RMSE: 0.0566, R2: 0.9474), Valid: (LOSS: 0.0467, MAE: 0.0467, RMSE: 0.0677, R2: 0.9346), PNorm: 160.1470, GNorm: 1.3549
[94/299] timecost: 63.32, lr: 0.000030, Train: (LOSS: 0.0340, MAE: 0.0340, RMSE: 0.0544, R2: 0.9487), Valid: (LOSS: 0.0414, MAE: 0.0414, RMSE: 0.0606, R2: 0.9474), PNorm: 160.0382, GNorm: 1.5919
[95/299] timecost: 63.31, lr: 0.000030, Train: (LOSS: 0.0333, MAE: 0.0333, RMSE: 0.0538, R2: 0.9500), Valid: (LOSS: 0.0420, MAE: 0.0420, RMSE: 0.0618, R2: 0.9444), PNorm: 159.9292, GNorm: 1.4326
[96/299] timecost: 63.57, lr: 0.000030, Train: (LOSS: 0.0362, MAE: 0.0362, RMSE: 0.0577, R2: 0.9448), Valid: (LOSS: 0.0409, MAE: 0.0409, RMSE: 0.0590, R2: 0.9499), PNorm: 159.8219, GNorm: 1.4172
[97/299] timecost: 62.89, lr: 0.000030, Train: (LOSS: 0.0335, MAE: 0.0335, RMSE: 0.0537, R2: 0.9494), Valid: (LOSS: 0.0390, MAE: 0.0390, RMSE: 0.0572, R2: 0.9532), PNorm: 159.7137, GNorm: 0.9458
[98/299] timecost: 63.69, lr: 0.000030, Train: (LOSS: 0.0329, MAE: 0.0329, RMSE: 0.0527, R2: 0.9543), Valid: (LOSS: 0.0446, MAE: 0.0446, RMSE: 0.0644, R2: 0.9418), PNorm: 159.6059, GNorm: 1.9243
