cuda available with GPU: Tesla V100-PCIE-16GB
==========Load Seed==========
set_random_seed
0
==========Training Start==========
Training Graphs:  2491
Valid Graphs:  277
Test Graphs:  1187
============Not pretrained weights used============
============Creating new layers============
============Creating Model============
Training Graphs Batches:  78
Valid Graphs Batches:  9
Test Graphs Batches:  37
[0/299] timecost: 64.06, lr: 0.000100, Train: (LOSS: 0.2109, MAE: 0.2109, RMSE: 0.2609, R2: 0.0188), Valid: (LOSS: 0.1814, MAE: 0.1814, RMSE: 0.2297, R2: 0.2661), PNorm: 187.0380, GNorm: 0.3614
[20/299] timecost: 63.84, lr: 0.000100, Train: (LOSS: 0.0606, MAE: 0.0606, RMSE: 0.0923, R2: 0.8679), Valid: (LOSS: 0.0572, MAE: 0.0572, RMSE: 0.0855, R2: 0.8918), PNorm: 187.5291, GNorm: 0.5000
[21/299] timecost: 64.23, lr: 0.000100, Train: (LOSS: 0.0566, MAE: 0.0566, RMSE: 0.0871, R2: 0.8764), Valid: (LOSS: 0.0582, MAE: 0.0582, RMSE: 0.0846, R2: 0.8955), PNorm: 187.5449, GNorm: 0.5000
[22/299] timecost: 64.05, lr: 0.000100, Train: (LOSS: 0.0551, MAE: 0.0551, RMSE: 0.0845, R2: 0.8889), Valid: (LOSS: 0.0526, MAE: 0.0526, RMSE: 0.0753, R2: 0.9157), PNorm: 187.5636, GNorm: 0.4340
[23/299] timecost: 63.46, lr: 0.000100, Train: (LOSS: 0.0553, MAE: 0.0553, RMSE: 0.0855, R2: 0.8821), Valid: (LOSS: 0.0533, MAE: 0.0533, RMSE: 0.0821, R2: 0.9018), PNorm: 187.5784, GNorm: 0.5000
[24/299] timecost: 61.09, lr: 0.000100, Train: (LOSS: 0.0517, MAE: 0.0517, RMSE: 0.0813, R2: 0.8944), Valid: (LOSS: 0.0554, MAE: 0.0554, RMSE: 0.0868, R2: 0.8920), PNorm: 187.5956, GNorm: 0.5000
[25/299] timecost: 63.14, lr: 0.000100, Train: (LOSS: 0.0502, MAE: 0.0502, RMSE: 0.0793, R2: 0.9000), Valid: (LOSS: 0.0506, MAE: 0.0506, RMSE: 0.0770, R2: 0.9133), PNorm: 187.6104, GNorm: 0.5000
[26/299] timecost: 60.93, lr: 0.000100, Train: (LOSS: 0.0495, MAE: 0.0495, RMSE: 0.0799, R2: 0.8976), Valid: (LOSS: 0.0551, MAE: 0.0551, RMSE: 0.0811, R2: 0.9065), PNorm: 187.6275, GNorm: 0.5000
[27/299] timecost: 63.15, lr: 0.000100, Train: (LOSS: 0.0493, MAE: 0.0493, RMSE: 0.0784, R2: 0.8987), Valid: (LOSS: 0.0502, MAE: 0.0502, RMSE: 0.0749, R2: 0.9178), PNorm: 187.6473, GNorm: 0.5000
[28/299] timecost: 63.57, lr: 0.000100, Train: (LOSS: 0.0453, MAE: 0.0453, RMSE: 0.0734, R2: 0.9131), Valid: (LOSS: 0.0483, MAE: 0.0483, RMSE: 0.0767, R2: 0.9146), PNorm: 187.6623, GNorm: 0.4170
[29/299] timecost: 63.95, lr: 0.000100, Train: (LOSS: 0.0442, MAE: 0.0442, RMSE: 0.0710, R2: 0.9175), Valid: (LOSS: 0.0460, MAE: 0.0460, RMSE: 0.0672, R2: 0.9319), PNorm: 187.6740, GNorm: 0.5000
[30/299] timecost: 64.06, lr: 0.000100, Train: (LOSS: 0.0447, MAE: 0.0447, RMSE: 0.0721, R2: 0.9096), Valid: (LOSS: 0.0478, MAE: 0.0478, RMSE: 0.0714, R2: 0.9254), PNorm: 187.6922, GNorm: 0.4280
[31/299] timecost: 64.02, lr: 0.000100, Train: (LOSS: 0.0440, MAE: 0.0440, RMSE: 0.0711, R2: 0.9175), Valid: (LOSS: 0.0536, MAE: 0.0536, RMSE: 0.0828, R2: 0.9036), PNorm: 187.7089, GNorm: 0.5000
[32/299] timecost: 61.23, lr: 0.000100, Train: (LOSS: 0.0438, MAE: 0.0438, RMSE: 0.0701, R2: 0.9161), Valid: (LOSS: 0.0486, MAE: 0.0486, RMSE: 0.0734, R2: 0.9209), PNorm: 187.7269, GNorm: 0.5000
[33/299] timecost: 60.93, lr: 0.000100, Train: (LOSS: 0.0407, MAE: 0.0407, RMSE: 0.0658, R2: 0.9271), Valid: (LOSS: 0.0494, MAE: 0.0494, RMSE: 0.0783, R2: 0.9149), PNorm: 187.7412, GNorm: 0.5000
[34/299] timecost: 60.57, lr: 0.000100, Train: (LOSS: 0.0401, MAE: 0.0401, RMSE: 0.0647, R2: 0.9307), Valid: (LOSS: 0.0457, MAE: 0.0457, RMSE: 0.0674, R2: 0.9333), PNorm: 187.7540, GNorm: 0.5000
[35/299] timecost: 61.03, lr: 0.000100, Train: (LOSS: 0.0391, MAE: 0.0391, RMSE: 0.0626, R2: 0.9340), Valid: (LOSS: 0.0546, MAE: 0.0546, RMSE: 0.0815, R2: 0.9049), PNorm: 187.7654, GNorm: 0.5000
[36/299] timecost: 63.23, lr: 0.000100, Train: (LOSS: 0.0407, MAE: 0.0407, RMSE: 0.0642, R2: 0.9318), Valid: (LOSS: 0.0464, MAE: 0.0464, RMSE: 0.0715, R2: 0.9276), PNorm: 187.7824, GNorm: 0.5000
[37/299] timecost: 63.92, lr: 0.000100, Train: (LOSS: 0.0386, MAE: 0.0386, RMSE: 0.0631, R2: 0.9340), Valid: (LOSS: 0.0466, MAE: 0.0466, RMSE: 0.0649, R2: 0.9386), PNorm: 187.7997, GNorm: 0.4517
[38/299] timecost: 63.81, lr: 0.000100, Train: (LOSS: 0.0399, MAE: 0.0399, RMSE: 0.0638, R2: 0.9342), Valid: (LOSS: 0.0460, MAE: 0.0460, RMSE: 0.0674, R2: 0.9338), PNorm: 187.8141, GNorm: 0.5000
[39/299] timecost: 64.04, lr: 0.000100, Train: (LOSS: 0.0368, MAE: 0.0368, RMSE: 0.0600, R2: 0.9400), Valid: (LOSS: 0.0431, MAE: 0.0431, RMSE: 0.0652, R2: 0.9383), PNorm: 187.8289, GNorm: 0.2938
[40/299] timecost: 63.62, lr: 0.000100, Train: (LOSS: 0.0358, MAE: 0.0358, RMSE: 0.0590, R2: 0.9438), Valid: (LOSS: 0.0436, MAE: 0.0436, RMSE: 0.0655, R2: 0.9373), PNorm: 187.8390, GNorm: 0.5000
[41/299] timecost: 64.15, lr: 0.000100, Train: (LOSS: 0.0360, MAE: 0.0360, RMSE: 0.0582, R2: 0.9440), Valid: (LOSS: 0.0440, MAE: 0.0440, RMSE: 0.0658, R2: 0.9376), PNorm: 187.8510, GNorm: 0.5000
[42/299] timecost: 63.78, lr: 0.000100, Train: (LOSS: 0.0348, MAE: 0.0348, RMSE: 0.0565, R2: 0.9443), Valid: (LOSS: 0.0427, MAE: 0.0427, RMSE: 0.0655, R2: 0.9384), PNorm: 187.8655, GNorm: 0.4218
[43/299] timecost: 63.52, lr: 0.000100, Train: (LOSS: 0.0340, MAE: 0.0340, RMSE: 0.0560, R2: 0.9490), Valid: (LOSS: 0.0473, MAE: 0.0473, RMSE: 0.0721, R2: 0.9274), PNorm: 187.8756, GNorm: 0.5000
[44/299] timecost: 63.84, lr: 0.000100, Train: (LOSS: 0.0338, MAE: 0.0338, RMSE: 0.0555, R2: 0.9477), Valid: (LOSS: 0.0484, MAE: 0.0484, RMSE: 0.0732, R2: 0.9250), PNorm: 187.8887, GNorm: 0.4253
[45/299] timecost: 63.96, lr: 0.000100, Train: (LOSS: 0.0339, MAE: 0.0339, RMSE: 0.0542, R2: 0.9458), Valid: (LOSS: 0.0451, MAE: 0.0451, RMSE: 0.0699, R2: 0.9303), PNorm: 187.8977, GNorm: 0.5000
[46/299] timecost: 63.77, lr: 0.000100, Train: (LOSS: 0.0310, MAE: 0.0310, RMSE: 0.0514, R2: 0.9554), Valid: (LOSS: 0.0463, MAE: 0.0463, RMSE: 0.0713, R2: 0.9249), PNorm: 187.9096, GNorm: 0.5000
[47/299] timecost: 63.52, lr: 0.000100, Train: (LOSS: 0.0315, MAE: 0.0315, RMSE: 0.0511, R2: 0.9564), Valid: (LOSS: 0.0435, MAE: 0.0435, RMSE: 0.0674, R2: 0.9342), PNorm: 187.9230, GNorm: 0.4226
[48/299] timecost: 63.58, lr: 0.000100, Train: (LOSS: 0.0315, MAE: 0.0315, RMSE: 0.0505, R2: 0.9539), Valid: (LOSS: 0.0435, MAE: 0.0435, RMSE: 0.0668, R2: 0.9357), PNorm: 187.9343, GNorm: 0.5000
[49/299] timecost: 63.66, lr: 0.000100, Train: (LOSS: 0.0307, MAE: 0.0307, RMSE: 0.0507, R2: 0.9555), Valid: (LOSS: 0.0461, MAE: 0.0461, RMSE: 0.0682, R2: 0.9332), PNorm: 187.9447, GNorm: 0.5000
[50/299] timecost: 61.73, lr: 0.000100, Train: (LOSS: 0.0315, MAE: 0.0315, RMSE: 0.0518, R2: 0.9531), Valid: (LOSS: 0.0437, MAE: 0.0437, RMSE: 0.0673, R2: 0.9349), PNorm: 187.9606, GNorm: 0.4942
[51/299] timecost: 58.65, lr: 0.000100, Train: (LOSS: 0.0310, MAE: 0.0310, RMSE: 0.0503, R2: 0.9565), Valid: (LOSS: 0.0426, MAE: 0.0426, RMSE: 0.0667, R2: 0.9351), PNorm: 187.9744, GNorm: 0.4039
[52/299] timecost: 59.39, lr: 0.000100, Train: (LOSS: 0.0297, MAE: 0.0297, RMSE: 0.0487, R2: 0.9608), Valid: (LOSS: 0.0413, MAE: 0.0413, RMSE: 0.0610, R2: 0.9447), PNorm: 187.9857, GNorm: 0.5000
[53/299] timecost: 59.66, lr: 0.000100, Train: (LOSS: 0.0292, MAE: 0.0292, RMSE: 0.0476, R2: 0.9618), Valid: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0631, R2: 0.9424), PNorm: 187.9973, GNorm: 0.5000
[54/299] timecost: 59.45, lr: 0.000100, Train: (LOSS: 0.0287, MAE: 0.0287, RMSE: 0.0467, R2: 0.9614), Valid: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0611, R2: 0.9447), PNorm: 188.0098, GNorm: 0.5000
[55/299] timecost: 60.05, lr: 0.000100, Train: (LOSS: 0.0289, MAE: 0.0289, RMSE: 0.0477, R2: 0.9591), Valid: (LOSS: 0.0422, MAE: 0.0422, RMSE: 0.0627, R2: 0.9423), PNorm: 188.0225, GNorm: 0.5000
[56/299] timecost: 59.50, lr: 0.000100, Train: (LOSS: 0.0295, MAE: 0.0295, RMSE: 0.0480, R2: 0.9593), Valid: (LOSS: 0.0441, MAE: 0.0441, RMSE: 0.0631, R2: 0.9427), PNorm: 188.0347, GNorm: 0.5000
[57/299] timecost: 59.92, lr: 0.000100, Train: (LOSS: 0.0287, MAE: 0.0287, RMSE: 0.0470, R2: 0.9632), Valid: (LOSS: 0.0439, MAE: 0.0439, RMSE: 0.0640, R2: 0.9391), PNorm: 188.0469, GNorm: 0.5000
[58/299] timecost: 59.17, lr: 0.000100, Train: (LOSS: 0.0280, MAE: 0.0280, RMSE: 0.0450, R2: 0.9656), Valid: (LOSS: 0.0402, MAE: 0.0402, RMSE: 0.0626, R2: 0.9427), PNorm: 188.0585, GNorm: 0.4224
[59/299] timecost: 59.71, lr: 0.000100, Train: (LOSS: 0.0281, MAE: 0.0281, RMSE: 0.0448, R2: 0.9641), Valid: (LOSS: 0.0425, MAE: 0.0425, RMSE: 0.0625, R2: 0.9440), PNorm: 188.0729, GNorm: 0.4325
[60/299] timecost: 60.00, lr: 0.000100, Train: (LOSS: 0.0266, MAE: 0.0266, RMSE: 0.0438, R2: 0.9670), Valid: (LOSS: 0.0402, MAE: 0.0402, RMSE: 0.0597, R2: 0.9483), PNorm: 188.0838, GNorm: 0.4518
[61/299] timecost: 61.03, lr: 0.000100, Train: (LOSS: 0.0270, MAE: 0.0270, RMSE: 0.0437, R2: 0.9667), Valid: (LOSS: 0.0392, MAE: 0.0392, RMSE: 0.0584, R2: 0.9475), PNorm: 188.0985, GNorm: 0.4065
[62/299] timecost: 60.95, lr: 0.000100, Train: (LOSS: 0.0269, MAE: 0.0269, RMSE: 0.0434, R2: 0.9690), Valid: (LOSS: 0.0416, MAE: 0.0416, RMSE: 0.0632, R2: 0.9423), PNorm: 188.1107, GNorm: 0.5000
[63/299] timecost: 61.07, lr: 0.000100, Train: (LOSS: 0.0252, MAE: 0.0252, RMSE: 0.0402, R2: 0.9725), Valid: (LOSS: 0.0424, MAE: 0.0424, RMSE: 0.0622, R2: 0.9445), PNorm: 188.1236, GNorm: 0.5000
[64/299] timecost: 61.06, lr: 0.000100, Train: (LOSS: 0.0262, MAE: 0.0262, RMSE: 0.0424, R2: 0.9688), Valid: (LOSS: 0.0421, MAE: 0.0421, RMSE: 0.0598, R2: 0.9486), PNorm: 188.1344, GNorm: 0.4815
[65/299] timecost: 61.23, lr: 0.000100, Train: (LOSS: 0.0247, MAE: 0.0247, RMSE: 0.0394, R2: 0.9734), Valid: (LOSS: 0.0407, MAE: 0.0407, RMSE: 0.0573, R2: 0.9524), PNorm: 188.1476, GNorm: 0.5000
[66/299] timecost: 61.09, lr: 0.000100, Train: (LOSS: 0.0251, MAE: 0.0251, RMSE: 0.0404, R2: 0.9728), Valid: (LOSS: 0.0393, MAE: 0.0393, RMSE: 0.0585, R2: 0.9493), PNorm: 188.1625, GNorm: 0.5000
[67/299] timecost: 60.97, lr: 0.000100, Train: (LOSS: 0.0243, MAE: 0.0243, RMSE: 0.0397, R2: 0.9725), Valid: (LOSS: 0.0391, MAE: 0.0391, RMSE: 0.0578, R2: 0.9522), PNorm: 188.1741, GNorm: 0.5000
[68/299] timecost: 61.31, lr: 0.000100, Train: (LOSS: 0.0250, MAE: 0.0250, RMSE: 0.0399, R2: 0.9692), Valid: (LOSS: 0.0413, MAE: 0.0413, RMSE: 0.0612, R2: 0.9465), PNorm: 188.1864, GNorm: 0.5000
[69/299] timecost: 61.81, lr: 0.000100, Train: (LOSS: 0.0241, MAE: 0.0241, RMSE: 0.0374, R2: 0.9758), Valid: (LOSS: 0.0402, MAE: 0.0402, RMSE: 0.0597, R2: 0.9499), PNorm: 188.1993, GNorm: 0.5000
[70/299] timecost: 62.11, lr: 0.000100, Train: (LOSS: 0.0243, MAE: 0.0243, RMSE: 0.0379, R2: 0.9751), Valid: (LOSS: 0.0395, MAE: 0.0395, RMSE: 0.0570, R2: 0.9521), PNorm: 188.2113, GNorm: 0.5000
[71/299] timecost: 61.75, lr: 0.000100, Train: (LOSS: 0.0229, MAE: 0.0229, RMSE: 0.0363, R2: 0.9772), Valid: (LOSS: 0.0378, MAE: 0.0378, RMSE: 0.0563, R2: 0.9542), PNorm: 188.2205, GNorm: 0.4914
[72/299] timecost: 61.81, lr: 0.000100, Train: (LOSS: 0.0236, MAE: 0.0236, RMSE: 0.0373, R2: 0.9752), Valid: (LOSS: 0.0397, MAE: 0.0397, RMSE: 0.0573, R2: 0.9525), PNorm: 188.2328, GNorm: 0.4289
[73/299] timecost: 61.23, lr: 0.000100, Train: (LOSS: 0.0234, MAE: 0.0234, RMSE: 0.0369, R2: 0.9753), Valid: (LOSS: 0.0383, MAE: 0.0383, RMSE: 0.0580, R2: 0.9527), PNorm: 188.2432, GNorm: 0.5000
[74/299] timecost: 60.47, lr: 0.000100, Train: (LOSS: 0.0223, MAE: 0.0223, RMSE: 0.0356, R2: 0.9762), Valid: (LOSS: 0.0372, MAE: 0.0372, RMSE: 0.0556, R2: 0.9559), PNorm: 188.2536, GNorm: 0.4784
[75/299] timecost: 60.05, lr: 0.000100, Train: (LOSS: 0.0227, MAE: 0.0227, RMSE: 0.0362, R2: 0.9762), Valid: (LOSS: 0.0414, MAE: 0.0414, RMSE: 0.0625, R2: 0.9433), PNorm: 188.2647, GNorm: 0.5000
[76/299] timecost: 59.70, lr: 0.000100, Train: (LOSS: 0.0230, MAE: 0.0230, RMSE: 0.0370, R2: 0.9765), Valid: (LOSS: 0.0396, MAE: 0.0396, RMSE: 0.0563, R2: 0.9554), PNorm: 188.2791, GNorm: 0.4736
[77/299] timecost: 61.28, lr: 0.000100, Train: (LOSS: 0.0225, MAE: 0.0225, RMSE: 0.0355, R2: 0.9783), Valid: (LOSS: 0.0404, MAE: 0.0404, RMSE: 0.0611, R2: 0.9459), PNorm: 188.2911, GNorm: 0.5000
[78/299] timecost: 62.05, lr: 0.000100, Train: (LOSS: 0.0219, MAE: 0.0219, RMSE: 0.0357, R2: 0.9773), Valid: (LOSS: 0.0388, MAE: 0.0388, RMSE: 0.0567, R2: 0.9532), PNorm: 188.3040, GNorm: 0.4507
[79/299] timecost: 62.06, lr: 0.000100, Train: (LOSS: 0.0212, MAE: 0.0212, RMSE: 0.0338, R2: 0.9795), Valid: (LOSS: 0.0401, MAE: 0.0401, RMSE: 0.0585, R2: 0.9513), PNorm: 188.3144, GNorm: 0.4282
[80/299] timecost: 62.01, lr: 0.000100, Train: (LOSS: 0.0217, MAE: 0.0217, RMSE: 0.0344, R2: 0.9790), Valid: (LOSS: 0.0409, MAE: 0.0409, RMSE: 0.0581, R2: 0.9512), PNorm: 188.3272, GNorm: 0.4816
[81/299] timecost: 61.86, lr: 0.000100, Train: (LOSS: 0.0226, MAE: 0.0226, RMSE: 0.0358, R2: 0.9773), Valid: (LOSS: 0.0396, MAE: 0.0396, RMSE: 0.0588, R2: 0.9507), PNorm: 188.3391, GNorm: 0.4854
[82/299] timecost: 61.92, lr: 0.000100, Train: (LOSS: 0.0219, MAE: 0.0219, RMSE: 0.0341, R2: 0.9789), Valid: (LOSS: 0.0418, MAE: 0.0418, RMSE: 0.0591, R2: 0.9507), PNorm: 188.3537, GNorm: 0.5000
[83/299] timecost: 61.64, lr: 0.000100, Train: (LOSS: 0.0212, MAE: 0.0212, RMSE: 0.0334, R2: 0.9795), Valid: (LOSS: 0.0395, MAE: 0.0395, RMSE: 0.0598, R2: 0.9498), PNorm: 188.3703, GNorm: 0.5000
[84/299] timecost: 61.76, lr: 0.000100, Train: (LOSS: 0.0213, MAE: 0.0213, RMSE: 0.0339, R2: 0.9798), Valid: (LOSS: 0.0400, MAE: 0.0400, RMSE: 0.0612, R2: 0.9452), PNorm: 188.3850, GNorm: 0.4968
[85/299] timecost: 62.16, lr: 0.000100, Train: (LOSS: 0.0216, MAE: 0.0216, RMSE: 0.0340, R2: 0.9799), Valid: (LOSS: 0.0423, MAE: 0.0423, RMSE: 0.0642, R2: 0.9420), PNorm: 188.3994, GNorm: 0.5000
[86/299] timecost: 63.61, lr: 0.000100, Train: (LOSS: 0.0215, MAE: 0.0215, RMSE: 0.0334, R2: 0.9801), Valid: (LOSS: 0.0385, MAE: 0.0385, RMSE: 0.0570, R2: 0.9532), PNorm: 188.4124, GNorm: 0.4136
[87/299] timecost: 63.52, lr: 0.000100, Train: (LOSS: 0.0216, MAE: 0.0216, RMSE: 0.0343, R2: 0.9799), Valid: (LOSS: 0.0393, MAE: 0.0393, RMSE: 0.0582, R2: 0.9514), PNorm: 188.4262, GNorm: 0.4074
[88/299] timecost: 63.79, lr: 0.000100, Train: (LOSS: 0.0214, MAE: 0.0214, RMSE: 0.0331, R2: 0.9818), Valid: (LOSS: 0.0399, MAE: 0.0399, RMSE: 0.0608, R2: 0.9472), PNorm: 188.4405, GNorm: 0.4542
[89/299] timecost: 63.89, lr: 0.000100, Train: (LOSS: 0.0208, MAE: 0.0208, RMSE: 0.0325, R2: 0.9811), Valid: (LOSS: 0.0391, MAE: 0.0391, RMSE: 0.0579, R2: 0.9515), PNorm: 188.4511, GNorm: 0.5000
Epoch 00091: reducing learning rate of group 0 to 8.5000e-05.
[90/299] timecost: 63.92, lr: 0.000085, Train: (LOSS: 0.0211, MAE: 0.0211, RMSE: 0.0327, R2: 0.9821), Valid: (LOSS: 0.0370, MAE: 0.0370, RMSE: 0.0551, R2: 0.9554), PNorm: 188.4628, GNorm: 0.4673
[91/299] timecost: 63.29, lr: 0.000085, Train: (LOSS: 0.0186, MAE: 0.0186, RMSE: 0.0297, R2: 0.9845), Valid: (LOSS: 0.0374, MAE: 0.0374, RMSE: 0.0571, R2: 0.9532), PNorm: 188.4708, GNorm: 0.5000
[92/299] timecost: 63.61, lr: 0.000085, Train: (LOSS: 0.0178, MAE: 0.0178, RMSE: 0.0278, R2: 0.9859), Valid: (LOSS: 0.0366, MAE: 0.0366, RMSE: 0.0543, R2: 0.9570), PNorm: 188.4799, GNorm: 0.4832
[93/299] timecost: 63.62, lr: 0.000085, Train: (LOSS: 0.0173, MAE: 0.0173, RMSE: 0.0270, R2: 0.9865), Valid: (LOSS: 0.0384, MAE: 0.0384, RMSE: 0.0575, R2: 0.9513), PNorm: 188.4871, GNorm: 0.4942
[94/299] timecost: 63.72, lr: 0.000085, Train: (LOSS: 0.0178, MAE: 0.0178, RMSE: 0.0277, R2: 0.9850), Valid: (LOSS: 0.0381, MAE: 0.0381, RMSE: 0.0555, R2: 0.9544), PNorm: 188.4942, GNorm: 0.4622
[95/299] timecost: 63.63, lr: 0.000085, Train: (LOSS: 0.0177, MAE: 0.0177, RMSE: 0.0275, R2: 0.9861), Valid: (LOSS: 0.0377, MAE: 0.0377, RMSE: 0.0552, R2: 0.9558), PNorm: 188.5040, GNorm: 0.4080
[96/299] timecost: 63.81, lr: 0.000085, Train: (LOSS: 0.0172, MAE: 0.0172, RMSE: 0.0270, R2: 0.9874), Valid: (LOSS: 0.0391, MAE: 0.0391, RMSE: 0.0587, R2: 0.9499), PNorm: 188.5109, GNorm: 0.4075
[97/299] timecost: 62.60, lr: 0.000085, Train: (LOSS: 0.0166, MAE: 0.0166, RMSE: 0.0262, R2: 0.9873), Valid: (LOSS: 0.0380, MAE: 0.0380, RMSE: 0.0551, R2: 0.9551), PNorm: 188.5207, GNorm: 0.4085
[98/299] timecost: 60.16, lr: 0.000085, Train: (LOSS: 0.0174, MAE: 0.0174, RMSE: 0.0275, R2: 0.9865), Valid: (LOSS: 0.0358, MAE: 0.0358, RMSE: 0.0547, R2: 0.9562), PNorm: 188.5299, GNorm: 0.4586
